relation_id,sentence_id,description,is_true,expectation,words,p1_start,p1_length,p2_start,p2_length,p2_length,features,weights
124351@50_67-124351@50_64,124351@50,James Newton Howard-Hans Zimmer,,1,"{PRODUCTION,NOTES,:,`,THE,DARK,KNIGHT,',Directed,by,Christopher,Nolan,;,written,by,Jonathan,Nolan,and,Christopher,Nolan,"","",based,on,a,story,by,Christopher,Nolan,and,David,S.,Goyer,;,Batman,character,created,by,Bob,Kane,;,Batman,and,other,characters,from,the,DC,comic,books,;,director,of,photography,"","",Wally,Pfister,;,edited,by,Lee,Smith,;,music,by,Hans,Zimmer,and,James,Newton,Howard,;,production,designer,"","",Nathan,Crowley,;,produced,by,Charles,Roven,"","",Emma,Thomas,and,Christopher,Nolan,;,released,by,Warner,Brothers,Pictures,.}",67,3,64,2,2,"{INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],""INV_NER_L_2_R_2_[O O]_[O O]"",INV_LEMMA_L_1_R_1_[by]_[;],INV_POS_SEQ_[CC],""INV_NER_L_3_R_3_[O O O]_[O O O]""}","{1.30862,1.30862,-1.13902,-0.910627,0.788145,0.749234}"
34215@40_117-34215@40_65,34215@40,Harold Rome-Murray Grand,,1,"{PRODUCTION,NOTES,`,STAIRWAY,TO,PARADISE,:,50,Years,of,Revue,in,Review,',Music,"","",lyrics,and,sketches,by,Nora,Bayes,"","",Irving,Berlin,"","",Eubie,Blake,"","",Henry,Blossom,"","",Elisse,Boyd,"","",Bob,Cole,"","",Betty,Comden,"","",B.G.,DeSylva,"","",Howard,Dietz,"","",Jimmy,Durante,"","",Leo,Edwards,"","",Dorothy,Fields,"","",George,Gershwin,"","",Ira,Gershwin,"","",Jay,Gorney,"","",Murray,Grand,"","",Adolph,Green,"","",E.Y.,Harburg,"","",Lorenz,Hart,"","",Victor,Herbert,"","",J.W.,Johnson,"","",Jerome,Kern,"","",Jean,Kerr,"","",Walter,Kerr,"","",Duke,Leonard,"","",Jimmy,McHugh,"","",Blanche,Merrill,"","",Ed,G.,Nelson,"","",Jack,Norworth,"","",Harry,Pease,"","",Andy,Razaf,"","",Richard,Rodgers,"","",Harold,Rome,"","",Arthur,Schwartz,"","",Paul,Gerard,Smith,"","",Jule,Styne,and,P.G.,Wodehouse,;,directed,by,Jerry,Zaks,;,guest,music,director,"","",vocal,and,dance,arranger,"","",Rob,Berman,;,conceived,by,Jack,Viertel,;,set,consultation,by,John,Lee,Beatty,;,sound,by,Tom,Morse,;,costume,consultation,by,William,Ivey,Long,;,lighting,by,Paul,Gallo,;,orchestrations,"","",Jonathan,Tunick,;,music,coordinator,"","",Seymour,Red,Press,;,company,manager,"","",Michael,Zande,;,production,stage,manager,"","",Rolt,Smith,;,choreography,by,Warren,Carlyle,.}",117,2,65,2,2,"{INV_LENGTHS_[11_12],""INV_NGRAM_1_[,]"",""INV_NER_L_1_R_3_[O]_[O PERSON PERSON]"",""INV_NER_L_2_R_1_[PERSON O]_[O]"",""INV_LEMMA_L_1_R_1_[,]_[,]"",INV_NGRAM_1_[Harry]}","{1.53927,-0.683653,0.649209,-0.471823,0.431208,-0.368957}"
148797@49_55-148797@49_58,148797@49,Eric Fellner-Jon Finn,,0.96,"{PRODUCTION,NOTES,`,BILLY,ELLIOT,:,The,Musical,',Book,and,lyrics,by,Lee,Hall,"","",based,on,the,Universal,Pictures/Studio,Canal,film,;,music,by,Elton,John,;,directed,by,Stephen,Daldry,;,choreography,by,Peter,Darling,;,sets,by,Ian,MacNeil,;,associate,director,"","",Julian,Webber,;,produced,by,Tim,Bevan,"","",Eric,Fellner,"","",Jon,Finn,and,Sally,Greene,;,executive,producers,"","",David,Furnish,and,Angela,Morrison,;,costumes,by,Nicky,Gillibrand,;,lighting,by,Rick,Fisher,;,sound,by,Paul,Arditti,;,general,manager,"","",Nina,Lannan,Associates/Devin,Keudell,;,production,stage,manager,"","",Bonnie,L.,Becker,;,music,contractor,"","",Michael,Keller,;,production,supervisors,"","",Arthur,Siccardi,and,Patrick,Sullivan,;,hair,"","",wig,and,makeup,design,by,Campbell,Young,;,music,supervision,and,orchestrations,by,Martin,Koch,;,music,director,"","",David,Chase,.}",55,2,58,2,2,"{NER_SEQ_[O],""LEMMA_L_1_R_1_[,]_[and]"",""NER_L_3_R_1_[PERSON PERSON O]_[O]"",LENGTHS_[12_8],""NER_L_3_R_2_[PERSON PERSON O]_[O PERSON]"",STARTS_WITH_CAPITAL_[True_True]}","{1.01733,0.872785,0.682827,0.43255,-0.348342,0.28568}"
77620@6_8-77620@6_10,77620@6,Ethan-Joel Coen,,0.998,"{And,that,earned,her,an,appearance,before,directors,Ethan,and,Joel,Coen,-LRB-,``,Fargo,"","",'',``,O,Brother,Where,Art,Thou,'',-RRB-,.}",8,1,10,2,2,"{LEMMA_SEQ_[and],WORD_SEQ_[and],POS_SEQ_[CC],NER_SEQ_[O],""NER_L_2_R_2_[O O]_[O O]"",NGRAM_1_[and]}","{1.65318,1.65318,1.13271,1.01733,-0.889613,0.384288}"
38947@0_49-38947@0_43,38947@0,Leslie Mann-Katherine Heigl,,0.932,"{TRUE,LOVE,"","",FAMILY,VALUES,ALIVE,IN,`,KNOCKED,UP,',IN,-LCB-,LSQUO,-RCB-,KNOCKED,UP,"","",',FAMILY,VALUES,GET,A,TWIST,MISMATCHPRODUCESLAUGHS,AND,LOVE,SURPRISEFAMILY,LOVE,Knocked,Up,Written,and,directed,by,:,Judd,Apatow,Starring,:,Seth,Rogen,"","",Katherine,Heigl,"","",Paul,Rudd,"","",Leslie,Mann,Running,time,:,129,minutes,Rated,:,R,-LRB-,Sexual,content,"","",drug,use,"","",language,-RRB-,``,The,40-Year-Old,Virgin,'',and,his,new,``,Knocked,Up,'',make,writer,-,director,Judd,Apatow,today,'s,preeminent,creator,of,low-concept,sex,comedies,.}",49,2,43,2,2,"{""INV_NER_SEQ_[O PERSON PERSON O]"",""INV_NGRAM_1_[,]"",INV_LENGTHS_[11_15],""INV_NER_L_1_R_2_[O]_[O O]"",""INV_NER_L_2_R_1_[PERSON O]_[O]"",""INV_NER_L_2_R_3_[PERSON O]_[O O O]""}","{-0.707947,-0.683653,0.668197,-0.647165,-0.471823,0.387162}"
34215@40_65-34215@40_35,34215@40,Murray Grand-Bob Cole,,1,"{PRODUCTION,NOTES,`,STAIRWAY,TO,PARADISE,:,50,Years,of,Revue,in,Review,',Music,"","",lyrics,and,sketches,by,Nora,Bayes,"","",Irving,Berlin,"","",Eubie,Blake,"","",Henry,Blossom,"","",Elisse,Boyd,"","",Bob,Cole,"","",Betty,Comden,"","",B.G.,DeSylva,"","",Howard,Dietz,"","",Jimmy,Durante,"","",Leo,Edwards,"","",Dorothy,Fields,"","",George,Gershwin,"","",Ira,Gershwin,"","",Jay,Gorney,"","",Murray,Grand,"","",Adolph,Green,"","",E.Y.,Harburg,"","",Lorenz,Hart,"","",Victor,Herbert,"","",J.W.,Johnson,"","",Jerome,Kern,"","",Jean,Kerr,"","",Walter,Kerr,"","",Duke,Leonard,"","",Jimmy,McHugh,"","",Blanche,Merrill,"","",Ed,G.,Nelson,"","",Jack,Norworth,"","",Harry,Pease,"","",Andy,Razaf,"","",Richard,Rodgers,"","",Harold,Rome,"","",Arthur,Schwartz,"","",Paul,Gerard,Smith,"","",Jule,Styne,and,P.G.,Wodehouse,;,directed,by,Jerry,Zaks,;,guest,music,director,"","",vocal,and,dance,arranger,"","",Rob,Berman,;,conceived,by,Jack,Viertel,;,set,consultation,by,John,Lee,Beatty,;,sound,by,Tom,Morse,;,costume,consultation,by,William,Ivey,Long,;,lighting,by,Paul,Gallo,;,orchestrations,"","",Jonathan,Tunick,;,music,coordinator,"","",Seymour,Red,Press,;,company,manager,"","",Michael,Zande,;,production,stage,manager,"","",Rolt,Smith,;,choreography,by,Warren,Carlyle,.}",65,2,35,2,2,"{""INV_NGRAM_1_[,]"",""INV_NER_L_1_R_3_[O]_[O PERSON PERSON]"",""INV_NER_L_2_R_1_[PERSON O]_[O]"",""INV_LEMMA_L_1_R_1_[,]_[,]"",INV_NER_L_1_R_1_[O]_[O],""INV_NER_L_2_R_2_[PERSON O]_[O PERSON]""}","{-0.683653,0.649209,-0.471823,0.431208,0.326221,-0.317095}"
71991@2_39-71991@2_42,71991@2,Cindy McCain-Michelle Obama,,1,"{Voters,in,Iowa,and,New,Hampshire,``,take,their,job,very,seriously,"","",they,know,they,'re,picking,a,president,"","",'',Mrs.,Romney,told,the,audience,as,she,sat,on,stage,with,Jeri,Thompson,"","",Elizabeth,Edwards,"","",Cindy,McCain,and,Michelle,Obama,.}",39,2,42,2,2,"{LEMMA_SEQ_[and],WORD_SEQ_[and],LENGTHS_[12_14],POS_SEQ_[CC],""BETW_L_[conj_and conj_and]"",NER_SEQ_[O]}","{1.65318,1.65318,1.53166,1.13271,1.099,1.01733}"
70942@11_21-70942@11_16,70942@11,Ryan Gilliam-Taurus Johnson,,0.992,"{Freshman,running,back,Jamar,Taylor,replaced,Murphy,on,the,opening,kickoff,as,a,returner,next,to,Taurus,Johnson,"","",though,cornerback,Ryan,Gilliam,took,over,and,had,two,returns,for,26,yards,.}",21,2,16,2,2,"{INV_LENGTHS_[12_14],""INV_NER_L_2_R_2_[O O]_[O O]"",""INV_NER_L_3_R_3_[O O O]_[O O O]"",""INV_NGRAM_1_[,]"",""INV_NER_L_1_R_2_[O]_[O O]"",""INV_NER_L_3_R_1_[O O O]_[O]""}","{2.29766,-1.13902,0.749234,-0.683653,-0.647165,0.553628}"
148326@0_0-148326@0_6,148326@0,Tracy Keil-Matt,,1,"{Tracy,Keil,met,her,husband,"","",Matt,"","",in,August,2005,between,his,first,and,second,tours,of,duty,in,Iraq,.}",0,2,6,1,1,"{NGRAM_1_[she],NGRAM_1_[husband],""NER_SEQ_[O O O O]"",""LEMMA_L_1_R_1_[.]_[,]"",""NGRAM_2_[she husband]"",""NER_L_1_R_3_[O]_[O O DATE]""}","{1.30615,1.18821,0.59734,0.535636,0.494653,0.41752}"
39148@11_21-39148@11_27,39148@11,Mike Montgomery-John Calipari,,0.966,"{Think,Billy,Donovan,really,cares,about,what,happened,to,-LRB-,in,no,particular,order,-RRB-,Rick,Pitino,"","",Tim,Floyd,"","",Mike,Montgomery,"","",Leonard,Hamilton,"","",John,Calipari,"","",P.J.,Carlesimo,or,Lon,Kruger,?}",21,2,27,2,2,"{LENGTHS_[15_13],""LEMMA_L_1_R_1_[,]_[,]"",""NER_L_3_R_1_[PERSON PERSON O]_[O]"",""NER_L_3_R_2_[PERSON PERSON O]_[O PERSON]"",STARTS_WITH_CAPITAL_[True_True],""NER_L_2_R_2_[PERSON O]_[O PERSON]""}","{0.710752,0.703995,0.682827,-0.348342,0.28568,-0.285438}"
150797@9_26-150797@9_28,150797@9,Blair-Carla Sarkozy,,0.998,"{The,discussion,has,bubbled,up,on,blogs,"","",Internet,magazines,"","",television,interviews,and,radio,talk,shows,among,ordinary,women,and,some,prominent,ones,"","",including,Blair,and,Carla,Sarkozy,"","",the,wife,of,President,Nicolas,Sarkozy,of,France,.}",26,1,28,2,2,"{WORD_SEQ_[and],LEMMA_SEQ_[and],POS_SEQ_[CC],NER_SEQ_[O],""NER_L_2_R_2_[O O]_[O O]"",LENGTHS_[5_13]}","{1.65318,1.65318,1.13271,1.01733,-0.889613,-0.401331}"
153946@38_113-153946@38_121,153946@38,Ward Hill Lamon-Abraham Lincoln,,0.996,"{WITH,:,Guy,Adkins,-LRB-,John,Wilkes,Booth,"","",Robert,E.,Lee,"","",William,Tecumseh,Sherman,-RRB-,"","",Justin,Blanchard,-LRB-,Chester,"","",Manton,Saunders,"","",Hay,"","",John,Surratt,-RRB-,"","",Susannah,Flood,-LRB-,Raz,"","",Anna,Surratt,-RRB-,"","",J.D.,Goldblatt,-LRB-,Ely,Parker,"","",Silver,"","",Frederick,Wormley,"","",Moses,Levy,-RRB-,"","",Brian,Tyree,Henry,-LRB-,Willy,Mack,"","",Walker,Lewis,"","",Jim,Wormley,-RRB-,"","",Marc,Damon,Johnson,-LRB-,Decatur,Bronson,"","",James,Wormley,-RRB-,"","",Bianca,LaVerne,Jones,-LRB-,Hannah,"","",Rose,"","",Aggy,-RRB-,"","",Ora,Jones,-LRB-,Elizabeth,Keckley,"","",Mrs.,Thomas,-RRB-,"","",Drew,McVety,-LRB-,Henry,Wadsworth,Longfellow,"","",Ulysses,S.,Grant,"","",Ward,Hill,Lamon,-RRB-,"","",Jay,Russell,-LRB-,Abraham,Lincoln,"","",Walt,Whitman,-RRB-,"","",Rachel,Shapiro,Alderman,-LRB-,Nicolay,"","",Mary,Surratt,"","",Clara,Barton,"","",Widow,Saunders,-RRB-,"","",Diane,Sutherland,-LRB-,Mary,Todd,Lincoln,"","",Secretary,of,War,Stanton,-RRB-,"","",Scott,Thomas,-LRB-,Lewis,Payne,"","",Mosby,Raider,-RRB-,"","",Faith,Philpot,and,Malenky,Welsh,-LRB-,Jessa,"","",Little,Joe,-RRB-,.}",113,3,121,2,2,"{NGRAM_1_[-lrb-],""LEMMA_L_1_R_1_[,]_[,]"",""NER_L_3_R_1_[PERSON PERSON O]_[O]"",""NGRAM_2_[-rrb- ,]"",NGRAM_1_[-rrb-],""NER_L_3_R_2_[PERSON PERSON O]_[O PERSON]""}","{1.27618,0.703995,0.682827,0.427497,0.368273,-0.348342}"
94174@42_11-94174@42_6,94174@42,Jerry Springer-Ben Brantley,,0.984,"{JERRY-SPRINGER-OPERA,-LRB-,New,York,-RRB-,--,Ben,Brantley,looks,at,``,Jerry,Springer,:,The,Opera,'',at,Carnegie,Hall,"","",starring,Harvey,Keitel,as,the,trash-TV,talk,show,host,in,a,production,that,was,all,the,rage,on,the,West,End,but,has,thus,far,been,too,controversial,to,land,a,Broadway,run,.}",11,2,6,2,2,"{INV_LENGTHS_[14_12],""INV_NER_L_2_R_2_[O O]_[O O]"",INV_NGRAM_1_[at],INV_NGRAM_1_[``],""INV_NER_L_1_R_2_[O]_[O O]"",""INV_NER_L_3_R_1_[LOCATION O O]_[O]""}","{2.64054,-1.13902,-0.71192,-0.694571,-0.647165,0.632145}"
118288@15_2-118288@15_5,118288@15,Pete Seeger-Benjamin Spock,,0.99,"{There,'s,Pete,Seeger,"","",Benjamin,Spock,"","",and,Mildred,Grossman,"","",a,teacher,who,was,fired,in,1952,after,her,loyalty,to,the,United,States,was,questioned,in,proceedings,she,calls,``,pure,`,Alice,in,Wonderland,.,'','}",2,2,5,2,2,"{NER_SEQ_[O],""NER_L_2_R_2_[O O]_[O O]"",""LEMMA_L_1_R_1_[be]_[,]"",""LEMMA_L_1_R_2_[be]_[, and]"",""NER_L_1_R_3_[O]_[O O PERSON]"",""NER_L_3_R_1_[O O O]_[O]""}","{1.01733,-0.889613,0.610159,0.45169,0.441629,0.315698}"
104270@20_12-104270@20_18,104270@20,Meledandri-Steve Martino,,0.968,"{Working,with,Blue,Sky,Animation,-LRB-,``,Ice,Age,'',-RRB-,"","",Meledandri,and,directors,Jimmy,Hayward,and,Steve,Martino,have,cooked,up,a,visually,luscious,CGI,jungle,for,their,mop-topped,critters,to,galumph,around,in,.}",12,1,18,2,2,"{""NER_L_2_R_2_[O O]_[O O]"",NGRAM_1_[director],NGRAM_1_[and],""NER_L_3_R_3_[O O O]_[O O O]"",""NER_L_3_R_1_[O O O]_[O]"",STARTS_WITH_CAPITAL_[True_True]}","{-0.889613,0.657098,0.384288,0.355344,0.315698,0.28568}"
108555@28_16-108555@28_2,108555@28,John Krasinski-George Clooney,,0.93,"{WITH,:,George,Clooney,-LRB-,Dodge,Connolly,-RRB-,"","",Renee,Zellweger,-LRB-,Lexie,Littleton,-RRB-,"","",John,Krasinski,-LRB-,Carter,Rutherford,-RRB-,and,Jonathan,Pryce,-LRB-,C.C.,Frazier,-RRB-,.}",16,2,2,2,2,"{""INV_NGRAM_1_[,]"",INV_LENGTHS_[14_14],""INV_NER_L_1_R_3_[O]_[O PERSON PERSON]"",""INV_NER_L_3_R_1_[O O O]_[O]"",INV_NGRAM_1_[-lrb-],INV_NER_L_1_R_1_[O]_[O]}","{-0.683653,-0.656521,0.649209,0.553628,0.445222,0.326221}"
72549@33_101-72549@33_5,72549@33,Harvey-Felix Bonhoeffer,,0.964,"{WITH,:,Anthony,Hopkins,-LRB-,Felix,Bonhoeffer,-RRB-,"","",Stella,Arroyave,-LRB-,Gina,-RRB-,"","",Gavin,Grazer,-LRB-,Gavin/Paramedic,-RRB-,"","",Lisa,Pepper,-LRB-,Tracy,-RRB-,"","",Christian,Slater,-LRB-,Ray,-RRB-,"","",Kevin,McCarthy,-LRB-,himself,-RRB-,"","",Fionnula,Flanagan,-LRB-,Bette,Lustig,-RRB-,"","",Camryn,Manheim,-LRB-,Barbara,-RRB-,"","",Jeffrey,Tambor,-LRB-,Geek/Margolis,-RRB-,"","",Christopher,Kennedy,Lawford,-LRB-,Lars,-RRB-,"","",Lana,Antonova,-LRB-,Lilly,-RRB-,"","",Gene,Borkan,-LRB-,Mel/Shel,-RRB-,"","",Michael,Clarke,Duncan,-LRB-,Mort,-RRB-,"","",Jennifer,Mann,-LRB-,Joanie,-RRB-,"","",S.,Epatha,Merkerson,-LRB-,Bonnie,Sylvester,-RRB-,and,John,Turturro,-LRB-,Harvey,-RRB-,.}",101,1,5,2,2,"{""INV_NGRAM_1_[,]"",""INV_NER_L_1_R_2_[O]_[O O]"",INV_NGRAM_1_[John],""INV_NER_L_2_R_1_[PERSON O]_[O]"",INV_NGRAM_1_[-lrb-],""INV_NER_L_2_R_2_[PERSON O]_[O O]""}","{-0.683653,-0.647165,-0.632412,-0.471823,0.445222,0.360891}"
73149@48_16-73149@48_14,73149@48,Sasha-Malia,,0.996,"{The,Obamas,often,talk,at,campaign,stops,about,how,they,have,tried,to,keep,Malia,and,Sasha,grounded,amid,the,craziness,of,the,campaign,.}",16,1,14,1,1,"{INV_LENGTHS_[5_5],""INV_BETW_L_[nsubj nsubj]"",INV_WORD_SEQ_[and],INV_LEMMA_SEQ_[and],""INV_NER_L_2_R_2_[O O]_[O O]"",INV_POS_SEQ_[CC]}","{-2.28542,1.57563,1.30862,1.30862,-1.13902,0.788145}"
58388@25_20-58388@25_17,58388@25,Michelle Obama-Elizabeth Edwards,,1,"{With,spouses,less,programmed,than,in,the,past,"","",the,line,is,blurrier,between,what,women,like,Elizabeth,Edwards,and,Michelle,Obama,want,to,say,and,what,the,campaigns,need,them,to,say,.}",20,2,17,2,2,"{INV_WORD_SEQ_[and],INV_LEMMA_SEQ_[and],""INV_NER_L_2_R_2_[O O]_[O O]"",INV_POS_SEQ_[CC],""INV_NER_L_3_R_3_[O O O]_[O O O]"",""INV_NER_L_1_R_2_[O]_[O O]""}","{1.30862,1.30862,-1.13902,0.788145,0.749234,-0.647165}"
25360@60_33-25360@60_6,25360@60,Tracie Thoms-Kurt Russell,,0.996,"{``,DEATH,PROOF,'',WITH,:,Kurt,Russell,-LRB-,Stuntman,Mike,-RRB-,"","",Sydney,Tamiia,Poitier,-LRB-,Jungle,Julia,-RRB-,"","",Vanessa,Ferlito,-LRB-,Arlene,-RRB-,"","",Jordan,Ladd,-LRB-,Shanna,-RRB-,"","",Tracie,Thoms,-LRB-,Kim,-RRB-,"","",Rosario,Dawson,-LRB-,Abernathy,-RRB-,"","",Zoe,Bell,-LRB-,Zoe,-RRB-,"","",Mary,Elizabeth,Winstead,-LRB-,Lee,-RRB-,"","",Rose,McGowan,-LRB-,Pam,-RRB-,"","",Eli,Roth,-LRB-,Dov,-RRB-,and,Omar,Doom,-LRB-,Nate,-RRB-,.}",33,2,6,2,2,"{INV_LENGTHS_[12_12],""INV_NGRAM_1_[,]"",""INV_NER_L_3_R_1_[O O O]_[O]"",INV_NGRAM_1_[-lrb-],""INV_NER_L_1_R_3_[O]_[O PERSON O]"",INV_NER_L_1_R_1_[O]_[O]}","{0.888711,-0.683653,0.553628,0.445222,-0.346762,0.326221}"
124351@52_5-124351@52_36,124351@52,Bruce Wayne/Batman-Maggie Gyllenhaal,,0.976,"{WITH,:,Christian,Bale,-LRB-,Bruce,Wayne/Batman,-RRB-,"","",Michael,Caine,-LRB-,Alfred,-RRB-,"","",Heath,Ledger,-LRB-,the,Joker,-RRB-,"","",Gary,Oldman,-LRB-,James,Gordon,-RRB-,"","",Aaron,Eckhart,-LRB-,Harvey,Dent,-RRB-,"","",Maggie,Gyllenhaal,-LRB-,Rachel,Dawes,-RRB-,and,Morgan,Freeman,-LRB-,Lucius,Fox,-RRB-,.}",5,2,36,2,2,"{NGRAM_1_[-lrb-],NGRAM_1_[Michael],""NGRAM_2_[, Michael]"",""NGRAM_2_[-rrb- ,]"",NGRAM_1_[-rrb-],NGRAM_1_[the]}","{1.27618,0.481375,0.439504,0.427497,0.368273,0.356483}"
70775@38_47-70775@38_26,70775@38,Bea McCready-Remy Bressant,,1,"{WITH,:,Casey,Affleck,-LRB-,Patrick,Kenzie,-RRB-,"","",Michelle,Monaghan,-LRB-,Angie,Gennaro,-RRB-,"","",Morgan,Freeman,-LRB-,Jack,Doyle,-RRB-,"","",Ed,Harris,-LRB-,Remy,Bressant,-RRB-,"","",John,Ashton,-LRB-,Nick,Poole,-RRB-,"","",Amy,Ryan,-LRB-,Helene,McCready,-RRB-,"","",Amy,Madigan,-LRB-,Bea,McCready,-RRB-,"","",Titus,Welliver,-LRB-,Lionel,McCready,-RRB-,"","",Madeline,O'Brien,-LRB-,Amanda,McCready,-RRB-,"","",Michael,Kenneth,Williams,-LRB-,Devin,-RRB-,"","",Jill,Quigg,-LRB-,Dottie,-RRB-,and,Slaine,-LRB-,Bubba,-RRB-,.}",47,2,26,2,2,"{INV_LENGTHS_[12_13],""INV_NGRAM_1_[,]"",""INV_NER_L_1_R_2_[O]_[O O]"",INV_NGRAM_1_[John],""INV_NER_L_2_R_1_[PERSON O]_[O]"",INV_NGRAM_1_[-lrb-]}","{1.15611,-0.683653,-0.647165,-0.632412,-0.471823,0.445222}"
82383@26_29-82383@26_35,82383@26,Richard Gilliland-Bill Richardson,,0.92,"{Former,Sen.,John,Edwards,of,North,Carolina,-,Don,Henley,"","",Larry,David,"","",Seth,Green,"","",Gary,Cole,"","",Hank,Azaria,"","",James,Denton,"","",Jean,Smart,"","",Richard,Gilliland,"","",Tony,Shalhoub,Gov.,Bill,Richardson,of,New,Mexico,-,Rob,Reiner,"","",Randy,Travis,"","",Al,Unser,"","",Barry,Switzer,"","",Val,Kilmer,"","",Jimmy,Smits,Sen.,Chris,Dodd,of,Connecticut,-,Steve,Martin,"","",Paul,Newman,"","",Lorne,Michaels,"","",Paul,Simon,"","",Elisabeth,Shue,"","",Michael,Douglas,.}",29,2,35,2,2,"{""NER_L_3_R_1_[PERSON PERSON O]_[O]"",""NER_L_1_R_3_[O]_[O LOCATION LOCATION]"",NGRAM_1_[Gov.],""LEMMA_L_1_R_1_[,]_[of]"",LENGTHS_[17_15],STARTS_WITH_CAPITAL_[True_True]}","{0.682827,0.421757,0.353581,0.328023,0.295117,0.28568}"
82383@25_82-82383@25_73,82383@25,Barack Obama-Alex Baldwin,,0.994,"{Here,are,some,of,the,Republican,and,Democratic,presidential,candidates,and,some,of,the,celebrities,who,have,endorsed,them,or,donated,to,their,campaigns,:,DEMOCRATS,:,Sen.,Hillary,Clinton,of,New,York,-,Barbra,Streisand,"","",Hugh,Hefner,"","",John,Grisham,"","",Jerry,Springer,"","",Chevy,Chase,"","",Rosie,O'Donnell,"","",Candice,Bergen,"","",Christie,Brinkley,"","",Barry,Manilow,"","",Mary,Steenburgen,"","",Marlo,Thomas,"","",Sharon,Lawrence,"","",Bette,Midler,"","",Alex,Baldwin,"","",Martha,Stewart,"","",Merle,Haggard,Sen.,Barack,Obama,of,Illinois,-,Oprah,Winfrey,"","",Tom,Hanks,"","",Halle,Barry,"","",Jennifer,Anniston,"","",Morgan,Freeman,"","",Ben,Stiller,"","",Tobey,Macguire,"","",Edward,Norton,"","",Eddie,Murphy,"","",Gene,Wilder,"","",Branford,Marsalis,"","",Dennis,Haysbert,"","",John,Cleese,"","",Louis,Gossett,"","",Cindy,Crawford,"","",Kenny,Alphin,.}",82,2,73,2,2,"{INV_NGRAM_1_[Sen.],INV_LENGTHS_[12_12],""INV_NGRAM_1_[,]"",""INV_NER_L_2_R_1_[PERSON O]_[O]"",""INV_NER_L_1_R_2_[O]_[O LOCATION]"",INV_NER_L_1_R_1_[O]_[O]}","{1.09152,0.888711,-0.683653,-0.471823,-0.450733,0.326221}"
87691@3_25-87691@3_13,87691@3,Fred Jr.-Fred Thompson,,0.95,"{On,a,weekend,bus,tour,through,farm,towns,east,of,Des,Moines,"","",Fred,Thompson,traveled,with,his,wife,"","",Jeri,"","",eldest,son,"","",Fred,Jr.,"","",daughter-in-law,"","",and,two,grandchildren,"","",all,of,whom,were,introduced,at,a,stop,in,a,bowling,alley,in,Montezuma,.}",25,2,13,2,2,"{INV_NGRAM_1_[wife],INV_NGRAM_1_[son],INV_NGRAM_1_[he],""INV_NGRAM_1_[,]"",""INV_NER_L_1_R_2_[O]_[O O]"",""INV_NER_L_2_R_1_[LOCATION O]_[O]""}","{1.3988,-1.03688,0.905162,-0.683653,-0.647165,0.600033}"
132171@40_16-132171@40_43,132171@40,Michelle Obama-Barack Obama,t,1,"{Today,at,the,convention,Today,'s,theme,:,``,One,Nation,'',Headline,prime-time,speaker,:,Michelle,Obama,Other,speakers,:,House,Speaker,Nancy,Pelosi,;,former,President,Carter,;,Missouri,Sen.,Claire,McCaskill,;,Minnesota,Sen.,Amy,Klobuchar,;,Maya,Soetoro-Ng,"","",Barack,Obama,'s,half-sister,;,Craig,Robinson,"","",Michelle,Obama,'s,older,brother,;,Jerry,Kellman,"","",Barack,Obama,'s,mentor,and,friend,;,Illinois,Rep.,Jesse,Jackson,Jr.,;,former,Indiana,Rep.,Lee,Hamilton,;,Tom,Balanoff,"","",president,of,the,Service,Employees,International,Union,Illinois,State,Council,;,Nancy,Keenan,"","",president,of,NARAL,Pro-Choice,America,;,Reg,Weaver,"","",president,of,the,National,Education,Association,;,Randi,Weingarten,"","",president,of,the,American,Federation,of,Teachers,Special,event,:,Tribute,to,Sen.,Edward,M.,Kennedy}",16,2,43,2,2,"{LENGTHS_[14_12],NGRAM_1_[:],""NGRAM_2_[former President]"",NGRAM_1_[;],LEMMA_L_1_R_1_[:]_['s],""NER_L_2_R_2_[O O]_[O O]""}","{2.70827,-1.13159,1.09389,-1.01325,0.975422,-0.889613}"
12152@34_30-12152@34_27,12152@34,Ruby Dee-Ossie Davis,t,1,"{His,``,Our,Endangered,Values,:,America,'s,Moral,Crisis,'',-LRB-,Simon,&,amp,;,Schuster,Audio,-RRB-,tied,in,the,best,spoken,word,category,with,Ossie,Davis,and,Ruby,Dee,'s,``,With,Ossie,and,Ruby,:,In,This,Life,Together,'',-LRB-,Time,Warner,-RRB-,.}",30,2,27,2,2,"{INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],""INV_NER_L_2_R_2_[O O]_[O O]"",INV_POS_SEQ_[CC],""INV_NER_L_3_R_3_[O O O]_[O O O]"",""INV_NER_L_1_R_2_[O]_[O O]""}","{1.30862,1.30862,-1.13902,0.788145,0.749234,-0.647165}"
16149@12_8-16149@12_14,16149@12,Denise Rich-Hillary Clinton,,0.934,"{Rich,was,pardoned,after,his,former,wife,"","",Denise,Rich,"","",contributed,heavily,to,Hillary,Clinton,'s,Senate,campaign,.}",8,2,14,2,2,"{LENGTHS_[11_15],""NER_SEQ_[O O O O]"",""LEMMA_L_1_R_1_[,]_['s]"",""NER_L_3_R_1_[O O O]_[O]"",STARTS_WITH_CAPITAL_[True_True],""NER_L_2_R_1_[O O]_[O]""}","{1.54214,0.59734,-0.346926,0.315698,0.28568,-0.231827}"
