relation_id,sentence_id,description,is_true,expectation,words,p1_start,p1_length,p2_start,p2_length,p2_length,features,weights
APW_ENG_20080210.0908.LDC2009T13_170_7-APW_ENG_20080210.0908.LDC2009T13_170_16,APW_ENG_20080210.0908.LDC2009T13_170,Jimmy Kimmel-Tameka,,0.912,"{Other,couples,included,comedians,Sarah,Silverman,and,Jimmy,Kimmel,"","",and,Usher,and,his,wife,"","",Tameka,"","",who,recently,gave,birth,to,the,couple,'s,first,child,"","",a,son,.}",7,2,16,1,1,"{word_between=wife,num_words_between=7,""word_between=,"",word_between=Usher,word_between=and,word_between=his}","{4.08982,-1.67476,-1.47517,0.718312,0.569635,0.210459}"
93111@28_0-93111@28_16,93111@28,Clinton-Obama,,0.97,"{Clinton,said,she,had,no,memory,of,posing,with,Rezko,"","",once,a,major,fundraiser,for,Obama,.}",0,1,16,1,1,"{word_between=posing,num_words_between=15,""word_between=,"",word_between=fundraiser,word_between=no,word_between=she}","{2.44554,-2.17732,-1.47517,1.47503,1.12725,1.02996}"
eng-WL-11-174594-12963277_33_0-eng-WL-11-174594-12963277_33_20,eng-WL-11-174594-12963277_33,Eli-Abby McGrew,,0.988,"{Eli,made,his,fiancé,wishes,come,true,...,Eli,Manning,said,',I,do,',to,his,college,sweetheart,"","",Abby,McGrew,"","",in,a,sunset,ceremony,on,the,beach,in,front,of,the,Sea,of,Cortez,Saturday,.}",0,1,20,2,2,"{word_between=sweetheart,word_between=fiancé,word_between=true,num_words_between=19,""word_between=,"",word_between=come}","{3.15979,3.0209,1.74339,-1.62109,-1.47517,-1.4545}"
APW_ENG_20081121.1229.LDC2009T13_22_0-APW_ENG_20081121.1229.LDC2009T13_22_20,APW_ENG_20081121.1229.LDC2009T13_22,Kelly Bush-Jennifer Meyer,,0.968,"{Kelly,Bush,"","",publicist,for,``,Spider-Man,'',star,Tobey,Maguire,"","",says,the,33-year-old,actor,and,his,wife,"","",Jennifer,Meyer,"","",are,expecting,their,second,child,in,the,spring,.}",0,2,20,2,2,"{word_between=wife,num_words_between=18,""word_between=,"",word_between=says,word_between=star,word_between=and}","{4.08982,-2.45723,-1.47517,1.11979,0.906352,0.569635}"
eng-WL-110-174612-12993117_41_25-eng-WL-110-174612-12993117_41_68,eng-WL-110-174612-12993117_41,Solange-Marc Anthony,,0.99,"{The,hitmaker,is,also,heavily,involved,on,the,next,albums,by,Eve,-LRB-,Interscope,Records,-RRB-,"","",Mariah,Carey,-LRB-,Def,Jam,Records,-RRB-,"","",Solange,-LRB-,Sony,Music,-RRB-,"","",Chris,Brown,-LRB-,Jive,Records,-RRB-,"","",Usher,-LRB-,LA,Face,Records,-RRB-,"","",Mary,J.,Blige,-LRB-,Geffen,Records,-RRB-,"","",Britney,Spears,-LRB-,Jive,Records,-RRB-,"","",Jennifer,Lopez,-LRB-,Sony,Music,-RRB-,&,hubby,Marc,Anthony,-LRB-,Sony,Music,-RRB-,.}",25,1,68,2,2,"{word_between=hubby,word_between=Blige,word_between=Mary,word_between=Spears,word_between=LA,word_between=Chris}","{4.37941,3.6373,-2.82011,-2.23667,1.80883,-1.62967}"
132638@7_22-132638@7_46,132638@7,Michelle Obama-McCain,,0.986,"{And,just,like,on,Monday,night,"","",when,an,emotional,appearance,by,Sen.,Edward,M.,Kennedy,of,Massachusetts,and,a,speech,by,Michelle,Obama,dominated,the,coverage,"","",the,roster,of,speakers,seeking,to,promote,Barack,Obama,as,the,answer,to,American,'s,economic,ills,and,McCain,as,worse,than,a,third,Bush,term,was,barely,seen,on,television,.}",22,2,46,1,1,"{word_between=Barack,word_between=answer,word_between=seeking,num_words_between=22,""word_between=,"",word_between=speakers}","{3.54744,-2.81722,2.7833,-2.20637,-1.47517,1.47453}"
107031@16_4-107031@16_54,107031@16,Rita Cosby-Larry David,,1,"{Ullman,does,Zellweger,and,Rita,Cosby,"","",but,she,also,has,less,familiar,targets,"","",like,Huffington,"","",a,Greek-born,former,Republican,muse,and,hostess,in,Washington,who,is,now,a,Los,Angeles,liberal,and,co-founder,of,The,Huffington,Post,-LRB-,huffingtonpost.com,-RRB-,"","",and,Laurie,David,"","",the,estranged,wife,of,the,comedian,Larry,David,and,a,prominent,and,quite,ferocious,environmentalist,and,fundraiser,in,Hollywood,.}",4,2,54,2,2,"{word_between=wife,word_between=estranged,word_between=Washington,word_between=Laurie,""word_between=,"",word_between=co-founder}","{4.08982,1.85611,1.6252,-1.48746,-1.47517,1.33546}"
AFP_ENG_20070907.0616.LDC2009T13_278_32-AFP_ENG_20070907.0616.LDC2009T13_278_37,AFP_ENG_20070907.0616.LDC2009T13_278,Susilo Bambang Yudhoyono-Ani Bambang Yudhoyono,,0.928,"{The,spouses,confirmed,as,taking,part,include,Canadian,Prime,Minister,Stephen,Harper,'s,wife,Laureen,Harper,;,Selina,Tsang,"","",the,wife,of,Hong,Kong,chief,executive,Donald,Tsang,;,Indonesian,President,Susilo,Bambang,Yudhoyono,'s,wife,Ani,Bambang,Yudhoyono,and,Japanese,Prime,Minister,Shinzo,Abe,'s,wife,Akie,Abe,.}",32,3,37,3,3,"{word_between=wife,num_words_between=2,potential_last_name_match,word_between='s}","{4.08982,-0.763235,-0.521727,-0.0232354}"
AFP_ENG_20080505.0074.LDC2009T13_6_3-AFP_ENG_20080505.0074.LDC2009T13_6_60,AFP_ENG_20080505.0074.LDC2009T13_6,Scarlett Johansson-Marcel Pariseau,,0.988,"{Hollywood,screen,beauty,Scarlett,Johansson,is,to,marry,Canadian,boyfriend,Ryan,Reynolds,after,a,year-long,relationship,"","",a,spokesman,for,the,actress,confirmed,on,Monday.Johansson,"","",23,"","",the,star,of,``,The,Nanny,Diaries,"","",'',``,Lost,In,Translation,'',and,``,Match,Point,"","",'',was,said,to,be,``,thrilled,'',at,the,engagement,"","",representative,Marcel,Pariseau,said,in,a,email,to,AFP,.}",3,2,60,2,2,"{word_between=boyfriend,word_between=Reynolds,word_between=23,""word_between=,"",word_between=marry,word_between=engagement}","{2.87189,-2.4115,1.65856,-1.47517,1.43997,1.37772}"
APW_ENG_20071219.0068.LDC2009T13_187_40-APW_ENG_20071219.0068.LDC2009T13_187_6,APW_ENG_20071219.0068.LDC2009T13_187,Garrett Warren-Perry,,0.998,"{The,suit,claimed,that,Pesci,hired,Perry,``,to,perform,private,investigative,"","",bodyguard,"","",security,and,property,surveillance,services,'',after,Pesci,'s,former,wife,"","",Claudia,Haro,"","",was,accused,of,hiring,someone,to,shoot,her,then-husband,"","",Garrett,Warren,.}",40,2,6,1,1,"{word_between=wife,word_between=then-husband,""word_between=,"",word_between=services,word_between=hiring,num_words_between=33}","{4.08982,3.0506,-1.47517,-1.36267,1.15859,-1.08119}"
71720@4_20-71720@4_24,71720@4,Boyd-Clapton,,0.91,"{Although,the,basic,facts,of,the,coupling,of,guitar,god,Eric,Clapton,and,former,model,Pattie,Boyd,are,well-known,-,Boyd,was,married,to,Clapton,'s,good,friend,George,Harrison,"","",but,Clapton,pursued,and,eventually,got,her,"","",only,to,have,it,fall,apart,-,the,details,are,teased,out,in,the,pair,'s,new,autobiographies,.}",20,1,24,1,1,"{word_between=married,num_words_between=3,word_between=was,word_between=to}","{3.2971,-0.912485,-0.178268,0.0197416}"
AFP_ENG_20070811.0197.LDC2009T13_192_31-AFP_ENG_20070811.0197.LDC2009T13_192_26,AFP_ENG_20070811.0197.LDC2009T13_192,Columba-Jeb Bush,,0.984,"{At,the,lunch,with,the,Sarkozys,will,be,Bush,'s,wife,Laura,"","",former,president,George,H.W.,and,Barbara,Bush,;,Bush,'s,brother,Florida,Governor,Jeb,Bush,and,his,wife,Columba,;,Bush,'s,sister,Doro,Koch,;,and,his,daughters,Jenna,and,Barbara,.}",31,1,26,2,2,"{word_between=wife,num_words_between=3,word_between=and,word_between=his}","{4.08982,-0.912485,0.569635,0.210459}"
APW_ENG_20070910.0625.LDC2009T13_204_0-APW_ENG_20070910.0625.LDC2009T13_204_4,APW_ENG_20070910.0625.LDC2009T13_204,Janet Jackson-Jermaine Dupri,t,0.972,"{Janet,Jackson,and,beau,Jermaine,Dupri,partied,at,Tao,"","",along,with,T.I.,"","",Nelly,and,Travis,Barker,.}",0,2,4,2,2,"{word_between=beau,num_words_between=2,word_between=and}","{3.15591,-0.763235,0.569635}"
71720@32_25-71720@32_15,71720@32,Mick Jagger-Boyd,,0.996,"{According,to,Clapton,himself,"","",he,also,had,many,"","",many,dalliances,while,married,to,Boyd,and,was,stripped,of,an,Italian,model,girlfriend,by,Mick,Jagger,.}",25,2,15,1,1,"{word_between=girlfriend,word_between=model,num_words_between=9,word_between=and,word_between=Italian,word_between=by}","{2.94728,2.14496,-1.56693,0.569635,0.401853,-0.381849}"
8800@18_11-8800@18_0,8800@18,Jehuda Reinharz-Shulamit Reinharz,,0.912,"{Shulamit,Reinharz,"","",a,sociologist,who,is,also,the,wife,of,Jehuda,Reinharz,"","",the,president,of,Brandeis,University,"","",wrote,in,a,column,for,The,Jewish,Advocate,in,Boston,:,``,Most,would,say,that,they,are,simply,anti-Zionists,"","",not,anti-Semites,.}",11,2,0,2,2,"{word_between=wife,num_words_between=9,""word_between=,"",word_between=who,potential_last_name_match,word_between=is}","{4.08982,-1.56693,-1.47517,0.783272,-0.521727,0.466107}"
eng-NG-31-147907-10553670_769_36-eng-NG-31-147907-10553670_769_25,eng-NG-31-147907-10553670_769,Shaunie O'Neal-Shaq,,1,"{Athlete,:,Shaquille,O'Neal,Position,:,Miami,Heat,center,Drama,:,Shady,business,The,Dish,:,After,five,years,of,marriage,and,four,children,"","",Shaq,filed,for,divorce,in,September,with,allegations,that,his,wife,Shaunie,O'Neal,had,been,``,secretive,'',about,her,money,and,that,she,may,have,used,marital,funds,without,telling,him,.}",36,2,25,1,1,"{word_between=wife,word_between=divorce,word_between=allegations,num_words_between=10,word_between=filed,word_between=with}","{4.08982,2.49205,2.42513,-2.3642,1.96409,0.746872}"
eng-WL-11-174588-12938548_3089_2-eng-WL-11-174588-12938548_3089_31,eng-WL-11-174588-12938548_3089,Witherspoon-Abbie Cornish,,0.978,"{Ironically,"","",Witherspoon,'s,ex-hubby,Ryan,Phillippe,might,beat,her,down,the,aisle,--,to,tie,the,knot,with,the,woman,largely,considered,responsible,for,splitting,up,the,Witherspoon-Phillippe,marriage,:,Abbie,Cornish,.}",2,1,31,2,2,"{word_between=ex-hubby,word_between=knot,num_words_between=28,word_between=marriage,word_between=aisle,word_between=beat}","{3.09509,3.05827,-2.99701,2.39408,-1.73526,-1.64609}"
NYT_ENG_20080417.0215.LDC2009T13_1397_15-NYT_ENG_20080417.0215.LDC2009T13_1397_44,NYT_ENG_20080417.0215.LDC2009T13_1397,Daryl Roth-Rick Steiner\/Mayerson-Bell-Staton,,0.91,"{Presented,by,Jujamcyn,Theaters,"","",Jordan,Roth,"","",Harvey,""Entertainment\\/Ron"",Fierstein,"","",Richie,Jackson,"","",Daryl,Roth,"","",John,O'Boyle,""\\/"",Ricky,Stevens,""\\/"",Davis-Tolentino,and,Barbra,""Russell\\/Ron"",Sharpe,"","",in,association,with,Frankel-Baruch-Viertel-Routh,Group,"","",Broadway,Across,America,"","",True,Love,Productions,"","",Rick,""Steiner\\/Mayerson-Bell-Staton"",-,Osher,Group,and,Jan,Kallish,.}",15,2,44,2,2,"{num_words_between=27,""word_between=\\/"",word_between=association,word_between=Group,word_between=Broadway,""word_between=,""}","{-3.02402,2.39776,2.11816,1.7266,1.69637,-1.47517}"
133179@4_22-133179@4_41,133179@4,McCain-Barack Obama,,0.972,"{In,choosing,Palin,--,a,44-year-old,conservative,and,mother,of,five,who,has,been,governor,for,less,than,two,years,--,the,McCain,campaign,reached,far,outside,the,Washington,Beltway,in,an,election,in,which,the,Democratic,presidential,nominee,"","",Sen.,Barack,Obama,"","",is,running,on,a,platform,of,change,.}",22,1,41,2,2,"{word_between=election,num_words_between=18,word_between=reached,word_between=Washington,""word_between=,"",word_between=Democratic}","{3.86405,-2.45723,-1.96566,1.6252,-1.47517,0.926022}"
14698@1_29-14698@1_13,14698@1,Agatha-Ned,,0.936,"{After,a,series,of,coincidences,set,in,motion,by,a,burly,dog,named,Ned,"","",Walter,Sparrow,"","",an,animal-control,worker,"","",is,late,to,meet,his,wife,"","",Agatha,.}",29,1,13,1,1,"{word_between=wife,num_words_between=15,""word_between=,"",word_between=Sparrow,word_between=meet,word_between=late}","{4.08982,-2.17732,-1.47517,1.19165,0.595427,0.478941}"
NYT_ENG_20070602.0029.LDC2009T13_535_4-NYT_ENG_20070602.0029.LDC2009T13_535_19,NYT_ENG_20070602.0029.LDC2009T13_535,Seawell-Charles Lowe,,0.992,"{For,many,years,"","",Seawell,shared,his,home,with,the,actress,Carol,Channing,and,her,husband,and,manager,"","",Charles,Lowe,.}",4,1,19,2,2,"{word_between=husband,num_words_between=14,word_between=Channing,word_between=manager,word_between=Carol,""word_between=,""}","{3.84079,-2.22992,2.18051,1.70315,-1.53883,-1.47517}"
APW_ENG_20080702.0844.LDC2009T13_119_2-APW_ENG_20080702.0844.LDC2009T13_119_8,APW_ENG_20080702.0844.LDC2009T13_119,Angelina Jolie-Brad Pitt,t,0.908,"{``,Mrs.,Angelina,Jolie,and,her,husband,"","",Brad,Pitt,"","",told,me,to,tell,you,that,she,is,doing,absolutely,fine,"","",'',said,the,doctor,"","",apparently,unaware,that,the,stars,are,not,married,.}",2,2,8,2,2,"{word_between=husband,""word_between=,"",num_words_between=4,word_between=her,word_between=and}","{3.84079,-1.47517,-1.28719,0.632033,0.569635}"
37390@32_22-37390@32_26,37390@32,Clinton-Gupta,,0.92,"{One,showed,him,with,Mr.,Clinton,on,a,golf,course,"","",arms,draped,around,each,other,and,smiling,;,another,showed,Mrs.,Clinton,posing,with,the,Gupta,family,in,Aspen,.}",22,1,26,1,1,"{word_between=posing,num_words_between=3,word_between=with,word_between=the}","{2.44554,-0.912485,0.746872,0.392294}"
96134@31_11-96134@31_39,96134@31,Sheryl Crow-Lance Armstrong,,1,"{--,ALEXIS,LARSEN,"","",Dayton,Daily,News,ALSO,OUT,""\\"",u2009,Sheryl,Crow,returns,with,``,Detours,"","",'',which,is,her,first,album,of,new,songs,since,a,battle,with,breast,cancer,and,her,break-up,with,cycling,champion,Lance,Armstrong,.}",11,2,39,2,2,"{word_between=battle,num_words_between=26,word_between=cancer,word_between=break-up,word_between=album,""word_between=,""}","{2.09144,-1.85567,1.70064,1.54668,1.49542,-1.47517}"
eng-NG-31-147907-10553748_65_25-eng-NG-31-147907-10553748_65_3,eng-NG-31-147907-10553748_65,Hillary Rodham Clinton-Bill Clinton,t,1,"{But,here,was,Bill,Clinton,in,southwest,Wyoming,"","",two,days,before,Saturday,'s,Democratic,caucuses,"","",telling,about,""1,000"",people,how,his,wife,"","",Hillary,Rodham,Clinton,"","",would,establish,10,clean-coal,technology,projects,if,elected,president,in,November,.}",25,3,3,2,2,"{word_between=wife,num_words_between=20,word_between=telling,word_between=caucuses,""word_between=,"",word_between=days}","{4.08982,-2.15629,1.81801,1.47937,-1.47517,1.11584}"
7968@32_31-7968@32_11,7968@32,Jenn Rivell-Rothstein,,1,"{But,two,years,ago,"","",they,found,themselves,available,again,after,Rothstein,parted,ways,with,her,boyfriend,and,Margera,endured,a,particularly,nasty,split,from,his,former,fiancee,"","",the,actress,Jenn,Rivell,"","",against,whom,Margera,would,later,seek,an,order,of,protection,.}",31,2,11,1,1,"{word_between=particularly,word_between=fiancee,word_between=boyfriend,word_between=split,word_between=endured,word_between=nasty}","{-3.33179,2.90647,2.87189,2.54001,-2.24605,1.71219}"
AFP_ENG_20070806.0421.LDC2009T13_10_14-AFP_ENG_20070806.0421.LDC2009T13_10_2,AFP_ENG_20070806.0421.LDC2009T13_10,Ye Li-Yao Ming,t,0.988,"{NBA,champion,Yao,Ming,was,to,marry,his,long-time,girlfriend,and,fellow,basketball,champion,Ye,Li,on,Monday,in,an,upmarket,ceremony,in,Shanghai,"","",state,press,reported,.}",14,2,2,2,2,"{word_between=girlfriend,num_words_between=10,word_between=marry,word_between=basketball,word_between=long-time,word_between=and}","{2.94728,-2.3642,1.43997,1.07264,0.822887,0.569635}"
58566@30_0-58566@30_17,58566@30,Boyd-Harrison,,0.938,"{Boyd,also,says,that,Clapton,told,her,he,would,begin,using,heroin,if,she,would,n't,leave,Harrison,for,him,"","",and,that,he,made,good,on,that,threat,.}",0,1,17,1,1,"{num_words_between=16,word_between=says,word_between=she,word_between=would,word_between=if,word_between=n't}","{-2.20114,1.11979,1.02996,-0.947346,0.883874,0.80679}"
103534@49_0-103534@49_19,103534@49,Effi Barry-Marion Barry,,1,"{Effi,Barry,sat,through,every,day,of,the,1990,trial,of,her,husband,"","",former,Washington,D.C.,"","",mayor,Marion,Barry,"","",who,was,caught,on,tape,buying,crack,and,seeking,sex,from,an,FBI,informer,.}",0,2,19,2,2,"{word_between=husband,word_between=1990,num_words_between=17,word_between=Washington,""word_between=,"",word_between=day}","{3.84079,3.54808,-2.1044,1.6252,-1.47517,-0.708531}"
APW_ENG_20080115.0570.LDC2009T13_17_27-APW_ENG_20080115.0570.LDC2009T13_17_16,APW_ENG_20080115.0570.LDC2009T13_17,Hillary Rodham Clinton-Audrey Quantano,,0.988,"{Standing,in,front,of,the,Harlem,office,building,where,Bill,Clinton,has,his,post-presidential,office,"","",Audrey,Quantano,said,she,has,supported,the,former,president,and,Senator,Hillary,Rodham,Clinton,``,for,a,very,long,time,.,''}",27,3,16,2,2,"{word_between=supported,num_words_between=9,word_between=she,word_between=has,word_between=Senator,word_between=and}","{2.97234,-1.56693,1.02996,0.913749,0.838825,0.569635}"
NYT_ENG_20080305.0146.LDC2009T13_66_22-NYT_ENG_20080305.0146.LDC2009T13_66_5,NYT_ENG_20080305.0146.LDC2009T13_66,Penny Peyser-Doug McIntyre,t,0.93,"{It,was,a,fact,that,Doug,McIntyre,"","",the,morning,talk-radio,host,on,KABC,790,AM,"","",and,his,wife,"","",actress,Penny,Peyser,"","",wanted,to,do,something,about,.}",22,2,5,2,2,"{word_between=wife,word_between=host,num_words_between=15,""word_between=,"",word_between=actress,word_between=790}","{4.08982,-2.4032,-2.17732,-1.47517,1.32616,0.583534}"
AFP_ENG_20070919.0733.LDC2009T13_9_4-AFP_ENG_20070919.0733.LDC2009T13_9_26,AFP_ENG_20070919.0733.LDC2009T13_9,Britney Spears-Kevin Federline,t,1,"{A,judge,has,ordered,Britney,Spears,to,undergo,random,drug,testing,in,the,latest,twist,to,the,fallen,pop,singer,'s,bitter,custody,battle,with,ex-husband,Kevin,Federline,"","",court,documents,showed,Tuesday,.}",4,2,26,2,2,"{word_between=ex-husband,num_words_between=20,word_between=custody,word_between=battle,word_between=fallen,word_between=with}","{3.52661,-2.15629,2.11943,2.09144,0.815338,0.746872}"
APW_ENG_20070104.1212.LDC2009T13_483_17-APW_ENG_20070104.1212.LDC2009T13_483_11,APW_ENG_20070104.1212.LDC2009T13_483,Hillary Rodham Clinton-Chelsea,,0.918,"{In,the,gallery,overhead,"","",former,President,Bill,Clinton,and,daughter,Chelsea,applauded,and,waved,to,Sen.,Hillary,Rodham,Clinton,"","",who,was,sworn,in,for,a,second,term,.}",17,3,11,1,1,"{num_words_between=5,word_between=waved,word_between=applauded,word_between=Sen.,word_between=and,word_between=to}","{-1.34845,1.26773,1.26773,0.772461,0.569635,0.0197416}"
