person1_id,person2_id,sentence_id,description,is_true,relation_id,id
APW_ENG_20070206.1719.LDC2009T13_21_0,APW_ENG_20070206.1719.LDC2009T13_21_17,APW_ENG_20070206.1719.LDC2009T13_21,Christina Aguilera-Jordan Bratman,t,APW_ENG_20070206.1719.LDC2009T13_21_0-APW_ENG_20070206.1719.LDC2009T13_21_17,48137
APW_ENG_20070206.1181.LDC2009T13_52_46,APW_ENG_20070206.1181.LDC2009T13_52_31,APW_ENG_20070206.1181.LDC2009T13_52,William Oefelein-Colleen Shipman,t,APW_ENG_20070206.1181.LDC2009T13_52_46-APW_ENG_20070206.1181.LDC2009T13_52_31,140921
APW_ENG_20070928.0880.LDC2009T13_18_22,APW_ENG_20070928.0880.LDC2009T13_18_25,APW_ENG_20070928.0880.LDC2009T13_18,Hans Arp-Sophie Taeuber-Arp,t,APW_ENG_20070928.0880.LDC2009T13_18_22-APW_ENG_20070928.0880.LDC2009T13_18_25,207024
eng-NG-31-147907-10553560_58_3,eng-NG-31-147907-10553560_58_34,eng-NG-31-147907-10553560_58,Bob Marley-Rita Marley,t,eng-NG-31-147907-10553560_58_3-eng-NG-31-147907-10553560_58_34,122639
APW_ENG_20071002.0041.LDC2009T13_63_5,APW_ENG_20071002.0041.LDC2009T13_63_0,APW_ENG_20071002.0041.LDC2009T13_63,Kwon Yang-sook-Roh Moo-hyun,t,APW_ENG_20071002.0041.LDC2009T13_63_5-APW_ENG_20071002.0041.LDC2009T13_63_0,263033
eng-WL-11-174572-12946559_15_10,eng-WL-11-174572-12946559_15_16,eng-WL-11-174572-12946559_15,Spencer Pratt-Heidi Montag,t,eng-WL-11-174572-12946559_15_10-eng-WL-11-174572-12946559_15_16,228097
AFP_ENG_20071214.0247.LDC2009T13_7_1,AFP_ENG_20071214.0247.LDC2009T13_7_7,AFP_ENG_20071214.0247.LDC2009T13_7,Greg Norman-Chris Evert,t,AFP_ENG_20071214.0247.LDC2009T13_7_1-AFP_ENG_20071214.0247.LDC2009T13_7_7,204646
NYT_ENG_20080507.0191.LDC2009T13_50_15,NYT_ENG_20080507.0191.LDC2009T13_50_2,NYT_ENG_20080507.0191.LDC2009T13_50,Bill Clinton-Hillary Rodham Clinton,t,NYT_ENG_20080507.0191.LDC2009T13_50_15-NYT_ENG_20080507.0191.LDC2009T13_50_2,56486
LTW_ENG_20070811.0068.LDC2009T13_801_26,LTW_ENG_20070811.0068.LDC2009T13_801_21,LTW_ENG_20070811.0068.LDC2009T13_801,Abraham-Sarah,t,LTW_ENG_20070811.0068.LDC2009T13_801_26-LTW_ENG_20070811.0068.LDC2009T13_801_21,231594
AFP_ENG_20080502.0378.LDC2009T13_452_0,AFP_ENG_20080502.0378.LDC2009T13_452_27,AFP_ENG_20080502.0378.LDC2009T13_452,Aung San Suu Kyi-Michael Aris,t,AFP_ENG_20080502.0378.LDC2009T13_452_0-AFP_ENG_20080502.0378.LDC2009T13_452_27,44401
NYT_ENG_20080814.0008.LDC2009T13_111_16,NYT_ENG_20080814.0008.LDC2009T13_111_0,NYT_ENG_20080814.0008.LDC2009T13_111,Hulk Hogan-Linda Bollea,t,NYT_ENG_20080814.0008.LDC2009T13_111_16-NYT_ENG_20080814.0008.LDC2009T13_111_0,58569
eng-WL-107-174567-12931891_0_0,eng-WL-107-174567-12931891_0_2,eng-WL-107-174567-12931891_0,Rihanna-Chris Brown,t,eng-WL-107-174567-12931891_0_0-eng-WL-107-174567-12931891_0_2,187270
LTW_ENG_20070428.0110.LDC2009T13_954_17,LTW_ENG_20070428.0110.LDC2009T13_954_14,LTW_ENG_20070428.0110.LDC2009T13_954,Cameron Diaz-Justin Timberlake,t,LTW_ENG_20070428.0110.LDC2009T13_954_17-LTW_ENG_20070428.0110.LDC2009T13_954_14,214073
132455@28_8,132455@28_0,132455@28,John McCain-Cindy McCain,t,132455@28_8-132455@28_0,156644
eng-WL-11-174574-12937964_598_17,eng-WL-11-174574-12937964_598_8,eng-WL-11-174574-12937964_598,Chris Brown-Rihanna,t,eng-WL-11-174574-12937964_598_17-eng-WL-11-174574-12937964_598_8,285957
eng-WL-11-174595-12968087_720_7,eng-WL-11-174595-12968087_720_10,eng-WL-11-174595-12968087_720,Nick Lachey-Vanessa Minnillo,t,eng-WL-11-174595-12968087_720_7-eng-WL-11-174595-12968087_720_10,57375
APW_ENG_20080806.0824.LDC2009T13_189_30,APW_ENG_20080806.0824.LDC2009T13_189_8,APW_ENG_20080806.0824.LDC2009T13_189,Kiya-Akhenaten,t,APW_ENG_20080806.0824.LDC2009T13_189_30-APW_ENG_20080806.0824.LDC2009T13_189_8,247415
AFP_ENG_20081016.0320.LDC2009T13_9_10,AFP_ENG_20081016.0320.LDC2009T13_9_0,AFP_ENG_20081016.0320.LDC2009T13_9,Madonna-Guy Ritchie,t,AFP_ENG_20081016.0320.LDC2009T13_9_10-AFP_ENG_20081016.0320.LDC2009T13_9_0,162777
LTW_ENG_20071120.0019.LDC2009T13_1248_7,LTW_ENG_20071120.0019.LDC2009T13_1248_29,LTW_ENG_20071120.0019.LDC2009T13_1248,Carla Katz-Jon Corzine,t,LTW_ENG_20071120.0019.LDC2009T13_1248_7-LTW_ENG_20071120.0019.LDC2009T13_1248_29,131399
eng-WL-11-174592-12942295_105_0,eng-WL-11-174592-12942295_105_4,eng-WL-11-174592-12942295_105,Eric Dane-Rebecca Gayheart,t,eng-WL-11-174592-12942295_105_0-eng-WL-11-174592-12942295_105_4,35832
eng-WL-11-174595-12967526_823_6,eng-WL-11-174595-12967526_823_15,eng-WL-11-174595-12967526_823,Colin Farrell-Kim Bordenave,t,eng-WL-11-174595-12967526_823_6-eng-WL-11-174595-12967526_823_15,166491
APW_ENG_20080115.0570.LDC2009T13_17_9,APW_ENG_20080115.0570.LDC2009T13_17_27,APW_ENG_20080115.0570.LDC2009T13_17,Bill Clinton-Hillary Rodham Clinton,t,APW_ENG_20080115.0570.LDC2009T13_17_9-APW_ENG_20080115.0570.LDC2009T13_17_27,146733
NYT_ENG_20070809.0289.LDC2009T13_357_1,NYT_ENG_20070809.0289.LDC2009T13_357_52,NYT_ENG_20070809.0289.LDC2009T13_357,Hillary Rodham Clinton-Bill Clinton,t,NYT_ENG_20070809.0289.LDC2009T13_357_1-NYT_ENG_20070809.0289.LDC2009T13_357_52,36989
LTW_ENG_20070911.0015.LDC2009T13_590_47,LTW_ENG_20070911.0015.LDC2009T13_590_13,LTW_ENG_20070911.0015.LDC2009T13_590,Jennifer Jason Leigh-Noah Baumbach,t,LTW_ENG_20070911.0015.LDC2009T13_590_47-LTW_ENG_20070911.0015.LDC2009T13_590_13,49822
eng-WL-11-174588-12938384_2242_10,eng-WL-11-174588-12938384_2242_7,eng-WL-11-174588-12938384_2242,Michelle Obama-Barack Obama,t,eng-WL-11-174588-12938384_2242_10-eng-WL-11-174588-12938384_2242_7,285698
APW_ENG_20070525.0067.LDC2009T13_657_14,APW_ENG_20070525.0067.LDC2009T13_657_22,APW_ENG_20070525.0067.LDC2009T13_657,Gretchen Wayne-Michael Wayne,t,APW_ENG_20070525.0067.LDC2009T13_657_14-APW_ENG_20070525.0067.LDC2009T13_657_22,162503
eng-WL-11-174643-12999685_110_7,eng-WL-11-174643-12999685_110_4,eng-WL-11-174643-12999685_110,Elizabeth Taylor-Richard Burton,t,eng-WL-11-174643-12999685_110_7-eng-WL-11-174643-12999685_110_4,149859
APW_ENG_20071002.1436.LDC2009T13_21_8,APW_ENG_20071002.1436.LDC2009T13_21_0,APW_ENG_20071002.1436.LDC2009T13_21,Howard K. Stern-Anna Nicole Smith,t,APW_ENG_20071002.1436.LDC2009T13_21_8-APW_ENG_20071002.1436.LDC2009T13_21_0,10085
APW_ENG_20070617.0832.LDC2009T13_93_24,APW_ENG_20070617.0832.LDC2009T13_93_27,APW_ENG_20070617.0832.LDC2009T13_93,Tom Cruise-Katie Holmes,t,APW_ENG_20070617.0832.LDC2009T13_93_24-APW_ENG_20070617.0832.LDC2009T13_93_27,183407
NYT_ENG_20070619.0022.LDC2009T13_9_45,NYT_ENG_20070619.0022.LDC2009T13_9_48,NYT_ENG_20070619.0022.LDC2009T13_9,Sid Vicious-Nancy Spungen,t,NYT_ENG_20070619.0022.LDC2009T13_9_45-NYT_ENG_20070619.0022.LDC2009T13_9_48,11272
eng-NG-31-100682-11207836_75_17,eng-NG-31-100682-11207836_75_12,eng-NG-31-100682-11207836_75,Tom Cruise-Katie Holmes,t,eng-NG-31-100682-11207836_75_17-eng-NG-31-100682-11207836_75_12,169755
APW_ENG_20070902.0795.LDC2009T13_23_0,APW_ENG_20070902.0795.LDC2009T13_23_11,APW_ENG_20070902.0795.LDC2009T13_23,Brad Pitt-Angelina Jolie,t,APW_ENG_20070902.0795.LDC2009T13_23_0-APW_ENG_20070902.0795.LDC2009T13_23_11,164794
LTW_ENG_20070814.0142.LDC2009T13_123_46,LTW_ENG_20070814.0142.LDC2009T13_123_37,LTW_ENG_20070814.0142.LDC2009T13_123,Oscar de la Renta-Annette de la Renta,t,LTW_ENG_20070814.0142.LDC2009T13_123_46-LTW_ENG_20070814.0142.LDC2009T13_123_37,14084
eng-NG-31-141960-9983673_24_25,eng-NG-31-141960-9983673_24_14,eng-NG-31-141960-9983673_24,Jennifer Lopez-Marc Anthony,t,eng-NG-31-141960-9983673_24_25-eng-NG-31-141960-9983673_24_14,147676
72053@7_0,72053@7_12,72053@7,Bill Clinton-Hillary Rodham Clinton,t,72053@7_0-72053@7_12,219278
AFP_ENG_20080706.0222.LDC2009T13_81_0,AFP_ENG_20080706.0222.LDC2009T13_81_8,AFP_ENG_20080706.0222.LDC2009T13_81,Kiyoko Fukuda-Yasuo Fukuda,t,AFP_ENG_20080706.0222.LDC2009T13_81_0-AFP_ENG_20080706.0222.LDC2009T13_81_8,141200
NYT_ENG_20070212.0152.LDC2009T13_248_24,NYT_ENG_20070212.0152.LDC2009T13_248_34,NYT_ENG_20070212.0152.LDC2009T13_248,Valerie Plame-Joseph C. Wilson,t,NYT_ENG_20070212.0152.LDC2009T13_248_24-NYT_ENG_20070212.0152.LDC2009T13_248_34,192423
115258@57_0,115258@57_15,115258@57,Kris Jenner-Bruce Jenner,t,115258@57_0-115258@57_15,20206
LTW_ENG_20070726.0004.LDC2009T13_679_6,LTW_ENG_20070726.0004.LDC2009T13_679_15,LTW_ENG_20070726.0004.LDC2009T13_679,Hagar-Abraham,t,LTW_ENG_20070726.0004.LDC2009T13_679_6-LTW_ENG_20070726.0004.LDC2009T13_679_15,171863
NYT_ENG_20071029.0305.LDC2009T13_968_21,NYT_ENG_20071029.0305.LDC2009T13_968_24,NYT_ENG_20071029.0305.LDC2009T13_968,Tammy Wynette-George Jones,t,NYT_ENG_20071029.0305.LDC2009T13_968_21-NYT_ENG_20071029.0305.LDC2009T13_968_24,211804
APW_ENG_20080402.0512.LDC2009T13_92_29,APW_ENG_20080402.0512.LDC2009T13_92_19,APW_ENG_20080402.0512.LDC2009T13_92,Benazir Bhutto-Asif Ali Zardari,t,APW_ENG_20080402.0512.LDC2009T13_92_29-APW_ENG_20080402.0512.LDC2009T13_92_19,208246
eng-WL-110-174612-12994111_130_24,eng-WL-110-174612-12994111_130_17,eng-WL-110-174612-12994111_130,Jermaine Dupri-Janet Jackson,t,eng-WL-110-174612-12994111_130_24-eng-WL-110-174612-12994111_130_17,143797
eng-WL-11-174611-12981172_273_1,eng-WL-11-174611-12981172_273_4,eng-WL-11-174611-12981172_273,Tom Cruise-Katie Holmes,t,eng-WL-11-174611-12981172_273_1-eng-WL-11-174611-12981172_273_4,163790
eng-WL-11-174595-12967689_290_14,eng-WL-11-174595-12967689_290_17,eng-WL-11-174595-12967689_290,Tom Cruise-Katie Holmes,t,eng-WL-11-174595-12967689_290_14-eng-WL-11-174595-12967689_290_17,271895
APW_ENG_20080507.0480.LDC2009T13_55_27,APW_ENG_20080507.0480.LDC2009T13_55_21,APW_ENG_20080507.0480.LDC2009T13_55,Terri Irwin-Steve Irwin,t,APW_ENG_20080507.0480.LDC2009T13_55_27-APW_ENG_20080507.0480.LDC2009T13_55_21,87153
APW_ENG_20070504.0174.LDC2009T13_337_16,APW_ENG_20070504.0174.LDC2009T13_337_13,APW_ENG_20070504.0174.LDC2009T13_337,Craig Hatkoff-Jane Rosenthal,t,APW_ENG_20070504.0174.LDC2009T13_337_16-APW_ENG_20070504.0174.LDC2009T13_337_13,121156
APW_ENG_20070311.0734.LDC2009T13_23_4,APW_ENG_20070311.0734.LDC2009T13_23_0,APW_ENG_20070311.0734.LDC2009T13_23,Xie Xingfang-Lin Dan,t,APW_ENG_20070311.0734.LDC2009T13_23_4-APW_ENG_20070311.0734.LDC2009T13_23_0,240810
eng-WL-11-174595-12967353_1127_3,eng-WL-11-174595-12967353_1127_0,eng-WL-11-174595-12967353_1127,Nick Lachey-Jessica Simpson,t,eng-WL-11-174595-12967353_1127_3-eng-WL-11-174595-12967353_1127_0,267459
APW_ENG_20080121.0599.LDC2009T13_24_37,APW_ENG_20080121.0599.LDC2009T13_24_45,APW_ENG_20080121.0599.LDC2009T13_24,Nicole Kidman-Keith Urban,t,APW_ENG_20080121.0599.LDC2009T13_24_37-APW_ENG_20080121.0599.LDC2009T13_24_45,266840
APW_ENG_20080512.0426.LDC2009T13_114_15,APW_ENG_20080512.0426.LDC2009T13_114_5,APW_ENG_20080512.0426.LDC2009T13_114,Benazir Bhutto-Asif Ali Zardari,t,APW_ENG_20080512.0426.LDC2009T13_114_15-APW_ENG_20080512.0426.LDC2009T13_114_5,286067
eng-WL-11-174595-12968325_1577_16,eng-WL-11-174595-12968325_1577_9,eng-WL-11-174595-12968325_1577,Liev Schreiber-Naomi Watts,t,eng-WL-11-174595-12968325_1577_16-eng-WL-11-174595-12968325_1577_9,225892
eng-WL-11-174597-12966184_12_0,eng-WL-11-174597-12966184_12_10,eng-WL-11-174597-12966184_12,Carmen Electra-Rob Patterson,t,eng-WL-11-174597-12966184_12_0-eng-WL-11-174597-12966184_12_10,287136
LTW_ENG_20070411.0085.LDC2009T13_715_15,LTW_ENG_20070411.0085.LDC2009T13_715_10,LTW_ENG_20070411.0085.LDC2009T13_715,Tom Hanks-Rita Wilson,t,LTW_ENG_20070411.0085.LDC2009T13_715_15-LTW_ENG_20070411.0085.LDC2009T13_715_10,265566
NYT_ENG_20070318.0094.LDC2009T13_179_9,NYT_ENG_20070318.0094.LDC2009T13_179_0,NYT_ENG_20070318.0094.LDC2009T13_179,Paul McCartney-Heather Mills,t,NYT_ENG_20070318.0094.LDC2009T13_179_9-NYT_ENG_20070318.0094.LDC2009T13_179_0,213605
NYT_ENG_20070914.0039.LDC2009T13_384_21,NYT_ENG_20070914.0039.LDC2009T13_384_3,NYT_ENG_20070914.0039.LDC2009T13_384,Richard Walsh-Pearl S. Buck,t,NYT_ENG_20070914.0039.LDC2009T13_384_21-NYT_ENG_20070914.0039.LDC2009T13_384_3,13523
APW_ENG_20070131.1028.LDC2009T13_287_14,APW_ENG_20070131.1028.LDC2009T13_287_11,APW_ENG_20070131.1028.LDC2009T13_287,Richard Burton-Elizabeth Taylor,t,APW_ENG_20070131.1028.LDC2009T13_287_14-APW_ENG_20070131.1028.LDC2009T13_287_11,162792
NYT_ENG_20070504.0088.LDC2009T13_495_9,NYT_ENG_20070504.0088.LDC2009T13_495_6,NYT_ENG_20070504.0088.LDC2009T13_495,Mary Matalin-James Carville,t,NYT_ENG_20070504.0088.LDC2009T13_495_9-NYT_ENG_20070504.0088.LDC2009T13_495_6,253025
NYT_ENG_20070602.0029.LDC2009T13_535_11,NYT_ENG_20070602.0029.LDC2009T13_535_19,NYT_ENG_20070602.0029.LDC2009T13_535,Carol Channing-Charles Lowe,t,NYT_ENG_20070602.0029.LDC2009T13_535_11-NYT_ENG_20070602.0029.LDC2009T13_535_19,35478
eng-WL-11-174595-12968163_595_0,eng-WL-11-174595-12968163_595_21,eng-WL-11-174595-12968163_595,Salma Hayek-François-Henri Pinault,t,eng-WL-11-174595-12968163_595_0-eng-WL-11-174595-12968163_595_21,89775
NYT_ENG_20070409.0004.LDC2009T13_541_33,NYT_ENG_20070409.0004.LDC2009T13_541_19,NYT_ENG_20070409.0004.LDC2009T13_541,Elizabeth Edwards-John Edwards,t,NYT_ENG_20070409.0004.LDC2009T13_541_33-NYT_ENG_20070409.0004.LDC2009T13_541_19,288180
APW_ENG_20081214.0223.LDC2009T13_165_31,APW_ENG_20081214.0223.LDC2009T13_165_25,APW_ENG_20081214.0223.LDC2009T13_165,Benazir Bhutto-Asif Ali Zardari,t,APW_ENG_20081214.0223.LDC2009T13_165_31-APW_ENG_20081214.0223.LDC2009T13_165_25,29523
NYT_ENG_20070325.0079.LDC2009T13_155_3,NYT_ENG_20070325.0079.LDC2009T13_155_0,NYT_ENG_20070325.0079.LDC2009T13_155,Kathleen Brennan-Tom Waits,t,NYT_ENG_20070325.0079.LDC2009T13_155_3-NYT_ENG_20070325.0079.LDC2009T13_155_0,136083
AFP_ENG_20080319.0393.LDC2009T13_9_5,AFP_ENG_20080319.0393.LDC2009T13_9_18,AFP_ENG_20080319.0393.LDC2009T13_9,Carla Bruni-Nicolas Sarkozy,t,AFP_ENG_20080319.0393.LDC2009T13_9_5-AFP_ENG_20080319.0393.LDC2009T13_9_18,105412
eng-WL-11-174595-12967371_35_9,eng-WL-11-174595-12967371_35_16,eng-WL-11-174595-12967371_35,Tom Cruise-Katie Holmes,t,eng-WL-11-174595-12967371_35_9-eng-WL-11-174595-12967371_35_16,128966
NYT_ENG_20071230.0156.LDC2009T13_1433_1,NYT_ENG_20071230.0156.LDC2009T13_1433_17,NYT_ENG_20071230.0156.LDC2009T13_1433,John Edwards-Elizabeth Edwards,t,NYT_ENG_20071230.0156.LDC2009T13_1433_1-NYT_ENG_20071230.0156.LDC2009T13_1433_17,152002
APW_ENG_20080404.0139.LDC2009T13_217_1,APW_ENG_20080404.0139.LDC2009T13_217_14,APW_ENG_20080404.0139.LDC2009T13_217,Kathie Lee Gifford-Frank Gifford,t,APW_ENG_20080404.0139.LDC2009T13_217_1-APW_ENG_20080404.0139.LDC2009T13_217_14,85137
APW_ENG_20080531.0143.LDC2009T13_31_0,APW_ENG_20080531.0143.LDC2009T13_31_7,APW_ENG_20080531.0143.LDC2009T13_31,Charlie Sheen-Brooke Mueller,t,APW_ENG_20080531.0143.LDC2009T13_31_0-APW_ENG_20080531.0143.LDC2009T13_31_7,47704
eng-WL-11-174595-12966287_569_0,eng-WL-11-174595-12966287_569_8,eng-WL-11-174595-12966287_569,Marilyn Manson-Dita Von Teese,t,eng-WL-11-174595-12966287_569_0-eng-WL-11-174595-12966287_569_8,88116
eng-WL-11-174595-12971003_102_1,eng-WL-11-174595-12971003_102_4,eng-WL-11-174595-12971003_102,Liv Tyler-Royston Langdon,t,eng-WL-11-174595-12971003_102_1-eng-WL-11-174595-12971003_102_4,132508
XIN_ENG_20080811.0408.LDC2009T13_15_9,XIN_ENG_20080811.0408.LDC2009T13_15_6,XIN_ENG_20080811.0408.LDC2009T13_15,Xie Xingfang-Lin Dan,t,XIN_ENG_20080811.0408.LDC2009T13_15_9-XIN_ENG_20080811.0408.LDC2009T13_15_6,108205
eng-WL-11-174583-12937749_13_17,eng-WL-11-174583-12937749_13_0,eng-WL-11-174583-12937749_13,Brad Pitt-Angelina Jolie,t,eng-WL-11-174583-12937749_13_17-eng-WL-11-174583-12937749_13_0,133424
NYT_ENG_20080821.0192.LDC2009T13_1176_25,NYT_ENG_20080821.0192.LDC2009T13_1176_18,NYT_ENG_20080821.0192.LDC2009T13_1176,John McCain-Cindy McCain,t,NYT_ENG_20080821.0192.LDC2009T13_1176_25-NYT_ENG_20080821.0192.LDC2009T13_1176_18,127958
NYT_ENG_20080924.0079.LDC2009T13_472_2,NYT_ENG_20080924.0079.LDC2009T13_472_5,NYT_ENG_20080924.0079.LDC2009T13_472,Lillian Hellman-Dashiell Hammett,t,NYT_ENG_20080924.0079.LDC2009T13_472_2-NYT_ENG_20080924.0079.LDC2009T13_472_5,108108
LTW_ENG_20080203.0025.LDC2009T13_163_20,LTW_ENG_20080203.0025.LDC2009T13_163_6,LTW_ENG_20080203.0025.LDC2009T13_163,Bill Clinton-Hillary Rodham Clinton,t,LTW_ENG_20080203.0025.LDC2009T13_163_20-LTW_ENG_20080203.0025.LDC2009T13_163_6,232871
LTW_ENG_20070613.0060.LDC2009T13_2162_16,LTW_ENG_20070613.0060.LDC2009T13_2162_8,LTW_ENG_20070613.0060.LDC2009T13_2162,Tony Parker-Eva Longoria,t,LTW_ENG_20070613.0060.LDC2009T13_2162_16-LTW_ENG_20070613.0060.LDC2009T13_2162_8,108263
eng-NG-31-141957-9980075_34_0,eng-NG-31-141957-9980075_34_17,eng-NG-31-141957-9980075_34,Pamela Anderson-Rick Salomon,t,eng-NG-31-141957-9980075_34_0-eng-NG-31-141957-9980075_34_17,152148
AFP_ENG_20071218.0498.LDC2009T13_210_17,AFP_ENG_20071218.0498.LDC2009T13_210_25,AFP_ENG_20071218.0498.LDC2009T13_210,Nkosazana Dlamini-Zuma-Jacob Zuma,t,AFP_ENG_20071218.0498.LDC2009T13_210_17-AFP_ENG_20071218.0498.LDC2009T13_210_25,106221
APW_ENG_20081212.0145.LDC2009T13_78_3,APW_ENG_20081212.0145.LDC2009T13_78_6,APW_ENG_20081212.0145.LDC2009T13_78,Jermaine Jackson-Hazel Gordy,t,APW_ENG_20081212.0145.LDC2009T13_78_3-APW_ENG_20081212.0145.LDC2009T13_78_6,130042
APW_ENG_20081212.0065.LDC2009T13_369_21,APW_ENG_20081212.0065.LDC2009T13_369_24,APW_ENG_20081212.0065.LDC2009T13_369,Gwyneth Paltrow-Chris Martin,t,APW_ENG_20081212.0065.LDC2009T13_369_21-APW_ENG_20081212.0065.LDC2009T13_369_24,104266
APW_ENG_20080218.0601.LDC2009T13_20_3,APW_ENG_20080218.0601.LDC2009T13_20_0,APW_ENG_20080218.0601.LDC2009T13_20,Heather Mills-Paul McCartney,t,APW_ENG_20080218.0601.LDC2009T13_20_3-APW_ENG_20080218.0601.LDC2009T13_20_0,149550
eng-NG-31-142653-10066903_253_19,eng-NG-31-142653-10066903_253_29,eng-NG-31-142653-10066903_253,Asif Ali Zardari-Benazir Bhutto,t,eng-NG-31-142653-10066903_253_19-eng-NG-31-142653-10066903_253_29,262843
eng-WL-11-174595-12967967_1021_1,eng-WL-11-174595-12967967_1021_29,eng-WL-11-174595-12967967_1021,Victoria Beckham-David Beckham,t,eng-WL-11-174595-12967967_1021_1-eng-WL-11-174595-12967967_1021_29,90696
eng-WL-11-174595-12968537_3053_25,eng-WL-11-174595-12968537_3053_29,eng-WL-11-174595-12968537_3053,Jennifer Lopez-Marc Anthony,t,eng-WL-11-174595-12968537_3053_25-eng-WL-11-174595-12968537_3053_29,290087
eng-NG-31-147907-10553670_1707_23,eng-NG-31-147907-10553670_1707_17,eng-NG-31-147907-10553670_1707,NiShea Gilbert-Elijah Dukes,t,eng-NG-31-147907-10553670_1707_23-eng-NG-31-147907-10553670_1707_17,29817
NYT_ENG_20080108.0150.LDC2009T13_386_13,NYT_ENG_20080108.0150.LDC2009T13_386_1,NYT_ENG_20080108.0150.LDC2009T13_386,Anne Meara-Jerry Stiller,t,NYT_ENG_20080108.0150.LDC2009T13_386_13-NYT_ENG_20080108.0150.LDC2009T13_386_1,232113
38803@4_4,38803@4_39,38803@4,Elisabeth Shue-Davis Guggenheim,t,38803@4_4-38803@4_39,216782
APW_ENG_20081001.0510.LDC2009T13_551_17,APW_ENG_20081001.0510.LDC2009T13_551_5,APW_ENG_20081001.0510.LDC2009T13_551,Hillary Rodham Clinton-Bill Clinton,t,APW_ENG_20081001.0510.LDC2009T13_551_17-APW_ENG_20081001.0510.LDC2009T13_551_5,67308
NYT_ENG_20081107.0179.LDC2009T13_490_29,NYT_ENG_20081107.0179.LDC2009T13_490_10,NYT_ENG_20081107.0179.LDC2009T13_490,Bill Clinton-Hillary Rodham Clinton,t,NYT_ENG_20081107.0179.LDC2009T13_490_29-NYT_ENG_20081107.0179.LDC2009T13_490_10,272843
LTW_ENG_20080927.0053.LDC2009T13_191_13,LTW_ENG_20080927.0053.LDC2009T13_191_6,LTW_ENG_20080927.0053.LDC2009T13_191,Bob Marley-Rita Marley,t,LTW_ENG_20080927.0053.LDC2009T13_191_13-LTW_ENG_20080927.0053.LDC2009T13_191_6,113777
eng-WL-11-174595-12967503_21_19,eng-WL-11-174595-12967503_21_13,eng-WL-11-174595-12967503_21,Ashton Kutcher-Demi Moore,t,eng-WL-11-174595-12967503_21_19-eng-WL-11-174595-12967503_21_13,152481
