person1_id,person2_id,sentence_id,description,is_true,relation_id,id
132171@40_51,132171@40_60,132171@40,Michelle Obama-Barack Obama,t,132171@40_51-132171@40_60,56668
145173@11_11,145173@11_24,145173@11,Elizabeth Dole-Bob Dole,t,145173@11_11-145173@11_24,37808
143306@0_34,143306@0_30,143306@0,Sean Penn-Robin Wright Penn,t,143306@0_34-143306@0_30,74194
49042@5_42,49042@5_45,49042@5,Tom Cruise-Katie Holmes,t,49042@5_42-49042@5_45,61942
56239@7_66,56239@7_63,56239@7,Gracie Allen-George Burns,t,56239@7_66-56239@7_63,6077
147925@46_24,147925@46_28,147925@46,Hillary Rodham Clinton-Bill Clinton,t,147925@46_24-147925@46_28,55050
93229@20_27,93229@20_17,93229@20,Siti Hartinah-Suharto,t,93229@20_27-93229@20_17,33981
132384@3_1,132384@3_5,132384@3,Hillary Rodham Clinton-Bill Clinton,t,132384@3_1-132384@3_5,51603
62159@34_13,62159@34_19,62159@34,Spike Jonze-Sofia Coppola,t,62159@34_13-62159@34_19,10514
118549@24_0,118549@24_10,118549@24,Lynda Bird Johnson Robb-Chuck Robb,t,118549@24_0-118549@24_10,55696
35077@13_19,35077@13_7,35077@13,Ali Hewson-Bono,t,35077@13_19-35077@13_7,44825
54369@40_2,54369@40_10,54369@40,Becky Ann Baker-Dylan Baker,t,54369@40_2-54369@40_10,62621
48629@18_26,48629@18_22,48629@18,Akhenaten-Nefertiti,t,48629@18_26-48629@18_22,46881
67630@34_4,67630@34_15,67630@34,Dario Franchitti-Ashley Judd,t,67630@34_4-67630@34_15,9589
145465@33_48,145465@33_44,145465@33,Kate Winslet-Sam Mendes,t,145465@33_48-145465@33_44,42201
18963@36_0,18963@36_7,18963@36,Kitty Dukakis-Michael Dukakis,t,18963@36_0-18963@36_7,45708
124879@24_24,124879@24_10,124879@24,Marc Rich-Denise Rich,t,124879@24_24-124879@24_10,17939
54228@36_28,54228@36_18,54228@36,Tina Knowles-Mathew Knowles,t,54228@36_28-54228@36_18,29185
2131@13_26,2131@13_2,2131@13,Hillary Rodham Clinton-Bill Clinton,t,2131@13_26-2131@13_2,4769
147929@8_38,147929@8_32,147929@8,Michelle Obama-Barack Obama,t,147929@8_38-147929@8_32,58948
79623@59_33,79623@59_30,79623@59,Brad Pitt-Jennifer Aniston,t,79623@59_33-79623@59_30,45430
147564@0_26,147564@0_10,147564@0,Judith Light-Robert Desiderio,t,147564@0_26-147564@0_10,41853
345@0_0,345@0_14,345@0,Valerie Hobson-John Profumo,t,345@0_0-345@0_14,26833
103028@33_17,103028@33_8,103028@33,Hillary Rodham Clinton-Bill Clinton,t,103028@33_17-103028@33_8,69525
41614@21_12,41614@21_19,41614@21,Curtis Payne-Ella Payne,t,41614@21_12-41614@21_19,47429
153049@0_19,153049@0_2,153049@0,Hillary Rodham Clinton-Bill Clinton,t,153049@0_19-153049@0_2,17067
22174@6_0,22174@6_10,22174@6,Tom Vilsack-Christie Vilsack,t,22174@6_0-22174@6_10,43747
5602@18_9,5602@18_6,5602@18,Robert Stephens-Maggie Smith,t,5602@18_9-5602@18_6,43932
56113@69_11,56113@69_8,56113@69,Kate Capshaw-Steven Spielberg,t,56113@69_11-56113@69_8,5439
126864@15_37,126864@15_32,126864@15,Ali Hewson-Bono,t,126864@15_37-126864@15_32,54697
13706@8_12,13706@8_21,13706@8,Niki Tsongas-Paul Tsongas,t,13706@8_12-13706@8_21,1784
82161@5_29,82161@5_26,82161@5,Lynn Fontanne-Alfred Lunt,t,82161@5_29-82161@5_26,51453
56822@11_5,56822@11_13,56822@11,Matthew Macfadyen-Keeley Hawes,t,56822@11_5-56822@11_13,49409
133437@0_30,133437@0_37,133437@0,Charlie Crist-Carole Rome,t,133437@0_30-133437@0_37,70391
143576@36_10,143576@36_0,143576@36,Joyce Piven-Byrne Piven,t,143576@36_10-143576@36_0,42886
147434@29_1,147434@29_28,147434@29,Jack Reed-Julia Hart,t,147434@29_1-147434@29_28,42120
70781@35_16,70781@35_13,70781@35,Amy Madigan-Ed Harris,t,70781@35_16-70781@35_13,66571
123759@45_4,123759@45_15,123759@45,Jackie Autry-Gene Autry,t,123759@45_4-123759@45_15,39962
80874@26_31,80874@26_0,80874@26,Hillary Rodham Clinton-BILL CLINTON,t,80874@26_31-80874@26_0,65508
42225@8_0,42225@8_23,42225@8,Ruth Graham-Billy Graham,t,42225@8_0-42225@8_23,27432
15095@47_9,15095@47_15,15095@47,Nicole Kidman-Tom Cruise,t,15095@47_9-15095@47_15,59857
69810@2_10,69810@2_13,69810@2,Demi Moore-Ashton Kutcher,t,69810@2_10-69810@2_13,11348
97494@14_10,97494@14_16,97494@14,Trudi Inslee-Jay Inslee,t,97494@14_10-97494@14_16,34446
133720@7_14,133720@7_4,133720@7,Michelle Obama-Barack Obama,t,133720@7_14-133720@7_4,74865
33268@15_11,33268@15_16,33268@15,Niki Tsongas-Paul Tsongas,t,33268@15_11-33268@15_16,2016
38803@4_4,38803@4_39,38803@4,Elisabeth Shue-Davis Guggenheim,t,38803@4_4-38803@4_39,32508
121926@71_7,121926@71_21,121926@71,Marissa Ribisi-Beck,t,121926@71_7-121926@71_21,72613
134691@0_3,134691@0_15,134691@0,Asif Ali Zardari-Benazir Bhutto,t,134691@0_3-134691@0_15,42817
150798@2_18,150798@2_5,150798@2,Tony Blair-Cherie Blair,t,150798@2_18-150798@2_5,42599
47637@42_11,47637@42_17,47637@42,Hillary Rodham Clinton-Bill Clinton,t,47637@42_11-47637@42_17,5403
145852@29_3,145852@29_15,145852@29,Bill Clinton-Hillary Rodham Clinton,t,145852@29_3-145852@29_15,24082
58165@33_13,58165@33_30,58165@33,Bill Clinton-Hillary Rodham Clinton,t,58165@33_13-58165@33_30,50679
102122@2_5,102122@2_22,102122@2,Doug McIntyre-Penny Peyser,t,102122@2_5-102122@2_22,70880
56239@7_63,56239@7_66,56239@7,George Burns-Gracie Allen,t,56239@7_63-56239@7_66,6060
5814@18_6,5814@18_9,5814@18,Maggie Smith-Robert Stephens,t,5814@18_6-5814@18_9,43315
34568@59_6,34568@59_13,34568@59,Jerry Stiller-Anne Meara,t,34568@59_6-34568@59_13,45824
91315@0_0,91315@0_15,91315@0,Hillary Rodham Clinton-Bill Clinton,t,91315@0_0-91315@0_15,13932
133702@2_13,133702@2_5,133702@2,John McCain-Cindy McCain,t,133702@2_13-133702@2_5,18604
46459@0_4,46459@0_38,46459@0,Bill Clinton-Hillary Rodham Clinton,t,46459@0_4-46459@0_38,8808
95833@21_30,95833@21_39,95833@21,Maria Shriver-Arnold Schwarzenegger,t,95833@21_30-95833@21_39,39078
156807@21_30,156807@21_23,156807@21,Benazir Bhutto-Asif Ali Zardari,t,156807@21_30-156807@21_23,14210
135658@21_43,135658@21_38,135658@21,Joel Coen-Frances McDormand,t,135658@21_43-135658@21_38,40743
139064@44_2,139064@44_17,139064@44,Michael C. Hall-Jennifer Carpenter,t,139064@44_2-139064@44_17,16500
153636@39_18,153636@39_47,153636@39,Olivier Assayas-Maggie Cheung,t,153636@39_18-153636@39_47,74783
84892@0_29,84892@0_10,84892@0,Hillary Rodham Clinton-Bill Clinton,t,84892@0_29-84892@0_10,10071
1938@37_5,1938@37_47,1938@37,Beatrix Potter-William Heelis,t,1938@37_5-1938@37_47,2217
108567@10_16,108567@10_33,108567@10,Chet Curtis-Natalie Jacobson,t,108567@10_16-108567@10_33,66846
142216@19_7,142216@19_1,142216@19,Grace Coolidge-Calvin Coolidge,t,142216@19_7-142216@19_1,72777
149548@29_14,149548@29_24,149548@29,George Burns-Gracie Allen,t,149548@29_14-149548@29_24,18324
134368@0_3,134368@0_10,134368@0,Asif Ali Zardari-Benazir Bhutto,t,134368@0_3-134368@0_10,11138
17305@1_18,17305@1_45,17305@1,Hillary Rodham Clinton-Bill Clinton,t,17305@1_18-17305@1_45,61896
1462@2_27,1462@2_4,1462@2,Hillary Rodham Clinton-Bill Clinton,t,1462@2_27-1462@2_4,2677
15996@32_28,15996@32_25,15996@32,Mary Matalin-James Carville,t,15996@32_28-15996@32_25,43476
127881@5_10,127881@5_17,127881@5,Jean Sarkozy-Jessica Sebaoun,t,127881@5_10-127881@5_17,14931
38740@18_17,38740@18_7,38740@18,Joe DiMaggio-Marilyn Monroe,t,38740@18_17-38740@18_7,10324
38490@16_7,38490@16_0,38490@16,Chris Henchy-Brooke Shields,t,38490@16_7-38490@16_0,61935
2131@13_2,2131@13_26,2131@13,Bill Clinton-Hillary Rodham Clinton,t,2131@13_2-2131@13_26,4758
116867@4_27,116867@4_20,116867@4,Benazir Bhutto-Asif Ali Zardari,t,116867@4_27-116867@4_20,40123
10292@20_3,10292@20_10,10292@20,Charlene Strong-Kate Fleming,t,10292@20_3-10292@20_10,45488
70309@0_42,70309@0_5,70309@0,Paul Tsongas-Niki Tsongas,t,70309@0_42-70309@0_5,66495
153335@20_24,153335@20_18,153335@20,Elizabeth Taylor-Richard Burton,t,153335@20_24-153335@20_18,56504
134964@20_24,134964@20_27,134964@20,Heidi Montag-Spencer Pratt,t,134964@20_24-134964@20_27,57074
48338@1_3,48338@1_16,48338@1,John Cassavetes-Gena Rowlands,t,48338@1_3-48338@1_16,31053
78981@0_18,78981@0_14,78981@0,Laura Bush-George W. Bush,t,78981@0_18-78981@0_14,9200
78747@0_9,78747@0_16,78747@0,Noah Baumbach-Jennifer Jason Leigh,t,78747@0_9-78747@0_16,66277
59970@60_9,59970@60_39,59970@60,Bill Clinton-Hillary Rodham Clinton,t,59970@60_9-59970@60_39,31984
16497@11_26,16497@11_11,16497@11,Ronald Reagan-Nancy Reagan,t,16497@11_26-16497@11_11,642
119261@8_19,119261@8_14,119261@8,John Warner-Elizabeth Taylor,t,119261@8_19-119261@8_14,56145
136087@0_36,136087@0_10,136087@0,Sarah Palin-Todd Palin,t,136087@0_36-136087@0_10,40035
79168@13_11,79168@13_0,79168@13,Mitt Romney-Ann Romney,t,79168@13_11-79168@13_0,34651
53422@0_3,53422@0_11,53422@0,MARILYN MANSON-Dita Von Teese,t,53422@0_3-53422@0_11,7375
98158@8_5,98158@8_16,98158@8,Asif Ali Zardari-Benazir Bhutto,t,98158@8_5-98158@8_16,12546
63691@16_39,63691@16_36,63691@16,Catherine Zeta-Jones-Michael Douglas,t,63691@16_39-63691@16_36,67860
78038@3_46,78038@3_36,78038@3,Sergey Brin-Anne Wojcicki,t,78038@3_46-78038@3_36,32333
18963@0_0,18963@0_7,18963@0,Diane Patrick-Deval Patrick,t,18963@0_0-18963@0_7,45520
131017@29_29,131017@29_17,131017@29,Wallace Wolodarsky-Maya Forbes,t,131017@29_29-131017@29_17,73299
89082@10_13,89082@10_1,89082@10,Anne Meara-Jerry Stiller,t,89082@10_13-89082@10_1,6268
133173@18_15,133173@18_21,133173@18,Hillary Rodham Clinton-Bill Clinton,t,133173@18_15-133173@18_21,41466
99302@27_14,99302@27_32,99302@27,Asif Ali Zardari-Benazir Bhutto,t,99302@27_14-99302@27_32,66402
93747@1_14,93747@1_40,93747@1,Suharto-Siti Hartinah,t,93747@1_14-93747@1_40,49635
38227@0_1,38227@0_7,38227@0,Hillary Rodham Clinton-Bill Clinton,t,38227@0_1-38227@0_7,6250
118238@0_18,118238@0_13,118238@0,John McCain-CINDY MCCAIN,t,118238@0_18-118238@0_13,36211
839@25_0,839@25_9,839@25,Cherie Blair-Tony Blair,t,839@25_0-839@25_9,59293
135441@22_19,135441@22_9,135441@22,Frances McDormand-Joel Coen,t,135441@22_19-135441@22_9,15759
23394@54_0,23394@54_10,23394@54,Abraham Lincoln-Mary Todd Lincoln,t,23394@54_0-23394@54_10,30044
143079@36_19,143079@36_37,143079@36,Sean Penn-Robin Wright Penn,t,143079@36_19-143079@36_37,58477
135671@23_15,135671@23_7,135671@23,Sybil Williams-Richard Burton,t,135671@23_15-135671@23_7,69199
87201@11_21,87201@11_13,87201@11,Jennifer Carpenter-Michael C. Hall,t,87201@11_21-87201@11_13,10312
126385@30_12,126385@30_9,126385@30,Jennifer Garner-Ben Affleck,t,126385@30_12-126385@30_9,56116
103534@7_4,103534@7_15,103534@7,Silda Wall Spitzer-Eliot Spitzer,t,103534@7_4-103534@7_15,11260
99991@24_3,99991@24_16,99991@24,Ted Hughes-Sylvia Plath,t,99991@24_3-99991@24_16,13395
132429@11_25,132429@11_2,132429@11,Michelle Obama-Barack Obama,t,132429@11_25-132429@11_2,54020
148954@15_9,148954@15_3,148954@15,Mel Brooks-Anne Bancroft,t,148954@15_9-148954@15_3,70215
41902@20_31,41902@20_28,41902@20,Bob Lape-Joanna Pruess,t,41902@20_31-41902@20_28,489
19656@2_0,19656@2_11,19656@2,Niki Tsongas-Paul Tsongas,t,19656@2_0-19656@2_11,60650
70457@28_31,70457@28_22,70457@28,Amy Madigan-Ed Harris,t,70457@28_31-70457@28_22,37939
93477@0_13,93477@0_1,93477@0,Bill Clinton-Hillary Rodham Clinton,t,93477@0_13-93477@0_1,10060
55204@7_1,55204@7_52,55204@7,Hillary Rodham Clinton-Bill Clinton,t,55204@7_1-55204@7_52,31133
53484@12_5,53484@12_0,53484@12,Kate Winslet-Sam Mendes,t,53484@12_5-53484@12_0,48381
60823@31_57,60823@31_9,60823@31,Cathy Konrad-James Mangold,t,60823@31_57-60823@31_9,3146
150907@32_17,150907@32_5,150907@32,Teresa Heinz-John Kerry,t,150907@32_17-150907@32_5,17856
45384@28_0,45384@28_3,45384@28,Michael Douglas-Catherine Zeta-Jones,t,45384@28_0-45384@28_3,33726
32196@33_10,32196@33_43,32196@33,Sarah Polley-David Wharnsby,t,32196@33_10-32196@33_43,27063
74867@20_40,74867@20_3,74867@20,Jerry Seinfeld-Jessica Seinfeld,t,74867@20_40-74867@20_3,67583
140404@16_35,140404@16_17,140404@16,Sarah Palin-Todd Palin,t,140404@16_35-140404@16_17,39731
77920@19_42,77920@19_36,77920@19,Anne Meara-Jerry Stiller,t,77920@19_42-77920@19_36,65272
151579@22_1,151579@22_13,151579@22,Charlie Crist-Carole Rome,t,151579@22_1-151579@22_13,55242
77620@29_20,77620@29_0,77620@29,Dougie Payne-Kelly Macdonald,t,77620@29_20-77620@29_0,33985
1462@2_4,1462@2_27,1462@2,Bill Clinton-Hillary Rodham Clinton,t,1462@2_4-1462@2_27,2660
23588@13_16,23588@13_19,23588@13,Amy Poehler-Will Arnett,t,23588@13_16-23588@13_19,2186
121524@4_17,121524@4_6,121524@4,Carole Rome-Charlie Crist,t,121524@4_17-121524@4_6,51749
97962@0_26,97962@0_19,97962@0,Heidi Montag-Spencer Pratt,t,97962@0_26-97962@0_19,35177
43362@25_17,43362@25_4,43362@25,Marc Rich-Denise Rich,t,43362@25_17-43362@25_4,46518
11676@52_5,11676@52_30,11676@52,Mel Carnahan-Jean Carnahan,t,11676@52_5-11676@52_30,1312
94949@5_22,94949@5_15,94949@5,Nicolas Sarkozy-Carla Bruni,t,94949@5_22-94949@5_15,34609
149566@0_17,149566@0_6,149566@0,Hillary Rodham Clinton-Bill Clinton,t,149566@0_17-149566@0_6,16995
129366@3_19,129366@3_11,129366@3,Barack Obama-Michelle Obama,t,129366@3_19-129366@3_11,74467
135740@48_0,135740@48_41,135740@48,Ruth Greenglass-David Greenglass,t,135740@48_0-135740@48_41,74131
23203@20_18,23203@20_21,23203@20,Will Arnett-Amy Poehler,t,23203@20_18-23203@20_21,60052
29316@1_3,29316@1_27,29316@1,Nancy Reagan-Ronald Reagan,t,29316@1_3-29316@1_27,27948
101226@18_60,101226@18_39,101226@18,Benazir Bhutto-Asif Ali Zardari,t,101226@18_60-101226@18_39,15546
107943@18_6,107943@18_0,107943@18,Bill Clinton-Hillary Rodham Clinton,t,107943@18_6-107943@18_0,35978
106857@27_20,106857@27_8,106857@27,Ronald Reagan-Nancy Reagan,t,106857@27_20-106857@27_8,69230
104805@39_15,104805@39_1,104805@39,Michelle Obama-Barack Obama,t,104805@39_15-104805@39_1,40059
132925@7_17,132925@7_14,132925@7,Jill Biden-Joe Biden,t,132925@7_17-132925@7_14,17611
38725@0_55,38725@0_20,38725@0,Judd Apatow-Leslie Mann,t,38725@0_55-38725@0_20,8524
146445@23_43,146445@23_9,146445@23,Edward Cullen-Bella Swan,t,146445@23_43-146445@23_9,42453
62225@8_29,62225@8_32,62225@8,Bill Clinton-Hillary Rodham Clinton,t,62225@8_29-62225@8_32,10963
98144@26_26,98144@26_29,98144@26,Tom Hayden-Jane Fonda,t,98144@26_26-98144@26_29,13965
150023@0_3,150023@0_28,150023@0,Bill Clinton-Hillary Rodham Clinton,t,150023@0_3-150023@0_28,18215
50222@15_8,50222@15_20,50222@15,Barbara Richardson-Bill Richardson,t,50222@15_8-50222@15_20,33504
137695@0_17,137695@0_4,137695@0,Portia de Rossi-Ellen DeGeneres,t,137695@0_17-137695@0_4,39169
99716@19_33,99716@19_41,99716@19,Michelle Obama-Barack Obama,t,99716@19_33-99716@19_41,71274
54369@18_6,54369@18_9,54369@18,Dylan Baker-Becky Ann Baker,t,54369@18_6-54369@18_9,62456
47271@61_20,47271@61_43,47271@61,Bill Clinton-Hillary Rodham Clinton,t,47271@61_20-47271@61_43,29966
23569@20_25,23569@20_2,23569@20,Bill Clinton-Hillary Rodham Clinton,t,23569@20_25-23569@20_2,60755
89548@0_12,89548@0_6,89548@0,Barack Obama-Michelle Robinson,t,89548@0_12-89548@0_6,13449
136654@3_33,136654@3_12,136654@3,Cindy McCain-John McCain,t,136654@3_33-136654@3_12,19685
105251@6_25,105251@6_14,105251@6,Rhett Butler-Scarlett O'Hara,t,105251@6_25-105251@6_14,15581
135441@22_9,135441@22_19,135441@22,Joel Coen-Frances McDormand,t,135441@22_9-135441@22_19,15724
147929@8_32,147929@8_38,147929@8,Barack Obama-Michelle Obama,t,147929@8_32-147929@8_38,58947
142009@43_11,142009@43_1,142009@43,Todd Palin-Sarah Palin,t,142009@43_11-142009@43_1,39279
33100@41_0,33100@41_9,33100@41,Dirk Kempthorne-Patricia Kempthorne,t,33100@41_0-33100@41_9,61932
68991@41_23,68991@41_15,68991@41,Tommy Lee-Pamela Anderson,t,68991@41_23-68991@41_15,66485
82161@5_26,82161@5_29,82161@5,Alfred Lunt-Lynn Fontanne,t,82161@5_26-82161@5_29,51448
45384@25_31,45384@25_35,45384@25,Felicity Huffman-William H. Macy,t,45384@25_31-45384@25_35,66176
42562@15_23,42562@15_13,42562@15,Steve Irwin-Terri Irwin,t,42562@15_23-42562@15_13,853
66540@91_20,66540@91_31,66540@91,Pattie Boyd-George Harrison,t,66540@91_20-66540@91_31,7373
85861@10_41,85861@10_10,85861@10,Hillary Rodham Clinton-Bill Clinton,t,85861@10_41-85861@10_10,34973
66540@91_31,66540@91_20,66540@91,George Harrison-Pattie Boyd,t,66540@91_31-66540@91_20,7374
131605@12_18,131605@12_25,131605@12,Cindy McCain-John McCain,t,131605@12_18-131605@12_25,73062
24520@2_21,24520@2_1,24520@2,Chris Evert-Greg Norman,t,24520@2_21-24520@2_1,61955
114852@11_6,114852@11_16,114852@11,Hillary Rodham Clinton-Bill Clinton,t,114852@11_6-114852@11_16,51096
118518@21_20,118518@21_17,118518@21,Gracie Allen-George Burns,t,118518@21_20-118518@21_17,39301
147788@36_39,147788@36_45,147788@36,Will Smith-Jada Pinkett Smith,t,147788@36_39-147788@36_45,40045
89138@38_4,89138@38_0,89138@38,Hillary Rodham Clinton-Bill Clinton,t,89138@38_4-89138@38_0,69176
103325@5_9,103325@5_20,103325@5,Asif Ali Zardari-Benazir Bhutto,t,103325@5_9-103325@5_20,65945
94925@3_14,94925@3_21,94925@3,Carla Bruni-Nicolas Sarkozy,t,94925@3_14-94925@3_21,10106
133173@18_21,133173@18_15,133173@18,Bill Clinton-Hillary Rodham Clinton,t,133173@18_21-133173@18_15,41468
