person1_id,person2_id,sentence_id,description,is_true,relation_id,id
75509@14_6,75509@14_1,75509@14,Kenneth Copeland-Kenneth,f,75509@14_6-75509@14_1,33777
20807@11_10,20807@11_0,20807@11,Porizkova-Paulina Porizkova,f,20807@11_10-20807@11_0,28869
95193@52_1,95193@52_45,95193@52,John McCain-McCain,f,95193@52_1-95193@52_45,35692
107385@12_13,107385@12_22,107385@12,Tim-Tim Weil,f,107385@12_13-107385@12_22,14851
104662@14_34,104662@14_12,104662@14,Wright-Wright,f,104662@14_34-104662@14_12,38190
94272@17_25,94272@17_0,94272@17,Edward Kennedy-Kennedy,f,94272@17_25-94272@17_0,52143
68466@12_30,68466@12_13,68466@12,Bill Clinton-Clinton,f,68466@12_30-68466@12_13,11092
93585@11_20,93585@11_4,93585@11,Suharto-Suharto,f,93585@11_20-93585@11_4,68596
118288@0_13,118288@0_2,118288@0,Charles Lindbergh-Lindbergh,f,118288@0_13-118288@0_2,39102
86647@59_8,86647@59_12,86647@59,Britney-Britney,f,86647@59_8-86647@59_12,8970
46984@41_23,46984@41_0,46984@41,Samberg-Andy Samberg,f,46984@41_23-46984@41_0,1698
49042@12_29,49042@12_3,49042@12,Victoria Beckham-Victoria Beckham,f,49042@12_29-49042@12_3,45523
1316@29_21,1316@29_2,1316@29,Brokaw-Tom Brokaw,f,1316@29_21-1316@29_2,43175
46792@32_22,46792@32_35,46792@32,Bill Clinton-Bill Clinton,f,46792@32_22-46792@32_35,2182
106592@0_1,106592@0_15,106592@0,Barack Obama-Obama,f,106592@0_1-106592@0_15,71752
43951@14_30,43951@14_21,43951@14,Cassavetes-John Cassavetes,f,43951@14_30-43951@14_21,47171
1387@16_44,1387@16_8,1387@16,George Bush-Bush,f,1387@16_44-1387@16_8,27474
59970@120_32,59970@120_19,59970@120,Hagel-Bloomberg-Hagel,f,59970@120_32-59970@120_19,35313
1938@37_54,1938@37_62,1938@37,Harold Warne-Warne,f,1938@37_54-1938@37_62,2459
132697@41_22,132697@41_6,132697@41,Clinton-Clinton,f,132697@41_22-132697@41_6,24195
23618@28_35,23618@28_21,23618@28,Craig Cox-Craig Cox,f,23618@28_35-23618@28_21,4960
56590@39_95,56590@39_87,56590@39,Bush-Bush,f,56590@39_95-56590@39_87,33857
70210@0_11,70210@0_67,70210@0,Ben Affleck-Ben Affleck,f,70210@0_11-70210@0_67,48754
22174@9_0,22174@9_9,22174@9,Shaheen-Jeanne Shaheen,f,22174@9_0-22174@9_9,43200
32186@40_51,32186@40_43,32186@40,Stacy-Gwen Stacy,f,32186@40_51-32186@40_43,1519
37390@2_9,37390@2_39,37390@2,Clinton-Clinton,f,37390@2_9-37390@2_39,4794
93504@15_48,93504@15_25,93504@15,Obama-Obama,f,93504@15_48-93504@15_25,68479
50672@17_15,50672@17_1,50672@17,Bakker-Bakker,f,50672@17_15-50672@17_1,7388
132186@31_12,132186@31_45,132186@31,Michelle Obama-Craig Robinson,f,132186@31_12-132186@31_45,38603
40427@41_4,40427@41_13,40427@41,Patti Scialfa-Scialfa,f,40427@41_4-40427@41_13,31718
84394@42_6,84394@42_42,84394@42,Clinton-Hillary Clinton,f,84394@42_6-84394@42_42,11793
84635@14_20,84635@14_6,84635@14,Sarkozy-Sarkozy,f,84635@14_20-84635@14_6,70126
119142@12_0,119142@12_6,119142@12,Clinton-Bill Clinton,f,119142@12_0-119142@12_6,34388
145276@81_13,145276@81_2,145276@81,Picasso-Picasso,f,145276@81_13-145276@81_2,70791
118288@0_2,118288@0_6,118288@0,Lindbergh-Reeve Lindbergh,f,118288@0_2-118288@0_6,39096
149761@26_7,149761@26_15,149761@26,Michelle Obama-Michelle Obama,f,149761@26_7-149761@26_15,73113
14949@20_38,14949@20_9,14949@20,Clintons-Clinton,f,14949@20_38-14949@20_9,213
32186@38_9,32186@38_17,32186@38,Sam Raimi-Ivan Raimi,f,32186@38_9-32186@38_17,28401
132371@5_22,132371@5_5,132371@5,Clinton-Bill Clinton,f,132371@5_22-132371@5_5,16248
4369@26_15,4369@26_45,4369@26,Maury-Maury Povich,f,4369@26_15-4369@26_45,43823
89599@21_0,89599@21_18,89599@21,Kerry-Kerry,f,89599@21_0-89599@21_18,55701
48134@88_8,48134@88_1,48134@88,Lynda Bird Johnson-Johnson,f,48134@88_8-48134@88_1,6724
95467@8_17,95467@8_5,95467@8,Romney-Romney,f,95467@8_17-95467@8_5,72101
70854@10_9,70854@10_5,70854@10,Casey Affleck-Ben Affleck,f,70854@10_9-70854@10_5,67963
92870@42_20,92870@42_5,92870@42,Clinton-Bill Clinton,f,92870@42_20-92870@42_5,70736
58388@24_23,58388@24_8,58388@24,Clinton-Clinton,f,58388@24_23-58388@24_8,49484
37764@46_29,37764@46_0,37764@46,Castroneves-Castroneves,f,37764@46_29-37764@46_0,49069
122380@32_28,122380@32_9,122380@32,Turner-Landon Turner,f,122380@32_28-122380@32_9,58685
79572@23_0,79572@23_19,79572@23,Roche-Tobit Roche,f,79572@23_0-79572@23_19,51142
150008@14_6,150008@14_35,150008@14,Clintons-Clinton,f,150008@14_6-150008@14_35,71554
132391@43_4,132391@43_47,132391@43,Obama-Obama,f,132391@43_4-132391@43_47,70770
3921@26_13,3921@26_31,3921@26,Zack-Zack,f,3921@26_13-3921@26_31,44736
51469@19_12,51469@19_28,51469@19,Naomi Foner Gyllenhaal-Maggie Gyllenhaal,f,51469@19_12-51469@19_28,32239
149761@42_25,149761@42_13,149761@42,Rubin-Robert Rubin,f,149761@42_25-149761@42_13,73346
51448@24_30,51448@24_12,51448@24,Petey-Petey,f,51448@24_30-51448@24_12,48327
124351@50_85,124351@50_15,124351@50,Christopher Nolan-Jonathan Nolan,f,124351@50_85-124351@50_15,17836
136165@13_7,136165@13_0,136165@13,Charlie Crist-Crist,f,136165@13_7-136165@13_0,70889
134368@31_23,134368@31_9,134368@31,Sharif-Sharif,f,134368@31_23-134368@31_9,35483
136654@14_18,136654@14_10,136654@14,McCain-McCain,f,136654@14_18-136654@14_10,74492
84394@9_0,84394@9_20,84394@9,Clinton-Clinton,f,84394@9_0-84394@9_20,50894
139358@23_40,139358@23_0,139358@23,Newman-Newman,f,139358@23_40-139358@23_0,54569
143576@36_0,143576@36_6,143576@36,Byrne Piven-Piven,f,143576@36_0-143576@36_6,42882
15746@50_47,15746@50_30,15746@50,Warren Beatty-Shirley MacLaine,f,15746@50_47-15746@50_30,305
84394@9_20,84394@9_0,84394@9,Clinton-Clinton,f,84394@9_20-84394@9_0,50895
54369@40_90,54369@40_24,54369@40,Morgan Ritchie-Kate Burton,f,54369@40_90-54369@40_24,62984
153946@38_141,153946@38_23,153946@38,Saunders-Manton Saunders,f,153946@38_141-153946@38_23,21549
65923@22_21,65923@22_2,65923@22,Doakes-Doakes,f,65923@22_21-65923@22_2,61701
155302@31_6,155302@31_30,155302@31,Sheekey-Sheekey,f,155302@31_6-155302@31_30,73557
36419@29_3,36419@29_21,36419@29,Tony Blair-Blair,f,36419@29_3-36419@29_21,1759
104805@1_32,104805@1_14,104805@1,Wright-Jeremiah A. Wright,f,104805@1_32-104805@1_14,39911
112545@6_0,112545@6_13,112545@6,Eisenhower-Dwight D. Eisenhower,f,112545@6_0-112545@6_13,55526
71720@4_32,71720@4_24,71720@4,Clapton-Clapton,f,71720@4_32-71720@4_24,52217
111256@29_21,111256@29_1,111256@29,Mary Jo Deschanel-Deschanel,f,111256@29_21-111256@29_1,52703
154431@0_42,154431@0_104,154431@0,Crist Rodney Barreto-Crist,f,154431@0_42-154431@0_104,57782
150023@13_6,150023@13_21,150023@13,Clinton-Clinton,f,150023@13_6-150023@13_21,56167
1145@50_5,1145@50_2,1145@50,Carnahan-Matthew Carnahan,f,1145@50_5-1145@50_2,571
60052@30_2,60052@30_16,60052@30,Jackson-Jackson,f,60052@30_2-60052@30_16,15636
95331@71_8,95331@71_20,95331@71,Ulysses S. Grant-Grant,f,95331@71_8-95331@71_20,69036
64529@72_2,64529@72_19,64529@72,Dan-Dane Cook,f,64529@72_2-64529@72_19,35204
37775@43_31,37775@43_40,37775@43,Douglas Korn-Korn,f,37775@43_31-37775@43_40,5502
93511@4_2,93511@4_30,93511@4,Bill Clinton-Clinton,f,93511@4_2-93511@4_30,49953
63691@39_15,63691@39_32,63691@39,Santana-Santana,f,63691@39_15-63691@39_32,11483
133284@51_15,133284@51_3,133284@51,McCain-Cindy McCain,f,133284@51_15-133284@51_3,57030
35870@15_25,35870@15_4,35870@15,Hillary Clinton-Clinton,f,35870@15_25-35870@15_4,1239
136165@20_0,136165@20_6,136165@20,Nader-Ralph Nader,f,136165@20_0-136165@20_6,70991
16921@4_35,16921@4_5,16921@4,Andrew-Andrew,f,16921@4_35-16921@4_5,58092
23987@30_16,23987@30_27,23987@30,Clinton-Clinton,f,23987@30_16-23987@30_27,44331
70457@28_9,70457@28_13,70457@28,Ben Affleck-Casey Affleck,f,70457@28_9-70457@28_13,37873
135781@8_1,135781@8_54,135781@8,Obama-Obama,f,135781@8_1-135781@8_54,55988
118288@0_13,118288@0_6,118288@0,Charles Lindbergh-Reeve Lindbergh,f,118288@0_13-118288@0_6,39101
74568@27_5,74568@27_46,74568@27,Clinton-Clinton,f,74568@27_5-74568@27_46,46623
132391@27_32,132391@27_5,132391@27,Obama-Obama,f,132391@27_32-132391@27_5,38669
138871@22_26,138871@22_7,138871@22,Dexter-Dexter,f,138871@22_26-138871@22_7,71023
93511@2_27,93511@2_8,93511@2,Clinton-Clinton,f,93511@2_27-93511@2_8,67001
132925@1_26,132925@1_0,132925@1,Obama-Obama,f,132925@1_26-132925@1_0,72295
27856@31_28,27856@31_3,27856@31,Jen-Jennifer Corzine-Pisani,f,27856@31_28-27856@31_3,45293
40454@10_41,40454@10_22,40454@10,Tony Soprano-Tony,f,40454@10_41-40454@10_22,45176
87407@60_14,87407@60_18,87407@60,Michael-Michael Cera,f,87407@60_14-87407@60_18,49244
70942@23_15,70942@23_23,70942@23,Kelly Ripa-Kelly,f,70942@23_15-70942@23_23,45543
132400@8_26,132400@8_21,132400@8,Clinton-Clinton,f,132400@8_26-132400@8_21,54078
279@30_44,279@30_16,279@30,Edward M. Kennedy-Kennedy,f,279@30_44-279@30_16,27016
47551@48_16,47551@48_10,47551@48,Thompson-Jeri Thompson,f,47551@48_16-47551@48_10,34819
67418@43_24,67418@43_40,67418@43,Jesus-Jesus,f,67418@43_24-67418@43_40,48522
90852@56_25,90852@56_9,90852@56,Stephen Baldwin-Baldwin,f,90852@56_25-90852@56_9,39994
145328@25_4,145328@25_8,145328@25,Obama-Michele Obama,f,145328@25_4-145328@25_8,73550
133318@14_2,133318@14_24,133318@14,McCain-McCain,f,133318@14_2-133318@14_24,40406
154624@13_1,154624@13_41,154624@13,Obama-Obama,f,154624@13_1-154624@13_41,57146
145328@30_9,145328@30_13,145328@30,Gore-Tipper Gore,f,145328@30_9-145328@30_13,18728
64529@43_31,64529@43_8,64529@43,Lee-Ang Lee,f,64529@43_31-64529@43_8,11014
95467@17_23,95467@17_4,95467@17,Romney-Romney,f,95467@17_23-95467@17_4,39958
99766@14_25,99766@14_2,99766@14,McCain-McCain,f,99766@14_25-99766@14_2,68256
85736@28_30,85736@28_50,85736@28,Truman-Truman,f,85736@28_30-85736@28_50,52596
149566@39_37,149566@39_49,149566@39,Clinton-Clinton,f,149566@39_37-149566@39_49,55278
36708@14_4,36708@14_16,36708@14,John Adams-John Quincy Adams,f,36708@14_4-36708@14_16,667
140236@23_27,140236@23_36,140236@23,Cirque-Cirque,f,140236@23_27-140236@23_36,39338
135671@23_0,135671@23_7,135671@23,Burton-Richard Burton,f,135671@23_0-135671@23_7,69196
153049@6_28,153049@6_13,153049@6,Sekhar-Sekhar,f,153049@6_28-153049@6_13,71744
124725@58_7,124725@58_34,124725@58,Fosse-Fosse,f,124725@58_7-124725@58_34,16119
108855@22_33,108855@22_4,108855@22,Bill Clinton-Clinton,f,108855@22_33-108855@22_4,47612
150024@38_5,150024@38_21,150024@38,John D. Podesta-Podesta,f,150024@38_5-150024@38_21,18755
62225@1_1,62225@1_19,62225@1,Ted Olson-Olson,f,62225@1_1-62225@1_19,34981
95331@92_17,95331@92_24,95331@92,Nicole Boxer-Barbara Boxer,f,95331@92_17-95331@92_24,36386
93477@2_4,93477@2_19,93477@2,Clinton-Clinton,f,93477@2_4-93477@2_19,34613
70163@18_30,70163@18_1,70163@18,Charles Hanson Toll Jr.-Toll,f,70163@18_30-70163@18_1,48419
39397@17_5,39397@17_0,39397@17,Kepler-Clark Kepler,f,39397@17_5-39397@17_0,5497
115988@1_15,115988@1_0,115988@1,Bill Clinton-Bill,f,115988@1_15-115988@1_0,71155
153636@19_32,153636@19_4,153636@19,Farrell-Farrell,f,153636@19_32-153636@19_4,42135
71784@4_10,71784@4_32,71784@4,Eric Clapton-Clapton,f,71784@4_10-71784@4_32,49676
79623@15_17,79623@15_3,79623@15,Morton-Peter Morton,f,79623@15_17-79623@15_3,2832
35870@42_3,35870@42_9,35870@42,Bill Clinton-Bill,f,35870@42_3-35870@42_9,1611
93511@7_5,93511@7_35,93511@7,Clinton-Hillary Clinton,f,93511@7_5-93511@7_35,10272
136087@0_10,136087@0_30,136087@0,Todd Palin-Palin,f,136087@0_10-136087@0_30,40031
35179@42_17,35179@42_3,35179@42,Mitch-Mitch Miller,f,35179@42_17-35179@42_3,29777
71991@84_1,71991@84_23,71991@84,Schiavo-Schiavo,f,71991@84_1-71991@84_23,34769
89599@21_18,89599@21_0,89599@21,Kerry-Kerry,f,89599@21_18-89599@21_0,55715
23987@28_4,23987@28_31,23987@28,Bill Clinton-Clinton,f,23987@28_4-23987@28_31,44295
92111@4_16,92111@4_27,92111@4,Obama-Obama,f,92111@4_16-92111@4_27,11456
118053@1_32,118053@1_3,118053@1,Clinton-Clinton,f,118053@1_32-118053@1_3,50857
39397@33_32,39397@33_24,39397@33,Diana-Diana Chronicles,f,39397@33_32-39397@33_24,63498
149761@34_34,149761@34_9,149761@34,Obama-Obama,f,149761@34_34-149761@34_9,56472
22174@6_31,22174@6_18,22174@6,Kerry-John Kerry,f,22174@6_31-22174@6_18,43754
132186@31_1,132186@31_45,132186@31,Robinson-Craig Robinson,f,132186@31_1-132186@31_45,38599
84892@0_8,84892@0_29,84892@0,Clinton-Hillary Rodham Clinton,f,84892@0_8-84892@0_29,10067
62225@1_19,62225@1_1,62225@1,Olson-Ted Olson,f,62225@1_19-62225@1_1,34988
131068@0_59,131068@0_16,131068@0,Rainn Wilson-Rainn Wilson,f,131068@0_59-131068@0_16,73447
33683@48_27,33683@48_17,33683@48,Hughes-Ted Hughes,f,33683@48_27-33683@48_17,6744
46984@19_0,46984@19_11,46984@19,Anna Paquin-Paquin,f,46984@19_0-46984@19_11,44283
47383@5_28,47383@5_0,47383@5,Barry Bonds-Barry Bonds,f,47383@5_28-47383@5_0,44660
153862@32_0,153862@32_23,153862@32,Clinton-Clinton,f,153862@32_0-153862@32_23,42879
132391@20_16,132391@20_30,132391@20,Bill Clinton-Bill Clinton,f,132391@20_16-132391@20_30,15684
59970@172_27,59970@172_19,59970@172,McCain-McCain,f,59970@172_27-59970@172_19,11657
148954@23_29,148954@23_52,148954@23,Wilder-Wilder,f,148954@23_29-148954@23_52,38372
40427@42_10,40427@42_4,40427@42,McGraw-Tim McGraw,f,40427@42_10-40427@42_4,47140
145852@12_20,145852@12_30,145852@12,John McCain-McCain,f,145852@12_20-145852@12_30,74837
3704@29_30,3704@29_0,3704@29,Maria Zardone-Carlo Ponti,f,3704@29_30-3704@29_0,43927
153772@21_35,153772@21_26,153772@21,Obama-Obama,f,153772@21_35-153772@21_26,23022
84394@42_42,84394@42_6,84394@42,Hillary Clinton-Clinton,f,84394@42_42-84394@42_6,11800
113255@2_43,113255@2_15,113255@2,Obama-Obama,f,113255@2_43-113255@2_15,41275
116926@6_31,116926@6_8,116926@6,John McCain-McCain,f,116926@6_31-116926@6_8,71602
93477@0_33,93477@0_13,93477@0,Clinton-Bill Clinton,f,93477@0_33-93477@0_13,10061
51469@19_28,51469@19_18,51469@19,Maggie Gyllenhaal-Stephen Gyllenhaal,f,51469@19_28-51469@19_18,32249
134014@32_6,134014@32_36,134014@32,Palin-Palin,f,134014@32_6-134014@32_36,37666
89599@10_23,89599@10_6,89599@10,Obama-Obama,f,89599@10_23-89599@10_6,17509
58165@11_8,58165@11_0,58165@11,Clinton-Clinton,f,58165@11_8-58165@11_0,67479
35870@41_1,35870@41_7,35870@41,Clinton-Bill Clinton,f,35870@41_1-35870@41_7,28714
134368@17_37,134368@17_15,134368@17,Zardari-Zardari,f,134368@17_37-134368@17_15,35325
32666@56_2,32666@56_26,32666@56,Rubio-Rubio,f,32666@56_2-32666@56_26,6849
111325@12_10,111325@12_22,111325@12,Eisenhower-Dwight D. Eisenhower,f,111325@12_10-111325@12_22,71220
118053@4_19,118053@4_10,118053@4,Obama-Barack Obama,f,118053@4_19-118053@4_10,67950
110588@0_0,110588@0_9,110588@0,Crist-Charlie Crist,f,110588@0_0-110588@0_9,65224
43951@22_53,43951@22_9,43951@22,Julien-Julien,f,43951@22_53-43951@22_9,47259
67531@1_0,67531@1_19,67531@1,Gotbaum-Betsy Gotbaum,f,67531@1_0-67531@1_19,33596
23932@25_31,23932@25_2,23932@25,Clinton-Clintons,f,23932@25_31-23932@25_2,44453
93477@2_4,93477@2_23,93477@2,Clinton-Bill Clinton,f,93477@2_4-93477@2_23,34612
133318@24_4,133318@24_32,133318@24,Palin-Palin,f,133318@24_4-133318@24_32,72715
95467@8_5,95467@8_17,95467@8,Romney-Romney,f,95467@8_5-95467@8_17,72099
99766@26_10,99766@26_24,99766@26,McCain-McCain,f,99766@26_10-99766@26_24,35896
70210@0_67,70210@0_11,70210@0,Ben Affleck-Ben Affleck,f,70210@0_67-70210@0_11,48872
23987@7_2,23987@7_10,23987@7,Bill Clinton-Clinton,f,23987@7_2-23987@7_10,60284
92870@2_1,92870@2_33,92870@2,Clinton-Hillary Clinton,f,92870@2_1-92870@2_33,70539
37741@39_31,37741@39_26,37741@39,L. Scott Frantz-Frantz,f,37741@39_31-37741@39_26,46286
123759@60_33,123759@60_29,123759@60,Papelbon-Jonathan Papelbon,f,123759@60_33-123759@60_29,55564
10915@7_7,10915@7_16,10915@7,Becket-Becket,f,10915@7_7-10915@7_16,60170
32186@38_31,32186@38_28,32186@38,Ivan Raimi-Sam Raimi,f,32186@38_31-32186@38_28,28489
14870@0_65,14870@0_12,14870@0,Jim Carrey-Jim Carrey,f,14870@0_65-14870@0_12,294
95331@71_20,95331@71_8,95331@71,Grant-Ulysses S. Grant,f,95331@71_20-95331@71_8,69043
48123@42_6,48123@42_10,48123@42,Harold Nicolson-Nicolson,f,48123@42_6-48123@42_10,47720
119142@13_18,119142@13_2,119142@13,Clinton-Clinton,f,119142@13_18-119142@13_2,34403
104805@14_26,104805@14_4,104805@14,Clinton-Hillary Rodham Clinton,f,104805@14_26-104805@14_4,17353
29920@11_5,29920@11_21,29920@11,Stiller-Jerry Stiller,f,29920@11_5-29920@11_21,27773
118053@1_3,118053@1_32,118053@1,Clinton-Clinton,f,118053@1_3-118053@1_32,50852
146083@39_5,146083@39_0,146083@39,John McCain-McCain,f,146083@39_5-146083@39_0,42311
93505@5_15,93505@5_1,93505@5,Clinton-Hillary Clinton,f,93505@5_15-93505@5_1,53970
43362@24_0,43362@24_6,43362@24,Clinton-Bill Clinton,f,43362@24_0-43362@24_6,31006
150024@21_6,150024@21_35,150024@21,Clintons-Clinton,f,150024@21_6-150024@21_35,56938
134310@11_42,134310@11_28,134310@11,Johnson-Robert Wood Johnson IV,f,134310@11_42-134310@11_28,72172
71991@6_1,71991@6_6,71991@6,Obama-Barack Obama,f,71991@6_1-71991@6_6,49553
147929@7_2,147929@7_29,147929@7,Obama-Obama,f,147929@7_2-147929@7_29,75358
73800@22_27,73800@22_22,73800@22,Mukasey-Mukasey,f,73800@22_27-73800@22_22,51416
147434@37_1,147434@37_22,147434@37,Biden-Jean Finnegan Biden,f,147434@37_1-147434@37_22,22004
132754@4_31,132754@4_49,132754@4,Hillary Rodham Clinton-Clinton,f,132754@4_31-132754@4_49,16920
84395@7_20,84395@7_0,84395@7,Clinton-Clinton,f,84395@7_20-84395@7_0,63263
35686@0_13,35686@0_1,35686@0,Obama-Barack Obama,f,35686@0_13-35686@0_1,63160
65608@28_8,65608@28_0,65608@28,Clinton-Clinton,f,65608@28_8-65608@28_0,9397
99151@3_0,99151@3_37,99151@3,Nawaz Sharif-Sharif,f,99151@3_0-99151@3_37,71242
78992@48_9,78992@48_0,78992@48,Lohan-Lindsay Lohan,f,78992@48_9-78992@48_0,49632
4301@9_1,4301@9_25,4301@9,Jackson-Jackson,f,4301@9_1-4301@9_25,27681
73290@16_7,73290@16_23,73290@16,Michael Caine-Caine,f,73290@16_7-73290@16_23,31067
91267@23_3,91267@23_37,91267@23,Clinton-Clinton,f,91267@23_3-91267@23_37,69215
150751@3_27,150751@3_14,150751@3,Barack Obama-Obama,f,150751@3_27-150751@3_14,40431
70457@28_35,70457@28_9,70457@28,Ben Affleck-Ben Affleck,f,70457@28_35-70457@28_9,37953
132319@30_0,132319@30_17,132319@30,Zardari-Zardari,f,132319@30_0-132319@30_17,15925
47383@9_0,47383@9_18,47383@9,Venus Williams-Serena Williams,f,47383@9_0-47383@9_18,28880
132186@31_45,132186@31_1,132186@31,Craig Robinson-Robinson,f,132186@31_45-132186@31_1,38611
48123@31_20,48123@31_6,48123@31,Nicolson-Nicolson,f,48123@31_20-48123@31_6,7288
70775@36_15,70775@36_10,70775@36,Affleck-Ben Affleck,f,70775@36_15-70775@36_10,9497
118238@11_1,118238@11_35,118238@11,Hillary Rodham Clinton-Clinton,f,118238@11_1-118238@11_35,51762
63108@20_26,63108@20_22,63108@20,Tsongas-Tsongas,f,63108@20_26-63108@20_22,49985
144869@17_33,144869@17_3,144869@17,McCain-McCain,f,144869@17_33-144869@17_3,58711
77586@37_24,77586@37_14,77586@37,Roth-David Lee Roth,f,77586@37_24-77586@37_14,2558
9130@59_21,9130@59_34,9130@59,Pinault-Pinault,f,9130@59_21-9130@59_34,2788
390@10_76,390@10_70,390@10,Max Kennedy-Kerry Kennedy,f,390@10_76-390@10_70,59236
149548@14_4,149548@14_36,149548@14,Osment-Osment,f,149548@14_4-149548@14_36,18295
3845@17_6,3845@17_19,3845@17,Beckham-Beckham,f,3845@17_6-3845@17_19,60578
39608@12_45,39608@12_35,39608@12,Bill-Bill Clinton,f,39608@12_45-39608@12_35,65624
92111@26_26,92111@26_5,92111@26,Obama-Obama,f,92111@26_26-92111@26_5,68091
390@17_25,390@17_17,390@17,Kennedy-Rose Fitzgerald Kennedy,f,390@17_25-390@17_17,43171
150008@24_40,150008@24_54,150008@24,Clinton-Clinton,f,150008@24_40-150008@24_54,71618
111325@12_22,111325@12_10,111325@12,Dwight D. Eisenhower-Eisenhower,f,111325@12_22-111325@12_10,71222
