person1_id,person2_id,sentence_id,description,is_true,relation_id,id
eng-NG-31-141971-9990738_40_9,eng-NG-31-141971-9990738_40_3,eng-NG-31-141971-9990738_40,Zeng Jinyan-Hu Jia,t,eng-NG-31-141971-9990738_40_9-eng-NG-31-141971-9990738_40_3,253116
eng-NG-31-141957-9978378_359_3,eng-NG-31-141957-9978378_359_0,eng-NG-31-141957-9978378_359,Fergie-Josh Duhamel,t,eng-NG-31-141957-9978378_359_3-eng-NG-31-141957-9978378_359_0,47222
AFP_ENG_20070303.0108.LDC2009T13_9_4,AFP_ENG_20070303.0108.LDC2009T13_9_10,AFP_ENG_20070303.0108.LDC2009T13_9,Elizabeth Hurley-Arun Nayar,t,AFP_ENG_20070303.0108.LDC2009T13_9_4-AFP_ENG_20070303.0108.LDC2009T13_9_10,23418
eng-WL-107-174567-12932477_25_4,eng-WL-107-174567-12932477_25_0,eng-WL-107-174567-12932477_25,Jessica Biel-Justin Timberlake,t,eng-WL-107-174567-12932477_25_4-eng-WL-107-174567-12932477_25_0,64268
33100@68_0,33100@68_10,33100@68,Michael Sacco-Sophie Sacco,t,33100@68_0-33100@68_10,173817
eng-WL-11-174592-12942346_12_9,eng-WL-11-174592-12942346_12_4,eng-WL-11-174592-12942346_12,Jennifer Garner-Ben Affleck,t,eng-WL-11-174592-12942346_12_9-eng-WL-11-174592-12942346_12_4,255353
AFP_ENG_20080310.0042.LDC2009T13_10_6,AFP_ENG_20080310.0042.LDC2009T13_10_3,AFP_ENG_20080310.0042.LDC2009T13_10,Kevin Federline-Britney Spears,t,AFP_ENG_20080310.0042.LDC2009T13_10_6-AFP_ENG_20080310.0042.LDC2009T13_10_3,179271
eng-NG-31-147764-10551805_74_5,eng-NG-31-147764-10551805_74_2,eng-NG-31-147764-10551805_74,Jimmy Kimmel-Sarah Silverman,t,eng-NG-31-147764-10551805_74_5-eng-NG-31-147764-10551805_74_2,13585
AFP_ENG_20071219.0557.LDC2009T13_604_12,AFP_ENG_20071219.0557.LDC2009T13_604_1,AFP_ENG_20071219.0557.LDC2009T13_604,Ronald Reagan-Jane Wyman,t,AFP_ENG_20071219.0557.LDC2009T13_604_12-AFP_ENG_20071219.0557.LDC2009T13_604_1,85458
eng-WL-11-174575-12945984_134_6,eng-WL-11-174575-12945984_134_1,eng-WL-11-174575-12945984_134,Larry David-Laurie David,t,eng-WL-11-174575-12945984_134_6-eng-WL-11-174575-12945984_134_1,140842
AFP_ENG_20070213.0599.LDC2009T13_227_6,AFP_ENG_20070213.0599.LDC2009T13_227_0,AFP_ENG_20070213.0599.LDC2009T13_227,Gilbert Proesch-George Passmore,t,AFP_ENG_20070213.0599.LDC2009T13_227_6-AFP_ENG_20070213.0599.LDC2009T13_227_0,232396
eng-WL-11-174595-12968498_1403_6,eng-WL-11-174595-12968498_1403_8,eng-WL-11-174595-12968498_1403,Fergie-Josh Duhamel,t,eng-WL-11-174595-12968498_1403_6-eng-WL-11-174595-12968498_1403_8,264603
eng-WL-110-174612-12992998_70_61,eng-WL-110-174612-12992998_70_17,eng-WL-110-174612-12992998_70,Janet Jackson-Jermaine Dupri,t,eng-WL-110-174612-12992998_70_61-eng-WL-110-174612-12992998_70_17,109300
NYT_ENG_20070425.0211.LDC2009T13_838_1,NYT_ENG_20070425.0211.LDC2009T13_838_5,NYT_ENG_20070425.0211.LDC2009T13_838,Carice van Houten-Sebastian Koch,t,NYT_ENG_20070425.0211.LDC2009T13_838_1-NYT_ENG_20070425.0211.LDC2009T13_838_5,239333
NYT_ENG_20070429.0101.LDC2009T13_155_9,NYT_ENG_20070429.0101.LDC2009T13_155_0,NYT_ENG_20070429.0101.LDC2009T13_155,John Edwards-Elizabeth Edwards,t,NYT_ENG_20070429.0101.LDC2009T13_155_9-NYT_ENG_20070429.0101.LDC2009T13_155_0,281431
AFP_ENG_20070725.0387.LDC2009T13_226_14,AFP_ENG_20070725.0387.LDC2009T13_226_23,AFP_ENG_20070725.0387.LDC2009T13_226,Sonia Gandhi-Rajiv Gandhi,t,AFP_ENG_20070725.0387.LDC2009T13_226_14-AFP_ENG_20070725.0387.LDC2009T13_226_23,139450
NYT_ENG_20080819.0139.LDC2009T13_588_16,NYT_ENG_20080819.0139.LDC2009T13_588_13,NYT_ENG_20080819.0139.LDC2009T13_588,Wallace Wolodarsky-Maya Forbes,t,NYT_ENG_20080819.0139.LDC2009T13_588_16-NYT_ENG_20080819.0139.LDC2009T13_588_13,285336
eng-WL-11-174595-12968282_1610_47,eng-WL-11-174595-12968282_1610_23,eng-WL-11-174595-12968282_1610,William J. Bell-Lee Phillip Bell,t,eng-WL-11-174595-12968282_1610_47-eng-WL-11-174595-12968282_1610_23,226530
eng-NG-31-141957-9978531_14_4,eng-NG-31-141957-9978531_14_1,eng-NG-31-141957-9978531_14,Katie Holmes-Tom Cruise,t,eng-NG-31-141957-9978531_14_4-eng-NG-31-141957-9978531_14_1,260082
APW_ENG_20080517.0738.LDC2009T13_877_8,APW_ENG_20080517.0738.LDC2009T13_877_2,APW_ENG_20080517.0738.LDC2009T13_877,Maria Shriver-Arnold Schwarzenegger,t,APW_ENG_20080517.0738.LDC2009T13_877_8-APW_ENG_20080517.0738.LDC2009T13_877_2,257285
eng-NG-31-141957-9977820_16_3,eng-NG-31-141957-9977820_16_0,eng-NG-31-141957-9977820_16,Will Arnett-Amy Poehler,t,eng-NG-31-141957-9977820_16_3-eng-NG-31-141957-9977820_16_0,282405
NYT_ENG_20070603.0126.LDC2009T13_852_49,NYT_ENG_20070603.0126.LDC2009T13_852_31,NYT_ENG_20070603.0126.LDC2009T13_852,Andrea Mitchell-Alan Greenspan,t,NYT_ENG_20070603.0126.LDC2009T13_852_49-NYT_ENG_20070603.0126.LDC2009T13_852_31,130944
APW_ENG_20070405.0111.LDC2009T13_0_6,APW_ENG_20070405.0111.LDC2009T13_0_11,APW_ENG_20070405.0111.LDC2009T13_0,Whitney Houston-Bobby Brown,t,APW_ENG_20070405.0111.LDC2009T13_0_6-APW_ENG_20070405.0111.LDC2009T13_0_11,67674
LTW_ENG_20070907.0130.LDC2009T13_258_33,LTW_ENG_20070907.0130.LDC2009T13_258_36,LTW_ENG_20070907.0130.LDC2009T13_258,Ted Danson-Mary Steenburgen,t,LTW_ENG_20070907.0130.LDC2009T13_258_33-LTW_ENG_20070907.0130.LDC2009T13_258_36,48690
APW_ENG_20081216.0145.LDC2009T13_0_3,APW_ENG_20081216.0145.LDC2009T13_0_0,APW_ENG_20081216.0145.LDC2009T13_0,Liev Schreiber-Naomi Watts,t,APW_ENG_20081216.0145.LDC2009T13_0_3-APW_ENG_20081216.0145.LDC2009T13_0_0,11543
NYT_ENG_20070825.0087.LDC2009T13_1014_6,NYT_ENG_20070825.0087.LDC2009T13_1014_0,NYT_ENG_20070825.0087.LDC2009T13_1014,Mitt Romney-Ann Romney,t,NYT_ENG_20070825.0087.LDC2009T13_1014_6-NYT_ENG_20070825.0087.LDC2009T13_1014_0,203523
NYT_ENG_20070714.0131.LDC2009T13_529_34,NYT_ENG_20070714.0131.LDC2009T13_529_40,NYT_ENG_20070714.0131.LDC2009T13_529,Teresa Earnhardt-Dale Earnhardt,t,NYT_ENG_20070714.0131.LDC2009T13_529_34-NYT_ENG_20070714.0131.LDC2009T13_529_40,11935
NYT_ENG_20080402.0246.LDC2009T13_86_12,NYT_ENG_20080402.0246.LDC2009T13_86_22,NYT_ENG_20080402.0246.LDC2009T13_86,Hillary Rodham Clinton-Bill Clinton,t,NYT_ENG_20080402.0246.LDC2009T13_86_12-NYT_ENG_20080402.0246.LDC2009T13_86_22,158990
APW_ENG_20081215.1050.LDC2009T13_14_7,APW_ENG_20081215.1050.LDC2009T13_14_0,APW_ENG_20081215.1050.LDC2009T13_14,Guy Ritchie-Madonna,t,APW_ENG_20081215.1050.LDC2009T13_14_7-APW_ENG_20081215.1050.LDC2009T13_14_0,202326
APW_ENG_20070221.0234.LDC2009T13_626_19,APW_ENG_20070221.0234.LDC2009T13_626_38,APW_ENG_20070221.0234.LDC2009T13_626,Hillary Rodham Clinton-Bill Clinton,t,APW_ENG_20070221.0234.LDC2009T13_626_19-APW_ENG_20070221.0234.LDC2009T13_626_38,79301
AFP_ENG_20080815.0497.LDC2009T13_7_2,AFP_ENG_20080815.0497.LDC2009T13_7_18,AFP_ENG_20080815.0497.LDC2009T13_7,Nicolas Sarkozy-Carla Bruni,t,AFP_ENG_20080815.0497.LDC2009T13_7_2-AFP_ENG_20080815.0497.LDC2009T13_7_18,252106
APW_ENG_20070727.0103.LDC2009T13_74_1,APW_ENG_20070727.0103.LDC2009T13_74_4,APW_ENG_20070727.0103.LDC2009T13_74,Patti Scialfa-Bruce Springsteen,t,APW_ENG_20070727.0103.LDC2009T13_74_1-APW_ENG_20070727.0103.LDC2009T13_74_4,217290
eng-WL-11-174595-12967555_742_0,eng-WL-11-174595-12967555_742_24,eng-WL-11-174595-12967555_742,Sienna Miller-Jude Law,t,eng-WL-11-174595-12967555_742_0-eng-WL-11-174595-12967555_742_24,225644
eng-WL-11-174595-12968396_3113_11,eng-WL-11-174595-12968396_3113_14,eng-WL-11-174595-12968396_3113,Rebecca Romijn-Jerry O'Connell,t,eng-WL-11-174595-12968396_3113_11-eng-WL-11-174595-12968396_3113_14,74093
eng-WL-11-174597-12965566_4_23,eng-WL-11-174597-12965566_4_12,eng-WL-11-174597-12965566_4,Spencer Pratt-Heidi Montag,t,eng-WL-11-174597-12965566_4_23-eng-WL-11-174597-12965566_4_12,18334
APW_ENG_20070415.0760.LDC2009T13_359_0,APW_ENG_20070415.0760.LDC2009T13_359_8,APW_ENG_20070415.0760.LDC2009T13_359,Madonna-Guy Ritchie,t,APW_ENG_20070415.0760.LDC2009T13_359_0-APW_ENG_20070415.0760.LDC2009T13_359_8,24157
eng-WL-11-174595-12967902_2210_10,eng-WL-11-174595-12967902_2210_13,eng-WL-11-174595-12967902_2210,Jude Law-Sienna Miller,t,eng-WL-11-174595-12967902_2210_10-eng-WL-11-174595-12967902_2210_13,233055
LTW_ENG_20080516.0116.LDC2009T13_450_7,LTW_ENG_20080516.0116.LDC2009T13_450_25,LTW_ENG_20080516.0116.LDC2009T13_450,Aung San Suu Kyi-Michael Aris,t,LTW_ENG_20080516.0116.LDC2009T13_450_7-LTW_ENG_20080516.0116.LDC2009T13_450_25,13355
APW_ENG_20070222.1665.LDC2009T13_19_7,APW_ENG_20070222.1665.LDC2009T13_19_15,APW_ENG_20070222.1665.LDC2009T13_19,Kevin Federline-Britney Spears,t,APW_ENG_20070222.1665.LDC2009T13_19_7-APW_ENG_20070222.1665.LDC2009T13_19_15,65575
APW_ENG_20080527.0149.LDC2009T13_398_28,APW_ENG_20080527.0149.LDC2009T13_398_47,APW_ENG_20080527.0149.LDC2009T13_398,Nicole Kidman-Tom Cruise,t,APW_ENG_20080527.0149.LDC2009T13_398_28-APW_ENG_20080527.0149.LDC2009T13_398_47,199277
NYT_ENG_20081004.0035.LDC2009T13_920_11,NYT_ENG_20081004.0035.LDC2009T13_920_14,NYT_ENG_20081004.0035.LDC2009T13_920,Frank McCourt-Jamie McCourt,t,NYT_ENG_20081004.0035.LDC2009T13_920_11-NYT_ENG_20081004.0035.LDC2009T13_920_14,35619
APW_ENG_20081122.0531.LDC2009T13_417_3,APW_ENG_20081122.0531.LDC2009T13_417_0,APW_ENG_20081122.0531.LDC2009T13_417,Fedor Sokolov-Ekaterina Sokolova,t,APW_ENG_20081122.0531.LDC2009T13_417_3-APW_ENG_20081122.0531.LDC2009T13_417_0,256443
APW_ENG_20080919.0495.LDC2009T13_12_5,APW_ENG_20080919.0495.LDC2009T13_12_2,APW_ENG_20080919.0495.LDC2009T13_12,Annette Bening-Warren Beatty,t,APW_ENG_20080919.0495.LDC2009T13_12_5-APW_ENG_20080919.0495.LDC2009T13_12_2,273055
157414@21_10,157414@21_0,157414@21,Calvin Coolidge-Grace Coolidge,t,157414@21_10-157414@21_0,58253
eng-WL-11-174595-12970982_214_0,eng-WL-11-174595-12970982_214_6,eng-WL-11-174595-12970982_214,Michael Lohan-Dina Lohan,t,eng-WL-11-174595-12970982_214_0-eng-WL-11-174595-12970982_214_6,123293
eng-WL-11-174579-12936964_17_8,eng-WL-11-174579-12936964_17_13,eng-WL-11-174579-12936964_17,Angelina Jolie-Brad Pitt,t,eng-WL-11-174579-12936964_17_8-eng-WL-11-174579-12936964_17_13,280909
eng-NG-31-145805-10295978_106_13,eng-NG-31-145805-10295978_106_27,eng-NG-31-145805-10295978_106,Katie Holmes-Tom Cruise,t,eng-NG-31-145805-10295978_106_13-eng-NG-31-145805-10295978_106_27,48355
APW_ENG_20081212.0145.LDC2009T13_237_2,APW_ENG_20081212.0145.LDC2009T13_237_6,APW_ENG_20081212.0145.LDC2009T13_237,Eddie Van Halen-Valerie Bertinelli,t,APW_ENG_20081212.0145.LDC2009T13_237_2-APW_ENG_20081212.0145.LDC2009T13_237_6,237841
NYT_ENG_20070803.0020.LDC2009T13_428_3,NYT_ENG_20070803.0020.LDC2009T13_428_6,NYT_ENG_20070803.0020.LDC2009T13_428,Tom Cruise-Nicole Kidman,t,NYT_ENG_20070803.0020.LDC2009T13_428_3-NYT_ENG_20070803.0020.LDC2009T13_428_6,149631
106205@19_26,106205@19_35,106205@19,Yoko Ono-John Lennon,t,106205@19_26-106205@19_35,94991
NYT_ENG_20071018.0081.LDC2009T13_12_2,NYT_ENG_20071018.0081.LDC2009T13_12_21,NYT_ENG_20071018.0081.LDC2009T13_12,Valerie Harper-Tony Cacciotti,t,NYT_ENG_20071018.0081.LDC2009T13_12_2-NYT_ENG_20071018.0081.LDC2009T13_12_21,261402
NYT_ENG_20080223.0028.LDC2009T13_9_36,NYT_ENG_20080223.0028.LDC2009T13_9_41,NYT_ENG_20080223.0028.LDC2009T13_9,Arthur Miller-Marilyn Monroe,t,NYT_ENG_20080223.0028.LDC2009T13_9_36-NYT_ENG_20080223.0028.LDC2009T13_9_41,219799
