person1_id,person2_id,sentence_id,description,is_true,relation_id,id
eng-WL-111-174634-12995941_76_26,eng-WL-111-174634-12995941_76_13,eng-WL-111-174634-12995941_76,Paul Scharner-Clint Dempsey,f,eng-WL-111-174634-12995941_76_26-eng-WL-111-174634-12995941_76_13,365516
APW_ENG_20080124.1601.LDC2009T13_930_5,APW_ENG_20080124.1601.LDC2009T13_930_38,APW_ENG_20080124.1601.LDC2009T13_930,Fred Thompson-Mitt Romney,f,APW_ENG_20080124.1601.LDC2009T13_930_5-APW_ENG_20080124.1601.LDC2009T13_930_38,277737
NYT_ENG_20070215.0234.LDC2009T13_352_11,NYT_ENG_20070215.0234.LDC2009T13_352_53,NYT_ENG_20070215.0234.LDC2009T13_352,Jim-Dawn,f,NYT_ENG_20070215.0234.LDC2009T13_352_11-NYT_ENG_20070215.0234.LDC2009T13_352_53,520187
APW_ENG_20080924.0099.LDC2009T13_97_14,APW_ENG_20080924.0099.LDC2009T13_97_22,APW_ENG_20080924.0099.LDC2009T13_97,Lyndon B. Johnson-Barry Goldwater,f,APW_ENG_20080924.0099.LDC2009T13_97_14-APW_ENG_20080924.0099.LDC2009T13_97_22,497612
NYT_ENG_20070906.0176.LDC2009T13_108_32,NYT_ENG_20070906.0176.LDC2009T13_108_10,NYT_ENG_20070906.0176.LDC2009T13_108,Mary Steenburgen-Larry,f,NYT_ENG_20070906.0176.LDC2009T13_108_32-NYT_ENG_20070906.0176.LDC2009T13_108_10,43136
NYT_ENG_20081016.0093.LDC2009T13_931_17,NYT_ENG_20081016.0093.LDC2009T13_931_11,NYT_ENG_20081016.0093.LDC2009T13_931,David Axelrod-Barack Obama,f,NYT_ENG_20081016.0093.LDC2009T13_931_17-NYT_ENG_20081016.0093.LDC2009T13_931_11,52531
NYT_ENG_20070306.0212.LDC2009T13_135_19,NYT_ENG_20070306.0212.LDC2009T13_135_1,NYT_ENG_20070306.0212.LDC2009T13_135,Donovan-Jo,f,NYT_ENG_20070306.0212.LDC2009T13_135_19-NYT_ENG_20070306.0212.LDC2009T13_135_1,478748
NYT_ENG_20070701.0061.LDC2009T13_51_10,NYT_ENG_20070701.0061.LDC2009T13_51_28,NYT_ENG_20070701.0061.LDC2009T13_51,Dan Dickau-Steve Francis,f,NYT_ENG_20070701.0061.LDC2009T13_51_10-NYT_ENG_20070701.0061.LDC2009T13_51_28,415255
APW_ENG_20080125.1198.LDC2009T13_303_11,APW_ENG_20080125.1198.LDC2009T13_303_8,APW_ENG_20080125.1198.LDC2009T13_303,Samuel Eto'o-Didier Drogba,f,APW_ENG_20080125.1198.LDC2009T13_303_11-APW_ENG_20080125.1198.LDC2009T13_303_8,454128
eng-WL-11-174592-12943287_100_13,eng-WL-11-174592-12943287_100_0,eng-WL-11-174592-12943287_100,Isaiah Washington-Katherine Heigl,f,eng-WL-11-174592-12943287_100_13-eng-WL-11-174592-12943287_100_0,463585
NYT_ENG_20071017.0179.LDC2009T13_274_11,NYT_ENG_20071017.0179.LDC2009T13_274_1,NYT_ENG_20071017.0179.LDC2009T13_274,Antonio Gates-Philip Rivers,f,NYT_ENG_20071017.0179.LDC2009T13_274_11-NYT_ENG_20071017.0179.LDC2009T13_274_1,127751
eng-WL-11-174595-12968333_1983_0,eng-WL-11-174595-12968333_1983_45,eng-WL-11-174595-12968333_1983,Tim McGraw-Tim,f,eng-WL-11-174595-12968333_1983_0-eng-WL-11-174595-12968333_1983_45,222602
NYT_ENG_20080206.0155.LDC2009T13_81_22,NYT_ENG_20080206.0155.LDC2009T13_81_1,NYT_ENG_20080206.0155.LDC2009T13_81,Walter Raleigh-Joan,f,NYT_ENG_20080206.0155.LDC2009T13_81_22-NYT_ENG_20080206.0155.LDC2009T13_81_1,126998
eng-NG-31-145805-10295974_15_4,eng-NG-31-145805-10295974_15_13,eng-NG-31-145805-10295974_15,Amy Winehouse-Amy Winehouse,f,eng-NG-31-145805-10295974_15_4-eng-NG-31-145805-10295974_15_13,337197
NYT_ENG_20080504.0196.LDC2009T13_724_17,NYT_ENG_20080504.0196.LDC2009T13_724_0,NYT_ENG_20080504.0196.LDC2009T13_724,Kim-Phil Mickelson,f,NYT_ENG_20080504.0196.LDC2009T13_724_17-NYT_ENG_20080504.0196.LDC2009T13_724_0,308636
eng-NG-31-141971-9989865_1549_8,eng-NG-31-141971-9989865_1549_1,eng-NG-31-141971-9989865_1549,Aurangzeb-Shah Jahan,f,eng-NG-31-141971-9989865_1549_8-eng-NG-31-141971-9989865_1549_1,251217
APW_ENG_20081210.0888.LDC2009T13_228_29,APW_ENG_20081210.0888.LDC2009T13_228_1,APW_ENG_20081210.0888.LDC2009T13_228,Ricky Martin-George W. Bush,f,APW_ENG_20081210.0888.LDC2009T13_228_29-APW_ENG_20081210.0888.LDC2009T13_228_1,265830
AFP_ENG_20070530.0163.LDC2009T13_207_24,AFP_ENG_20070530.0163.LDC2009T13_207_19,AFP_ENG_20070530.0163.LDC2009T13_207,Joseph Stiglitz-Jimmy Carter,f,AFP_ENG_20070530.0163.LDC2009T13_207_24-AFP_ENG_20070530.0163.LDC2009T13_207_19,526535
AFP_ENG_20081006.0454.LDC2009T13_261_0,AFP_ENG_20081006.0454.LDC2009T13_261_12,AFP_ENG_20081006.0454.LDC2009T13_261,Zubin Mehta-Mehli Mehta,f,AFP_ENG_20081006.0454.LDC2009T13_261_0-AFP_ENG_20081006.0454.LDC2009T13_261_12,435502
38490@55_6,38490@55_31,38490@55,Ferrell-Ferrell,f,38490@55_6-38490@55_31,360737
NYT_ENG_20080425.0147.LDC2009T13_363_11,NYT_ENG_20080425.0147.LDC2009T13_363_31,NYT_ENG_20080425.0147.LDC2009T13_363,Bill Clinton-Barack Obama,f,NYT_ENG_20080425.0147.LDC2009T13_363_11-NYT_ENG_20080425.0147.LDC2009T13_363_31,392362
AFP_ENG_20070809.0099.LDC2009T13_569_0,AFP_ENG_20070809.0099.LDC2009T13_569_38,AFP_ENG_20070809.0099.LDC2009T13_569,Kate-David Hughes,f,AFP_ENG_20070809.0099.LDC2009T13_569_0-AFP_ENG_20070809.0099.LDC2009T13_569_38,93791
APW_ENG_20080308.0665.LDC2009T13_399_10,APW_ENG_20080308.0665.LDC2009T13_399_15,APW_ENG_20080308.0665.LDC2009T13_399,Jones-Mike Phillips,f,APW_ENG_20080308.0665.LDC2009T13_399_10-APW_ENG_20080308.0665.LDC2009T13_399_15,421510
eng-WL-11-174588-12938249_1667_10,eng-WL-11-174588-12938249_1667_30,eng-WL-11-174588-12938249_1667,Ryan O'Neal-Michael Jackson,f,eng-WL-11-174588-12938249_1667_10-eng-WL-11-174588-12938249_1667_30,82953
NYT_ENG_20080407.0113.LDC2009T13_7_1,NYT_ENG_20080407.0113.LDC2009T13_7_26,NYT_ENG_20080407.0113.LDC2009T13_7,Rod Serling-Anne Adams,f,NYT_ENG_20080407.0113.LDC2009T13_7_1-NYT_ENG_20080407.0113.LDC2009T13_7_26,300613
APW_ENG_20070410.1448.LDC2009T13_73_14,APW_ENG_20070410.1448.LDC2009T13_73_0,APW_ENG_20070410.1448.LDC2009T13_73,Daniele De Rossi-Alan Smith,f,APW_ENG_20070410.1448.LDC2009T13_73_14-APW_ENG_20070410.1448.LDC2009T13_73_0,285509
NYT_ENG_20070318.0044.LDC2009T13_538_38,NYT_ENG_20070318.0044.LDC2009T13_538_3,NYT_ENG_20070318.0044.LDC2009T13_538,Jason Giambi-Bret Boone,f,NYT_ENG_20070318.0044.LDC2009T13_538_38-NYT_ENG_20070318.0044.LDC2009T13_538_3,198319
NYT_ENG_20080103.0182.LDC2009T13_214_30,NYT_ENG_20080103.0182.LDC2009T13_214_0,NYT_ENG_20080103.0182.LDC2009T13_214,Clemens-Clemens,f,NYT_ENG_20080103.0182.LDC2009T13_214_30-NYT_ENG_20080103.0182.LDC2009T13_214_0,471159
NYT_ENG_20081114.0163.LDC2009T13_620_9,NYT_ENG_20081114.0163.LDC2009T13_620_6,NYT_ENG_20081114.0163.LDC2009T13_620,Hugh-Mary,f,NYT_ENG_20081114.0163.LDC2009T13_620_9-NYT_ENG_20081114.0163.LDC2009T13_620_6,475278
eng-WL-11-174594-12963277_33_0,eng-WL-11-174594-12963277_33_8,eng-WL-11-174594-12963277_33,Eli-Eli Manning,f,eng-WL-11-174594-12963277_33_0-eng-WL-11-174594-12963277_33_8,497551
NYT_ENG_20070405.0132.LDC2009T13_846_17,NYT_ENG_20070405.0132.LDC2009T13_846_29,NYT_ENG_20070405.0132.LDC2009T13_846,Marley Shelton-Bruce Willis,f,NYT_ENG_20070405.0132.LDC2009T13_846_17-NYT_ENG_20070405.0132.LDC2009T13_846_29,156619
AFP_ENG_20070314.0274.LDC2009T13_57_57,AFP_ENG_20070314.0274.LDC2009T13_57_14,AFP_ENG_20070314.0274.LDC2009T13_57,David Weir-Gary Caldwell,f,AFP_ENG_20070314.0274.LDC2009T13_57_57-AFP_ENG_20070314.0274.LDC2009T13_57_14,225848
NYT_ENG_20070416.0204.LDC2009T13_1019_61,NYT_ENG_20070416.0204.LDC2009T13_1019_64,NYT_ENG_20070416.0204.LDC2009T13_1019,Henry Fonda-Frank,f,NYT_ENG_20070416.0204.LDC2009T13_1019_61-NYT_ENG_20070416.0204.LDC2009T13_1019_64,171199
NYT_ENG_20080403.0115.LDC2009T13_137_14,NYT_ENG_20080403.0115.LDC2009T13_137_26,NYT_ENG_20080403.0115.LDC2009T13_137,Clark Gable-Preston Sturges,f,NYT_ENG_20080403.0115.LDC2009T13_137_14-NYT_ENG_20080403.0115.LDC2009T13_137_26,432364
APW_ENG_20081102.0247.LDC2009T13_153_21,APW_ENG_20081102.0247.LDC2009T13_153_32,APW_ENG_20081102.0247.LDC2009T13_153,Mitchell Johnson-Shane Watson,f,APW_ENG_20081102.0247.LDC2009T13_153_21-APW_ENG_20081102.0247.LDC2009T13_153_32,364725
LTW_ENG_20080220.0148.LDC2009T13_1087_29,LTW_ENG_20080220.0148.LDC2009T13_1087_23,LTW_ENG_20080220.0148.LDC2009T13_1087,Cesar Chavez-Deval Patrick,f,LTW_ENG_20080220.0148.LDC2009T13_1087_29-LTW_ENG_20080220.0148.LDC2009T13_1087_23,232847
NYT_ENG_20071107.0163.LDC2009T13_200_33,NYT_ENG_20071107.0163.LDC2009T13_200_39,NYT_ENG_20071107.0163.LDC2009T13_200,Helen Mirren-Nicollette Sheridan,f,NYT_ENG_20071107.0163.LDC2009T13_200_33-NYT_ENG_20071107.0163.LDC2009T13_200_39,276498
AFP_ENG_20070427.0251.LDC2009T13_8_4,AFP_ENG_20070427.0251.LDC2009T13_8_21,AFP_ENG_20070427.0251.LDC2009T13_8,Abdullah Ahmad Badawi-Anwar Ibrahim,f,AFP_ENG_20070427.0251.LDC2009T13_8_4-AFP_ENG_20070427.0251.LDC2009T13_8_21,24812
APW_ENG_20070503.0746.LDC2009T13_103_10,APW_ENG_20070503.0746.LDC2009T13_103_20,APW_ENG_20070503.0746.LDC2009T13_103,Mark Thatcher-Margaret Thatcher,f,APW_ENG_20070503.0746.LDC2009T13_103_10-APW_ENG_20070503.0746.LDC2009T13_103_20,146628
NYT_ENG_20080501.0106.LDC2009T13_852_0,NYT_ENG_20080501.0106.LDC2009T13_852_3,NYT_ENG_20080501.0106.LDC2009T13_852,Ellen DeGeneres-Jay Leno,f,NYT_ENG_20080501.0106.LDC2009T13_852_0-NYT_ENG_20080501.0106.LDC2009T13_852_3,226265
eng-NG-31-141957-9979070_979_12,eng-NG-31-141957-9979070_979_6,eng-NG-31-141957-9979070_979,Teri Hatcher-Josh Hartnett,f,eng-NG-31-141957-9979070_979_12-eng-NG-31-141957-9979070_979_6,203726
eng-WL-108-174569-12987511_516_10,eng-WL-108-174569-12987511_516_13,eng-WL-108-174569-12987511_516,Chris Dodd-Barbara Boxer,f,eng-WL-108-174569-12987511_516_10-eng-WL-108-174569-12987511_516_13,66159
AFP_ENG_20080521.0039.LDC2009T13_644_26,AFP_ENG_20080521.0039.LDC2009T13_644_24,AFP_ENG_20080521.0039.LDC2009T13_644,Rooney-Nani,f,AFP_ENG_20080521.0039.LDC2009T13_644_26-AFP_ENG_20080521.0039.LDC2009T13_644_24,296523
NYT_ENG_20070903.0022.LDC2009T13_687_24,NYT_ENG_20070903.0022.LDC2009T13_687_14,NYT_ENG_20070903.0022.LDC2009T13_687,Jermaine O'Neal-Vince Carter,f,NYT_ENG_20070903.0022.LDC2009T13_687_24-NYT_ENG_20070903.0022.LDC2009T13_687_14,51793
AFP_ENG_20080322.0348.LDC2009T13_31_31,AFP_ENG_20080322.0348.LDC2009T13_31_24,AFP_ENG_20080322.0348.LDC2009T13_31,Mike Riley-Ashley Cole,f,AFP_ENG_20080322.0348.LDC2009T13_31_31-AFP_ENG_20080322.0348.LDC2009T13_31_24,381022
AFP_ENG_20081112.0237.LDC2009T13_5_14,AFP_ENG_20081112.0237.LDC2009T13_5_3,AFP_ENG_20081112.0237.LDC2009T13_5,Dmitry Medvedev-Vladimir Putin,f,AFP_ENG_20081112.0237.LDC2009T13_5_14-AFP_ENG_20081112.0237.LDC2009T13_5_3,32094
AFP_ENG_20080328.0303.LDC2009T13_8_3,AFP_ENG_20080328.0303.LDC2009T13_8_10,AFP_ENG_20080328.0303.LDC2009T13_8,Morgan Tsvangirai-Robert Mugabe,f,AFP_ENG_20080328.0303.LDC2009T13_8_3-AFP_ENG_20080328.0303.LDC2009T13_8_10,245583
NYT_ENG_20070410.0092.LDC2009T13_7_49,NYT_ENG_20070410.0092.LDC2009T13_7_2,NYT_ENG_20070410.0092.LDC2009T13_7,Dick Cheney-Nancy Pelosi,f,NYT_ENG_20070410.0092.LDC2009T13_7_49-NYT_ENG_20070410.0092.LDC2009T13_7_2,126591
juancole.com_juancole_20031102090400_ENG_20031102_090400.LDC2006E32_975_22,juancole.com_juancole_20031102090400_ENG_20031102_090400.LDC2006E32_975_17,juancole.com_juancole_20031102090400_ENG_20031102_090400.LDC2006E32_975,Saddam Hussein-Saddam Hussein,f,juancole.com_juancole_20031102090400_ENG_20031102_090400.LDC2006E32_975_22-juancole.com_juancole_20031102090400_ENG_20031102_090400.LDC2006E32_975_17,524014
APW_ENG_20081004.0719.LDC2009T13_178_4,APW_ENG_20081004.0719.LDC2009T13_178_17,APW_ENG_20081004.0719.LDC2009T13_178,Will Smith-Forest Whitaker,f,APW_ENG_20081004.0719.LDC2009T13_178_4-APW_ENG_20081004.0719.LDC2009T13_178_17,188772
AFP_ENG_20070307.0532.LDC2009T13_57_10,AFP_ENG_20070307.0532.LDC2009T13_57_0,AFP_ENG_20070307.0532.LDC2009T13_57,Ziaur Rahman-Rahman,f,AFP_ENG_20070307.0532.LDC2009T13_57_10-AFP_ENG_20070307.0532.LDC2009T13_57_0,480160
eng-WL-11-174573-12958287_422_64,eng-WL-11-174573-12958287_422_69,eng-WL-11-174573-12958287_422,Debbie-James McAvoy,f,eng-WL-11-174573-12958287_422_64-eng-WL-11-174573-12958287_422_69,394835
eng-WL-11-174573-12958948_347_4,eng-WL-11-174573-12958948_347_2,eng-WL-11-174573-12958948_347,Michael-Ellen,f,eng-WL-11-174573-12958948_347_4-eng-WL-11-174573-12958948_347_2,91889
APW_ENG_20070413.0198.LDC2009T13_103_3,APW_ENG_20070413.0198.LDC2009T13_103_17,APW_ENG_20070413.0198.LDC2009T13_103,Mike Myers-Justin Timberlake,f,APW_ENG_20070413.0198.LDC2009T13_103_3-APW_ENG_20070413.0198.LDC2009T13_103_17,113629
APW_ENG_20071017.1139.LDC2009T13_311_7,APW_ENG_20071017.1139.LDC2009T13_311_25,APW_ENG_20071017.1139.LDC2009T13_311,Paul Robinson-Robinson,f,APW_ENG_20071017.1139.LDC2009T13_311_7-APW_ENG_20071017.1139.LDC2009T13_311_25,233618
NYT_ENG_20081001.0105.LDC2009T13_5_33,NYT_ENG_20081001.0105.LDC2009T13_5_39,NYT_ENG_20081001.0105.LDC2009T13_5,John McCain-Barack Obama,f,NYT_ENG_20081001.0105.LDC2009T13_5_33-NYT_ENG_20081001.0105.LDC2009T13_5_39,13025
APW_ENG_20071101.0669.LDC2009T13_362_21,APW_ENG_20071101.0669.LDC2009T13_362_24,APW_ENG_20071101.0669.LDC2009T13_362,Wayne Rooney-Carlos Tevez,f,APW_ENG_20071101.0669.LDC2009T13_362_21-APW_ENG_20071101.0669.LDC2009T13_362_24,450769
eng-NG-31-105609-11966740_15_4,eng-NG-31-105609-11966740_15_0,eng-NG-31-105609-11966740_15,Rosanna-Rosanna,f,eng-NG-31-105609-11966740_15_4-eng-NG-31-105609-11966740_15_0,381482
AFP_ENG_20070710.0359.LDC2009T13_179_0,AFP_ENG_20070710.0359.LDC2009T13_179_11,AFP_ENG_20070710.0359.LDC2009T13_179,Emma Williams-Susan,f,AFP_ENG_20070710.0359.LDC2009T13_179_0-AFP_ENG_20070710.0359.LDC2009T13_179_11,367815
APW_ENG_20080421.0189.LDC2009T13_908_12,APW_ENG_20080421.0189.LDC2009T13_908_18,APW_ENG_20080421.0189.LDC2009T13_908,John McCain-John McCain,f,APW_ENG_20080421.0189.LDC2009T13_908_12-APW_ENG_20080421.0189.LDC2009T13_908_18,258798
NYT_ENG_20070622.0084.LDC2009T13_14_18,NYT_ENG_20070622.0084.LDC2009T13_14_12,NYT_ENG_20070622.0084.LDC2009T13_14,Joel Tobeck-Loren Horsley,f,NYT_ENG_20070622.0084.LDC2009T13_14_18-NYT_ENG_20070622.0084.LDC2009T13_14_12,110154
AFP_ENG_20081111.0696.LDC2009T13_623_1,AFP_ENG_20081111.0696.LDC2009T13_623_3,AFP_ENG_20081111.0696.LDC2009T13_623,Bush-Laura Bush,f,AFP_ENG_20081111.0696.LDC2009T13_623_1-AFP_ENG_20081111.0696.LDC2009T13_623_3,346232
APW_ENG_20071211.0690.LDC2009T13_393_24,APW_ENG_20071211.0690.LDC2009T13_393_4,APW_ENG_20071211.0690.LDC2009T13_393,Uma Thurman-Al Gore,f,APW_ENG_20071211.0690.LDC2009T13_393_24-APW_ENG_20071211.0690.LDC2009T13_393_4,414488
APW_ENG_20070103.0766.LDC2009T13_160_9,APW_ENG_20070103.0766.LDC2009T13_160_2,APW_ENG_20070103.0766.LDC2009T13_160,Makhaya Ntini-Dale Steyn,f,APW_ENG_20070103.0766.LDC2009T13_160_9-APW_ENG_20070103.0766.LDC2009T13_160_2,261886
eng-NG-31-141808-9967173_243_30,eng-NG-31-141808-9967173_243_21,eng-NG-31-141808-9967173_243,Adolf Hitler-Richard Wagner,f,eng-NG-31-141808-9967173_243_30-eng-NG-31-141808-9967173_243_21,433698
