person1_id,person2_id,sentence_id,description,is_true,relation_id,id
NYT_ENG_20071130.0108.LDC2009T13_944_23,NYT_ENG_20071130.0108.LDC2009T13_944_2,NYT_ENG_20071130.0108.LDC2009T13_944,Hillary Rodham Clinton-Bill Clinton,t,NYT_ENG_20071130.0108.LDC2009T13_944_23-NYT_ENG_20071130.0108.LDC2009T13_944_2,391231
AFP_ENG_20080801.0421.LDC2009T13_38_12,AFP_ENG_20080801.0421.LDC2009T13_38_8,AFP_ENG_20080801.0421.LDC2009T13_38,Bun Rany-Hun Sen,t,AFP_ENG_20080801.0421.LDC2009T13_38_12-AFP_ENG_20080801.0421.LDC2009T13_38_8,10651
APW_ENG_20071214.1123.LDC2009T13_16_3,APW_ENG_20071214.1123.LDC2009T13_16_0,APW_ENG_20071214.1123.LDC2009T13_16,Greg Norman-Chris Evert,t,APW_ENG_20071214.1123.LDC2009T13_16_3-APW_ENG_20071214.1123.LDC2009T13_16_0,248721
AFP_ENG_20080520.0048.LDC2009T13_8_13,AFP_ENG_20080520.0048.LDC2009T13_8_1,AFP_ENG_20080520.0048.LDC2009T13_8,Cash Warren-Jessica Alba,t,AFP_ENG_20080520.0048.LDC2009T13_8_13-AFP_ENG_20080520.0048.LDC2009T13_8_1,35617
eng-NG-31-100029-10771005_866_1,eng-NG-31-100029-10771005_866_4,eng-NG-31-100029-10771005_866,Nicole Kidman-Keith Urban,t,eng-NG-31-100029-10771005_866_1-eng-NG-31-100029-10771005_866_4,35680
eng-WL-11-174573-12960569_558_5,eng-WL-11-174573-12960569_558_2,eng-WL-11-174573-12960569_558,Uma Thurman-Ethan Hawke,t,eng-WL-11-174573-12960569_558_5-eng-WL-11-174573-12960569_558_2,325818
APW_ENG_20080222.0024.LDC2009T13_104_0,APW_ENG_20080222.0024.LDC2009T13_104_11,APW_ENG_20080222.0024.LDC2009T13_104,Asif Ali Zardari-Benazir Bhutto,t,APW_ENG_20080222.0024.LDC2009T13_104_0-APW_ENG_20080222.0024.LDC2009T13_104_11,459541
eng-NG-31-102599-10990170_184_0,eng-NG-31-102599-10990170_184_3,eng-NG-31-102599-10990170_184,Miranda Lambert-Blake Shelton,t,eng-NG-31-102599-10990170_184_0-eng-NG-31-102599-10990170_184_3,498384
AFP_ENG_20071004.0627.LDC2009T13_159_14,AFP_ENG_20071004.0627.LDC2009T13_159_23,AFP_ENG_20071004.0627.LDC2009T13_159,Jemima Khan-Imran Khan,t,AFP_ENG_20071004.0627.LDC2009T13_159_14-AFP_ENG_20071004.0627.LDC2009T13_159_23,350367
AFP_ENG_20070704.0642.LDC2009T13_11_29,AFP_ENG_20070704.0642.LDC2009T13_11_36,AFP_ENG_20070704.0642.LDC2009T13_11,Tony Parker-Eva Longoria,t,AFP_ENG_20070704.0642.LDC2009T13_11_29-AFP_ENG_20070704.0642.LDC2009T13_11_36,316715
32740@1_3,32740@1_6,32740@1,Lucille Ball-Desi Arnaz,t,32740@1_3-32740@1_6,216918
eng-WL-11-174595-12967525_502_3,eng-WL-11-174595-12967525_502_0,eng-WL-11-174595-12967525_502,Ashton Kutcher-Demi Moore,t,eng-WL-11-174595-12967525_502_3-eng-WL-11-174595-12967525_502_0,84738
APW_ENG_20070706.0064.LDC2009T13_375_4,APW_ENG_20070706.0064.LDC2009T13_375_25,APW_ENG_20070706.0064.LDC2009T13_375,Padma Lakshmi-Salman Rushdie,t,APW_ENG_20070706.0064.LDC2009T13_375_4-APW_ENG_20070706.0064.LDC2009T13_375_25,459429
LTW_ENG_20070223.0140.LDC2009T13_12_2,LTW_ENG_20070223.0140.LDC2009T13_12_48,LTW_ENG_20070223.0140.LDC2009T13_12,Bill Clinton-Hillary Rodham Clinton,t,LTW_ENG_20070223.0140.LDC2009T13_12_2-LTW_ENG_20070223.0140.LDC2009T13_12_48,144532
eng-WL-11-174595-12967373_192_5,eng-WL-11-174595-12967373_192_2,eng-WL-11-174595-12967373_192,Katie Holmes-Tom Cruise,t,eng-WL-11-174595-12967373_192_5-eng-WL-11-174595-12967373_192_2,504182
LTW_ENG_20070621.0041.LDC2009T13_171_3,LTW_ENG_20070621.0041.LDC2009T13_171_0,LTW_ENG_20070621.0041.LDC2009T13_171,Faith Hill-Tim McGraw,t,LTW_ENG_20070621.0041.LDC2009T13_171_3-LTW_ENG_20070621.0041.LDC2009T13_171_0,431875
32766@53_0,32766@53_7,32766@53,Nicolas Cage-Patricia Arquette,t,32766@53_0-32766@53_7,147686
AFP_ENG_20070305.0113.LDC2009T13_7_2,AFP_ENG_20070305.0113.LDC2009T13_7_8,AFP_ENG_20070305.0113.LDC2009T13_7,Elizabeth Hurley-Arun Nayar,t,AFP_ENG_20070305.0113.LDC2009T13_7_2-AFP_ENG_20070305.0113.LDC2009T13_7_8,247787
APW_ENG_20071217.0354.LDC2009T13_0_0,APW_ENG_20071217.0354.LDC2009T13_0_4,APW_ENG_20071217.0354.LDC2009T13_0,Helena Bonham Carter-Tim Burton,t,APW_ENG_20071217.0354.LDC2009T13_0_0-APW_ENG_20071217.0354.LDC2009T13_0_4,38766
eng-WL-11-174583-12936642_0_0,eng-WL-11-174583-12936642_0_6,eng-WL-11-174583-12936642_0,Brad Pitt-Angelina Jolie,t,eng-WL-11-174583-12936642_0_0-eng-WL-11-174583-12936642_0_6,1489
110564@45_11,110564@45_24,110564@45,Matthew Vaughn-Claudia Schiffer,t,110564@45_11-110564@45_24,431148
eng-NG-31-139679-9845156_956_11,eng-NG-31-139679-9845156_956_14,eng-NG-31-139679-9845156_956,Jung Chang-Jon Halliday,t,eng-NG-31-139679-9845156_956_11-eng-NG-31-139679-9845156_956_14,252196
39148@14_6,39148@14_92,39148@14,Dario Franchitti-Ashley Judd,t,39148@14_6-39148@14_92,71412
APW_ENG_20081017.0674.LDC2009T13_290_1,APW_ENG_20081017.0674.LDC2009T13_290_9,APW_ENG_20081017.0674.LDC2009T13_290,Jamie Lee Curtis-Christopher Guest,t,APW_ENG_20081017.0674.LDC2009T13_290_1-APW_ENG_20081017.0674.LDC2009T13_290_9,71091
eng-WL-11-174595-12967866_910_0,eng-WL-11-174595-12967866_910_15,eng-WL-11-174595-12967866_910,Nicole Kidman-Keith Urban,t,eng-WL-11-174595-12967866_910_0-eng-WL-11-174595-12967866_910_15,360873
NYT_ENG_20080210.0024.LDC2009T13_8_36,NYT_ENG_20080210.0024.LDC2009T13_8_4,NYT_ENG_20080210.0024.LDC2009T13_8,Rebecca Romijn-Jerry O'Connell,t,NYT_ENG_20080210.0024.LDC2009T13_8_36-NYT_ENG_20080210.0024.LDC2009T13_8_4,39173
APW_ENG_20070105.0170.LDC2009T13_393_13,APW_ENG_20070105.0170.LDC2009T13_393_2,APW_ENG_20070105.0170.LDC2009T13_393,Hillary Rodham Clinton-Bill Clinton,t,APW_ENG_20070105.0170.LDC2009T13_393_13-APW_ENG_20070105.0170.LDC2009T13_393_2,404761
eng-WL-11-174595-12968498_2596_6,eng-WL-11-174595-12968498_2596_11,eng-WL-11-174595-12968498_2596,Nicole Richie-Joel Madden,t,eng-WL-11-174595-12968498_2596_6-eng-WL-11-174595-12968498_2596_11,391417
AFP_ENG_20080807.0571.LDC2009T13_44_22,AFP_ENG_20080807.0571.LDC2009T13_44_12,AFP_ENG_20080807.0571.LDC2009T13_44,Benazir Bhutto-Asif Ali Zardari,t,AFP_ENG_20080807.0571.LDC2009T13_44_22-AFP_ENG_20080807.0571.LDC2009T13_44_12,500260
eng-WL-11-174579-12936456_9_0,eng-WL-11-174579-12936456_9_7,eng-WL-11-174579-12936456_9,Jennifer Aniston-Brad Pitt,t,eng-WL-11-174579-12936456_9_0-eng-WL-11-174579-12936456_9_7,110189
APW_ENG_20080925.1471.LDC2009T13_46_12,APW_ENG_20080925.1471.LDC2009T13_46_20,APW_ENG_20080925.1471.LDC2009T13_46,Benazir Bhutto-Asif Ali Zardari,t,APW_ENG_20080925.1471.LDC2009T13_46_12-APW_ENG_20080925.1471.LDC2009T13_46_20,211558
APW_ENG_20081010.0017.LDC2009T13_125_0,APW_ENG_20081010.0017.LDC2009T13_125_15,APW_ENG_20081010.0017.LDC2009T13_125,Barbara Orbison-Roy Orbison,t,APW_ENG_20081010.0017.LDC2009T13_125_0-APW_ENG_20081010.0017.LDC2009T13_125_15,178007
53606@22_13,53606@22_16,53606@22,Humphrey Bogart-Lauren Bacall,t,53606@22_13-53606@22_16,357298
APW_ENG_20080708.1282.LDC2009T13_192_1,APW_ENG_20080708.1282.LDC2009T13_192_26,APW_ENG_20080708.1282.LDC2009T13_192,Elizabeth Dole-Bob Dole,t,APW_ENG_20080708.1282.LDC2009T13_192_1-APW_ENG_20080708.1282.LDC2009T13_192_26,466394
AFP_ENG_20070715.0486.LDC2009T13_476_23,AFP_ENG_20070715.0486.LDC2009T13_476_27,AFP_ENG_20070715.0486.LDC2009T13_476,Tony Parker-Eva Longoria,t,AFP_ENG_20070715.0486.LDC2009T13_476_23-AFP_ENG_20070715.0486.LDC2009T13_476_27,302999
LTW_ENG_20081207.0024.LDC2009T13_563_9,LTW_ENG_20081207.0024.LDC2009T13_563_16,LTW_ENG_20081207.0024.LDC2009T13_563,Dirk Fock-Consuelo Flowerton,t,LTW_ENG_20081207.0024.LDC2009T13_563_9-LTW_ENG_20081207.0024.LDC2009T13_563_16,144031
eng-NG-31-141957-9978708_16_13,eng-NG-31-141957-9978708_16_31,eng-NG-31-141957-9978708_16,Heather Mills-Paul McCartney,t,eng-NG-31-141957-9978708_16_13-eng-NG-31-141957-9978708_16_31,318022
eng-WL-11-174588-12938323_5051_3,eng-WL-11-174588-12938323_5051_0,eng-WL-11-174588-12938323_5051,Peter Sarsgaard-Maggie Gyllenhaal,t,eng-WL-11-174588-12938323_5051_3-eng-WL-11-174588-12938323_5051_0,357542
LTW_ENG_20070225.0028.LDC2009T13_501_45,LTW_ENG_20070225.0028.LDC2009T13_501_20,LTW_ENG_20070225.0028.LDC2009T13_501,Larry David-Laurie David,t,LTW_ENG_20070225.0028.LDC2009T13_501_45-LTW_ENG_20070225.0028.LDC2009T13_501_20,251800
APW_ENG_20070409.0617.LDC2009T13_45_17,APW_ENG_20070409.0617.LDC2009T13_45_4,APW_ENG_20070409.0617.LDC2009T13_45,George W. Bush-Laura Bush,t,APW_ENG_20070409.0617.LDC2009T13_45_17-APW_ENG_20070409.0617.LDC2009T13_45_4,319345
APW_ENG_20070222.1481.LDC2009T13_0_0,APW_ENG_20070222.1481.LDC2009T13_0_9,APW_ENG_20070222.1481.LDC2009T13_0,Kevin Federline-Britney Spears,t,APW_ENG_20070222.1481.LDC2009T13_0_0-APW_ENG_20070222.1481.LDC2009T13_0_9,497835
eng-WL-11-174595-12968943_342_0,eng-WL-11-174595-12968943_342_35,eng-WL-11-174595-12968943_342,Madonna-Guy Ritchie,t,eng-WL-11-174595-12968943_342_0-eng-WL-11-174595-12968943_342_35,392735
eng-WL-11-174595-12967295_334_9,eng-WL-11-174595-12967295_334_5,eng-WL-11-174595-12967295_334,Sophia Bush-Chad Michael Murray,t,eng-WL-11-174595-12967295_334_9-eng-WL-11-174595-12967295_334_5,391972
115258@57_15,115258@57_0,115258@57,Bruce Jenner-Kris Jenner,t,115258@57_15-115258@57_0,287711
eng-NG-31-142885-10105306_1286_23,eng-NG-31-142885-10105306_1286_5,eng-NG-31-142885-10105306_1286,Sarah-Abraham,t,eng-NG-31-142885-10105306_1286_23-eng-NG-31-142885-10105306_1286_5,256770
APW_ENG_20080709.0197.LDC2009T13_0_0,APW_ENG_20080709.0197.LDC2009T13_0_4,APW_ENG_20080709.0197.LDC2009T13_0,Matthew McConaughey-Camila Alves,t,APW_ENG_20080709.0197.LDC2009T13_0_0-APW_ENG_20080709.0197.LDC2009T13_0_4,148128
eng-WL-11-174573-12958470_917_7,eng-WL-11-174573-12958470_917_4,eng-WL-11-174573-12958470_917,Freida Pinto-Dev Patel,t,eng-WL-11-174573-12958470_917_7-eng-WL-11-174573-12958470_917_4,434984
AFP_ENG_20070226.0091.LDC2009T13_281_22,AFP_ENG_20070226.0091.LDC2009T13_281_19,AFP_ENG_20070226.0091.LDC2009T13_281,Sonia Gandhi-Rajiv Gandhi,t,AFP_ENG_20070226.0091.LDC2009T13_281_22-AFP_ENG_20070226.0091.LDC2009T13_281_19,217738
32196@33_10,32196@33_43,32196@33,Sarah Polley-David Wharnsby,t,32196@33_10-32196@33_43,411863
70309@0_42,70309@0_5,70309@0,Paul Tsongas-Niki Tsongas,t,70309@0_42-70309@0_5,289109
1316@8_17,1316@8_24,1316@8,Nancy Reagan-Ronald Reagan,t,1316@8_17-1316@8_24,470685
APW_ENG_20071024.0066.LDC2009T13_51_28,APW_ENG_20071024.0066.LDC2009T13_51_25,APW_ENG_20071024.0066.LDC2009T13_51,Rita Wilson-Tom Hanks,t,APW_ENG_20071024.0066.LDC2009T13_51_28-APW_ENG_20071024.0066.LDC2009T13_51_25,250874
NYT_ENG_20070815.0127.LDC2009T13_542_19,NYT_ENG_20070815.0127.LDC2009T13_542_16,NYT_ENG_20070815.0127.LDC2009T13_542,Katie Holmes-Tom Cruise,t,NYT_ENG_20070815.0127.LDC2009T13_542_19-NYT_ENG_20070815.0127.LDC2009T13_542_16,145307
AFP_ENG_20081015.0455.LDC2009T13_6_2,AFP_ENG_20081015.0455.LDC2009T13_6_9,AFP_ENG_20081015.0455.LDC2009T13_6,Madonna-Guy Ritchie,t,AFP_ENG_20081015.0455.LDC2009T13_6_2-AFP_ENG_20081015.0455.LDC2009T13_6_9,376252
eng-WL-11-174598-12965226_1323_6,eng-WL-11-174598-12965226_1323_43,eng-WL-11-174598-12965226_1323,Chris Brown-Rihanna,t,eng-WL-11-174598-12965226_1323_6-eng-WL-11-174598-12965226_1323_43,461673
152854@6_39,152854@6_24,152854@6,Bill Clinton-Hillary Rodham Clinton,t,152854@6_39-152854@6_24,339439
APW_ENG_20080102.0334.LDC2009T13_22_15,APW_ENG_20080102.0334.LDC2009T13_22_1,APW_ENG_20080102.0334.LDC2009T13_22,Tracey Edmonds-Eddie Murphy,t,APW_ENG_20080102.0334.LDC2009T13_22_15-APW_ENG_20080102.0334.LDC2009T13_22_1,458348
AFP_ENG_20080512.0508.LDC2009T13_9_6,AFP_ENG_20080512.0508.LDC2009T13_9_0,AFP_ENG_20080512.0508.LDC2009T13_9,Heather Mills-Paul McCartney,t,AFP_ENG_20080512.0508.LDC2009T13_9_6-AFP_ENG_20080512.0508.LDC2009T13_9_0,433776
eng-NG-31-147907-10553748_65_3,eng-NG-31-147907-10553748_65_25,eng-NG-31-147907-10553748_65,Bill Clinton-Hillary Rodham Clinton,t,eng-NG-31-147907-10553748_65_3-eng-NG-31-147907-10553748_65_25,389577
84443@4_8,84443@4_14,84443@4,Sylvia Plath-Ted Hughes,t,84443@4_8-84443@4_14,321852
eng-WL-11-174595-12968112_2417_10,eng-WL-11-174595-12968112_2417_13,eng-WL-11-174595-12968112_2417,Maggie Gyllenhaal-Peter Sarsgaard,t,eng-WL-11-174595-12968112_2417_10-eng-WL-11-174595-12968112_2417_13,432570
APW_ENG_20080919.1364.LDC2009T13_189_22,APW_ENG_20080919.1364.LDC2009T13_189_8,APW_ENG_20080919.1364.LDC2009T13_189,Susan Buffett-Warren Buffett,t,APW_ENG_20080919.1364.LDC2009T13_189_22-APW_ENG_20080919.1364.LDC2009T13_189_8,398071
APW_ENG_20070213.1508.LDC2009T13_0_3,APW_ENG_20070213.1508.LDC2009T13_0_0,APW_ENG_20070213.1508.LDC2009T13_0,Faith Hill-Tim McGraw,t,APW_ENG_20070213.1508.LDC2009T13_0_3-APW_ENG_20070213.1508.LDC2009T13_0_0,421608
NYT_ENG_20080225.0168.LDC2009T13_707_17,NYT_ENG_20080225.0168.LDC2009T13_707_15,NYT_ENG_20080225.0168.LDC2009T13_707,Christo-Jeanne-Claude,t,NYT_ENG_20080225.0168.LDC2009T13_707_17-NYT_ENG_20080225.0168.LDC2009T13_707_15,75710
CNA_ENG_20071221.0008.LDC2009T13_122_3,CNA_ENG_20071221.0008.LDC2009T13_122_6,CNA_ENG_20071221.0008.LDC2009T13_122,Pierre Curie-Marie Curie,t,CNA_ENG_20071221.0008.LDC2009T13_122_3-CNA_ENG_20071221.0008.LDC2009T13_122_6,115
eng-WL-11-174572-12950184_176_10,eng-WL-11-174572-12950184_176_20,eng-WL-11-174572-12950184_176,Spencer Pratt-Heidi Montag,t,eng-WL-11-174572-12950184_176_10-eng-WL-11-174572-12950184_176_20,71916
NYT_ENG_20080101.0197.LDC2009T13_966_15,NYT_ENG_20080101.0197.LDC2009T13_966_18,NYT_ENG_20080101.0197.LDC2009T13_966,Brad Pitt-Jennifer Aniston,t,NYT_ENG_20080101.0197.LDC2009T13_966_15-NYT_ENG_20080101.0197.LDC2009T13_966_18,161628
eng-WL-11-174595-12971663_10_4,eng-WL-11-174595-12971663_10_1,eng-WL-11-174595-12971663_10,Nick Cannon-Mariah Carey,t,eng-WL-11-174595-12971663_10_4-eng-WL-11-174595-12971663_10_1,429127
LTW_ENG_20080215.0009.LDC2009T13_537_13,LTW_ENG_20080215.0009.LDC2009T13_537_22,LTW_ENG_20080215.0009.LDC2009T13_537,Jennifer Jason Leigh-Noah Baumbach,t,LTW_ENG_20080215.0009.LDC2009T13_537_13-LTW_ENG_20080215.0009.LDC2009T13_537_22,395534
eng-WL-11-174595-12967832_177_12,eng-WL-11-174595-12967832_177_15,eng-WL-11-174595-12967832_177,Gwen Stefani-Gavin Rossdale,t,eng-WL-11-174595-12967832_177_12-eng-WL-11-174595-12967832_177_15,503964
NYT_ENG_20070611.0017.LDC2009T13_421_16,NYT_ENG_20070611.0017.LDC2009T13_421_10,NYT_ENG_20070611.0017.LDC2009T13_421,Marc Anthony-Jennifer Lopez,t,NYT_ENG_20070611.0017.LDC2009T13_421_16-NYT_ENG_20070611.0017.LDC2009T13_421_10,11905
eng-WL-11-174583-12937486_14_9,eng-WL-11-174583-12937486_14_4,eng-WL-11-174583-12937486_14,Brad Pitt-Angelina Jolie,t,eng-WL-11-174583-12937486_14_9-eng-WL-11-174583-12937486_14_4,317039
NYT_ENG_20080707.0129.LDC2009T13_10_44,NYT_ENG_20080707.0129.LDC2009T13_10_49,NYT_ENG_20080707.0129.LDC2009T13_10,Christie Brinkley-Peter Cook,t,NYT_ENG_20080707.0129.LDC2009T13_10_44-NYT_ENG_20080707.0129.LDC2009T13_10_49,355762
LTW_ENG_20070106.0064.LDC2009T13_1313_42,LTW_ENG_20070106.0064.LDC2009T13_1313_40,LTW_ENG_20070106.0064.LDC2009T13_1313,Sarah-Abraham,t,LTW_ENG_20070106.0064.LDC2009T13_1313_42-LTW_ENG_20070106.0064.LDC2009T13_1313_40,80592
eng-WL-11-174595-12967393_137_14,eng-WL-11-174595-12967393_137_5,eng-WL-11-174595-12967393_137,Jennifer Garner-Ben Affleck,t,eng-WL-11-174595-12967393_137_14-eng-WL-11-174595-12967393_137_5,283262
LTW_ENG_20080327.0042.LDC2009T13_619_0,LTW_ENG_20080327.0042.LDC2009T13_619_21,LTW_ENG_20080327.0042.LDC2009T13_619,Susan Arnold-Tom Jacobson,t,LTW_ENG_20080327.0042.LDC2009T13_619_0-LTW_ENG_20080327.0042.LDC2009T13_619_21,309375
eng-WL-11-174595-12967781_400_0,eng-WL-11-174595-12967781_400_7,eng-WL-11-174595-12967781_400,Demi Moore-Ashton Kutcher,t,eng-WL-11-174595-12967781_400_0-eng-WL-11-174595-12967781_400_7,108790
eng-WL-11-174595-12968550_7938_12,eng-WL-11-174595-12968550_7938_9,eng-WL-11-174595-12968550_7938,Hayden Christensen-Rachel Bilson,t,eng-WL-11-174595-12968550_7938_12-eng-WL-11-174595-12968550_7938_9,291856
eng-NG-31-102460-10983826_204_23,eng-NG-31-102460-10983826_204_1,eng-NG-31-102460-10983826_204,Hillary Rodham Clinton-Bill Clinton,t,eng-NG-31-102460-10983826_204_23-eng-NG-31-102460-10983826_204_1,245972
22796@0_5,22796@0_16,22796@0,Bill Clinton-Hillary Rodham Clinton,t,22796@0_5-22796@0_16,432276
APW_ENG_20070214.0763.LDC2009T13_94_12,APW_ENG_20070214.0763.LDC2009T13_94_15,APW_ENG_20070214.0763.LDC2009T13_94,Elizabeth Taylor-Richard Burton,t,APW_ENG_20070214.0763.LDC2009T13_94_12-APW_ENG_20070214.0763.LDC2009T13_94_15,292521
30332@31_4,30332@31_1,30332@31,Katie Holmes-Tom Cruise,t,30332@31_4-30332@31_1,364174
146857@2_5,146857@2_9,146857@2,Bill Clinton-Hillary Rodham Clinton,t,146857@2_5-146857@2_9,460932
eng-WL-11-174598-12965066_1486_21,eng-WL-11-174598-12965066_1486_15,eng-WL-11-174598-12965066_1486,Stuart Townsend-Charlize Theron,t,eng-WL-11-174598-12965066_1486_21-eng-WL-11-174598-12965066_1486_15,392628
eng-WL-11-174579-12936201_35_8,eng-WL-11-174579-12936201_35_11,eng-WL-11-174579-12936201_35,Demi Moore-Ashton Kutcher,t,eng-WL-11-174579-12936201_35_8-eng-WL-11-174579-12936201_35_11,458964
AFP_ENG_20071230.0287.LDC2009T13_102_16,AFP_ENG_20071230.0287.LDC2009T13_102_1,AFP_ENG_20071230.0287.LDC2009T13_102,Asif Ali Zardari-Benazir Bhutto,t,AFP_ENG_20071230.0287.LDC2009T13_102_16-AFP_ENG_20071230.0287.LDC2009T13_102_1,317761
eng-WL-11-174611-12984524_15_6,eng-WL-11-174611-12984524_15_1,eng-WL-11-174611-12984524_15,George Michael-Kenny Goss,t,eng-WL-11-174611-12984524_15_6-eng-WL-11-174611-12984524_15_1,112292
eng-WL-11-174594-12963806_7_10,eng-WL-11-174594-12963806_7_7,eng-WL-11-174594-12963806_7,Ryan Reynolds-Scarlett Johansson,t,eng-WL-11-174594-12963806_7_10-eng-WL-11-174594-12963806_7_7,214067
147148@13_18,147148@13_11,147148@13,Hillary Rodham Clinton-Bill Clinton,t,147148@13_18-147148@13_11,258122
NYT_ENG_20080815.0044.LDC2009T13_314_19,NYT_ENG_20080815.0044.LDC2009T13_314_30,NYT_ENG_20080815.0044.LDC2009T13_314,Valeri Liukin-Anna Kotchneva,t,NYT_ENG_20080815.0044.LDC2009T13_314_19-NYT_ENG_20080815.0044.LDC2009T13_314_30,327850
NYT_ENG_20070516.0153.LDC2009T13_230_8,NYT_ENG_20070516.0153.LDC2009T13_230_4,NYT_ENG_20070516.0153.LDC2009T13_230,Manuela Testolini-Prince,t,NYT_ENG_20070516.0153.LDC2009T13_230_8-NYT_ENG_20070516.0153.LDC2009T13_230_4,358730
eng-WL-11-174595-12967552_25_14,eng-WL-11-174595-12967552_25_0,eng-WL-11-174595-12967552_25,Britney Spears-Kevin Federline,t,eng-WL-11-174595-12967552_25_14-eng-WL-11-174595-12967552_25_0,149915
LTW_ENG_20080223.0068.LDC2009T13_945_8,LTW_ENG_20080223.0068.LDC2009T13_945_31,LTW_ENG_20080223.0068.LDC2009T13_945,Craig Stevens-Alexis Smith,t,LTW_ENG_20080223.0068.LDC2009T13_945_8-LTW_ENG_20080223.0068.LDC2009T13_945_31,150348
eng-NG-31-141957-9977733_38_5,eng-NG-31-141957-9977733_38_17,eng-NG-31-141957-9977733_38,Nicole Kidman-Tom Cruise,t,eng-NG-31-141957-9977733_38_5-eng-NG-31-141957-9977733_38_17,113207
eng-WL-11-174583-12935045_24_7,eng-WL-11-174583-12935045_24_17,eng-WL-11-174583-12935045_24,George Clooney-Elisabetta Canalis,t,eng-WL-11-174583-12935045_24_7-eng-WL-11-174583-12935045_24_17,10152
APW_ENG_20080225.0773.LDC2009T13_734_0,APW_ENG_20080225.0773.LDC2009T13_734_6,APW_ENG_20080225.0773.LDC2009T13_734,John Travolta-Kelly Preston,t,APW_ENG_20080225.0773.LDC2009T13_734_0-APW_ENG_20080225.0773.LDC2009T13_734_6,76882
